z,e
-334.113,5.39537
-313.205,5.56766
-292.629,3.76938
-303.187,5.81292
-320.203,3.53293
-332.913,3.40504
-335.929,7.51151
-312.151,5.67744
-315.429,3.58553
-302.191,5.79936
-309.573,5.37487
-329.846,5.4047
-304.807,3.08014
-336.144,5.31868
-304.504,5.76217
-312.205,3.94657
-321.873,4.89911
-290.689,3.09567
-326.316,5.46492
-322.99,4.60714
-336.952,3.74489
-323.926,4.82534
-297.262,5.96175
-300.904,5.20669
-315.56,5.92142
-299.345,5.51846
-324.596,3.73432
-322.685,5.5564
-339.428,3.00495
-337.831,5.30179
-326.512,4.23753
-331.527,5.39041
-323.563,6.83508
-318.037,5.61553
-295.962,4.83557
-330.425,5.46688
-305.158,3.66222
-300.734,3.2228
-331.893,4.936
-290.954,3.36916
-320.661,3.29639
-319.639,5.52375
-306.561,4.29166
-298.196,3.6972
-294.174,3.82171
-337.464,7.59666
-338.156,3.18597
-302.668,5.25604
-335.311,6.42685
-315.327,5.60571
-291.367,3.08141
-335.145,3.0017
-301.688,7.0817
-308.556,6.259
-303.839,5.42079
-302.438,5.84135
-339.169,4.12677
-319.887,3.51834
-301.952,7.49374
-337.738,5.2438
-301.276,4.31836
-306.168,5.71077
-298.22,3.37046
-300.934,3.81339
-323.294,3.41945
-298.943,8.17384
-305.898,3.66394
-337.319,5.10526
-338.881,5.1993
-331.881,5.16893
-307.167,3.75835
-294.784,4.39632
-292.827,3.36049
-303.071,5.76788
-299.932,5.53341
-297.765,3.91159
-310.442,5.64504
-294.67,3.21387
-325.474,3.06562
-307.852,4.25216
-296.81,3.12663
-319.236,5.5738
-330.707,4.97092
-306.439,4.61338
-336.287,8.21062
-321.497,4.46221
-307.684,6.84276
-335.637,8.6418
-296.102,5.93336
-312.333,6.96753
-318.112,3.63091
-310.458,5.67796
-324.097,4.47217
-306.873,8.05941
-333.008,4.14609
-311.768,6.18105
-326.728,4.51237
-292.713,3.28523
-336.378,5.53814
-319.615,3.02618
-300.402,3.08284
-299.945,5.49068
-302.213,5.75766
-335.412,3.0906
-293.728,5.95833
-330.422,5.41535
-318.062,3.43519
-337.255,4.88388
-323.328,4.71206
-301.567,5.49984
-322.731,5.54053
-303.491,4.62041
-318.133,5.65123
-339.431,3.01917
-336.274,3.14078
-297.263,3.73249
-297.86,6.98472
-320.843,5.10962
-306.95,4.58791
-306.914,4.66547
-310.821,4.03668
-315.483,5.28147
-327.513,5.46115
-321.244,4.72422
-337.132,3.23148
-296.178,4.77293
-321.148,3.38347
-308.811,5.40241
-335.481,5.05983
-329.68,4.16132
-304.062,7.0484
-305.02,4.52981
-299.754,6.46933
-321.453,3.51415
-337.977,5.30336
-318.765,5.50446
-300.775,5.84475
-316.801,5.64967
-323.539,5.05438
-307.242,5.80362
-294.941,3.54832
-301.836,5.54253
-302.051,7.33041
-319.192,5.64851
-338.177,3.96585
-300.279,3.62194
-291.994,3.39995
-296.192,3.43785
-295.04,5.47878
-298.742,5.86549
-292.265,8.95197
-320.794,4.7903
-335.001,5.32873
-320.596,3.27271
-310.472,3.47161
-311.629,5.2676
-295.895,6.88814
-309.213,6.27052
-293.872,3.9149
-307.556,5.38729
-319.106,3.48447
-335.201,4.93555
-337.416,7.41164
-333.309,3.24626
-305.904,5.00396
-307.524,6.36417
-304.154,8.76582
-308.553,7.18954
-301.052,4.83042
-298.186,7.97127
-301.363,6.40255
-330.952,4.97948
-309.136,5.73687
-300.852,8.2655
-325.545,3.16668
-303.119,3.48595
-299.304,4.2613
-332.766,7.50413
-319.486,3.47056
-303.765,5.39679
-294.108,3.66166
-317.131,5.67781
-331.497,4.1476
-302.226,4.23949
-292.834,6.00351
-331.51,6.36628
-306.048,3.61736
-336.396,5.2836
-294.232,8.89976
-318.178,5.11511
-294.615,8.98448
-324.019,5.07602
-300.902,4.07288
-327.458,5.05804
-323.931,4.39277
-321.017,3.45027
-327.977,6.31212
-317.412,7.87675
-321.598,5.51577
-299.431,4.78564
-315.382,5.67424
-331.241,4.22577
-311.049,4.42577
-302.045,5.40248
-317.656,5.60999
-302.71,3.0953
-334.579,3.29083
-320.547,3.21008
-294.472,4.05839
-293.082,4.7548
-337.41,3.07558
-291.296,5.35093
-297.212,4.72034
-313.507,5.35215
-329.382,5.41004
-303.434,5.82204
-296.571,5.20833
-311.347,3.55902
-335.001,4.90509
-303.888,4.84206
-305.638,3.8134
-296.941,4.17844
-305.397,3.81043
-295.897,4.17347
-297.947,3.17576
-323.776,5.5837
-314.002,4.23303
-296.872,5.97919
-335.412,4.92172
-331.605,5.67793
-305.438,7.85592
-290.749,4.76833
-315.814,5.63454
-298.253,4.33334
-330.249,5.32666
-309.729,3.9432
-309.033,5.75872
-298.341,3.77047
-321.689,3.38248
-290.747,3.50045
-332.481,8.40035
-290.658,4.8778
-304.177,8.0272
-337.644,3.14888
-327.012,4.15135
-332.613,5.36057
-334.453,5.43544
-331.284,5.31451
-321.631,5.3648
-309.393,5.6868
-333.785,5.40727
-321.551,5.5583
-291.905,6.01766
-298.064,3.90871
-320.689,7.55157
-326.682,7.39813
-302.272,4.71233
-326.632,3.8592
-293.113,4.3912
-293.087,8.52968
-331.634,3.24073
-310.753,3.47431
-312.859,5.77058
-327.705,5.46634
-334.488,4.13051
-290.675,5.62736
-298.246,3.59641
-335.636,4.81927
-316.165,3.43921
-299.245,5.48328
-317.491,5.53801
-300.637,3.38193
-311.775,3.02681
-308.266,4.22586
-296.871,3.74243
-306.921,5.41478
-315.042,5.66557
-310.084,4.16062
-328.891,7.77644
-315.815,5.57326
-312.002,6.72551
-301.169,5.89955
-293.834,3.58125
-297.965,3.66926
-305.05,5.44141
-321.744,4.5325
-301.629,4.53995
-308.641,5.64153
-332.754,8.36424
-317.434,3.37501
-335.968,3.15686
-328.392,5.38272
-329.161,3.31678
-300.903,4.28239
-328.005,3.17746
-334.728,5.38372
-304.576,5.76915
-319.111,3.37662
-323.818,7.91526
-302.616,5.81156
-327.677,5.10931
-294.761,5.62835
-312.493,5.68016
-333.381,5.34223
-301.569,5.81493
-336.011,5.20762
-330.148,5.34186
-293.439,7.17629
-324.005,3.95467
-325.543,4.49619
-300.242,5.80022
-307.081,8.39819
-335.915,5.27722
-315.76,5.18171
-292.787,6.73774
-297.247,3.80144
-332.58,4.15328
-325.455,3.23912
-318.205,5.53982
-317.907,5.71306
-315.892,6.00406
-307.846,7.20243
-327.445,3.27682
-298.974,3.42298
-322.804,4.77059
-300.045,4.61322
-290.763,3.24783
-311.336,8.77402
-337.998,6.64265
-330.458,7.56173
-300.178,5.50427
-299.793,3.80746
-304.512,5.74172
-309.882,5.12606
-300.635,3.7363
-320.767,3.18239
-298.635,5.90078
-323.567,5.10859
-292.457,6.06099
-334.552,3.83253
-334.97,3.60055
-311.527,3.47428
-331.967,3.87861
-296.546,3.86749
-335.151,5.34295
-329.418,5.01442
-302.763,5.49457
-331.193,5.32329
-331.664,3.32513
-293.053,5.50514
-302.469,5.85851
-337.3,5.28843
-305.648,5.75843
-319.823,5.5114
-336.796,5.34276
-329.101,3.14096
-329.723,5.43258
-305.943,7.22286
-307.472,5.60707
-336.749,3.17284
-307.51,5.83459
-300.605,3.74022
-303.66,4.26953
-325.567,3.79155
-329.995,3.84556
-296.58,6.32607
-313.421,5.19481
-325.774,5.27545
-320.609,4.47828
-312.469,3.5159
-328.414,5.44644
-335.706,3.80914
-303.375,5.8966
-319.972,5.53348
-316.895,4.42544
-309.541,5.70101
-334.728,3.21619
-300.144,3.63496
-310.385,4.30569
-316.106,5.61448
-317.229,5.10535
-294.895,4.32058
-333.191,6.18035
-292.273,3.95571
-323.306,3.89473
-336.557,5.2393
-302.784,3.7637
-325.22,5.09253
-308.162,3.91674
-321.474,4.22756
-300.314,5.91843
-321.986,4.25898
-329.633,7.66852
-304.233,3.40678
-304.205,6.70626
-317.259,3.25853
-334.657,5.25072
-308.869,6.21279
-302.31,5.78272
-308.418,5.26013
-321.004,4.8031
-302.771,8.7704
-291.154,6.05644
-300.633,7.51529
-316.59,3.29459
-320.984,5.55792
-291.698,6.68267
-297.736,3.55138
-335.29,4.96996
-294.657,4.77268
-323.721,5.45114
-305.88,5.74987
-301.037,5.7698
-303.683,3.59728
-294.086,3.82855
-296.953,8.95577
-297.199,6.71683
-323.105,5.49107
-334.434,5.30154
-309.351,5.591
-301.581,5.47628
-313.056,5.58243
-335.96,5.2621
-306.669,5.71835
-317.245,5.60634
-320.522,5.54355
-328.42,7.72535
-292.065,5.08919
-323.069,4.08132
-299.979,3.72968
-327.17,5.49206
-329.327,5.40105
-322.917,6.13606
-334.628,7.61492
-323.536,3.61672
-339.148,7.39046
-297.704,3.76877
-302.923,3.06164
-306,5.42595
-321.408,5.51534
-308.203,8.91027
-305.221,5.74227
-319.047,3.4828
-305.857,5.75911
-306.258,3.48117
-295.664,5.63026
-335.889,5.28762
-313.994,7.71744
-298.77,5.89527
-303.391,6.76304
-326.823,5.38001
-338.992,5.18427
-312.331,8.6173
-303.424,8.02384
-311.297,8.40006
-301.152,5.75139
-318.048,5.63339
-309.246,5.62693
-334.954,3.15398
-303.988,5.49368
-301.247,5.83375
-292.63,3.91805
-300.122,6.58036
-291.807,4.76259
-338.65,5.13402
-304.819,3.73279
-293.127,5.90085
-330.692,4.94354
-306.233,3.18392
-293.445,7.50113
-329.16,3.36874
-329.336,7.97122
-305.514,4.84902
-320.421,5.6185
-297.608,5.62307
-328.492,4.28121
-303.852,5.38284
-323.594,4.23155
-300.364,5.72894
-318.339,4.07662
-335.593,4.9105
-315.315,5.3899
-290.835,4.41484
-306.076,8.81768
-336.337,3.04692
-291.133,3.50738
-308.849,6.45071
-300.749,5.95135
-318.649,3.07691
-334.856,3.1542
-310.834,5.7309
-307.294,3.42881
-332.542,5.33691
-306.631,5.75603
-301.464,3.459
-323.624,5.10171
-322.226,5.62734
-306.472,3.66937
-303.34,3.83135
-323.085,3.20238
-297.536,3.74217
-308.203,7.05875
-299.548,4.86348
-308.95,5.6851
-311.661,3.50793
-290.877,6.04638
-321.241,7.74668
-294.904,4.52335
-318.891,5.10557
-322.653,5.56036
-330.829,6.72396
-333.42,4.2931
-306.127,5.79818
-304.948,5.75367
-322.089,5.42926
-336.78,5.23512
-337.382,7.86686
-306.776,3.62373
-292.084,8.96167
-305.396,4.04241
-335.206,4.74049
-307.679,3.3695
-309.939,3.04373
-292.343,4.47625
-293.441,4.28318
-327.643,3.39847
-326.675,6.301
-333.15,5.36201
-308.537,5.76471
-292.262,5.70274
-305.995,3.73412
-312.526,5.70784
-333.789,3.06186
-299.784,5.84255
-309.972,3.24419
-335.96,5.35105
-333.762,5.36298
-295.224,5.9115
-329.369,5.33679
-298.975,3.85335
-306.589,5.32883
-337.939,3.95569
-293.603,5.07268
-309.557,5.96785
-303.223,4.13209
-337.378,3.2045
-310.069,5.68439
-322.035,5.50291
-291.935,5.2982
-296.904,4.00396
-293.926,5.9099
-331.131,5.39104
-302.625,3.32081
-297.619,4.2614
-334.819,5.29789
-337.274,3.04136
-298.584,8.81935
-322.01,4.42877
-296.612,8.97336
-317.558,5.21695
-294.838,8.17359
-322.526,5.46827
-334.045,3.20055
-302.57,5.88824
-329.333,5.47068
-306.611,3.67058
-311.421,3.61703
-294.928,5.99906
-309.469,3.48399
-299.526,5.84153
-323.705,4.75078
-306.059,7.16578
-323.744,4.96696
