   -1.95000000	 0.000000
   -1.85000000	 0.000000
   -1.75000000	 4.000000
   -1.65000000	 1.000000
   -1.55000000	 1.000000
   -1.45000000	 1.000000
   -1.35000000	 0.000000
   -1.25000000	 0.000000
   -1.15000000	 0.000000
   -1.05000000	 0.000000
   -0.95000000	 1.000000
   -0.85000000	 0.000000
   -0.75000000	 1.000000
   -0.65000000	 0.000000
   -0.55000000	 0.000000
   -0.45000000	 2.000000
   -0.35000000	 4.000000
   -0.25000000	12.000000
   -0.15000000	13.000000
   -0.05000000	22.000000
    0.05000000	28.000000
    0.15000000	19.000000
    0.25000000	12.000000
    0.35000000	 8.000000
    0.45000000	 8.000000
    0.55000000	17.000000
    0.65000000	20.000000
    0.75000000	45.000000
    0.85000000	52.000000
    0.95000000	54.000000
    1.05000000	32.000000
    1.15000000	17.000000
    1.25000000	 9.000000
    1.35000000	11.000000
    1.45000000	 4.000000
    1.55000000	 4.000000
    1.65000000	 3.000000
    1.75000000	 2.000000
    1.85000000	 2.000000
    1.95000000	 3.000000
    2.05000000	 3.000000
    2.15000000	 2.000000
    2.25000000	 0.000000
    2.35000000	 1.000000
    2.45000000	 3.000000
    2.55000000	 0.000000
    2.65000000	 0.000000
    2.75000000	 1.000000
    2.85000000	 2.000000
    2.95000000	 2.000000
    3.05000000	 0.000000
    3.15000000	 0.000000
    3.25000000	 1.000000
    3.35000000	 1.000000
    3.45000000	 0.000000
    3.55000000	 1.000000
    3.65000000	 0.000000
    3.75000000	 1.000000
    3.85000000	 3.000000
    3.95000000	 0.000000
