0	 127.090794	 -11.285404	-164.332871	  47.719511	 -22.538935	 -94.241881	  52.998537	  66.872526	   0.246714
1	 112.956459	   0.374129	-140.182969	  21.691029	 -33.990028	 -63.851180	  63.960542	  46.563036	  -0.056767
2	 156.073420	 -37.969897	  88.898710	 976.680943	-5478.218440	1749.134227	12699.691369	-10760.645086	 -59.364473
3	 119.596284	   0.877307	-155.960393	  11.303716	 -45.949349	 -31.079924	  86.365126	  23.726719	  -0.189751
4	 124.949842	  12.026546	-154.888474	  -5.089010	 -47.225827	 -13.434333	  77.774569	   4.630541	  -0.109883
5	 181.689170	  40.317217	-131.911274	  15.543386	-203.175551	-193.785731	 211.122480	 203.993841	  -1.619856
6	  24.432256	  -1.895954	 -28.041996	   8.069319	   3.657705	  -9.496601	  -2.599199	   3.699794	   0.380017
7	  39.272985	   3.760152	 -50.535082	  15.521622	  22.665186	 -69.126708	  25.812872	  25.647136	  -1.758538
8	  22.227484	  -0.307052	 -23.823141	   1.153026	 -11.071833	   6.096635	   9.909221	  -9.886851	  -0.495232
9	 266.402635	   7.678834	-307.775253	  28.149626	 -70.574693	 -66.384791	 133.388854	  42.800752	   1.588269
10	 185.392797	  -9.906972	-284.719962	 150.898275	 315.726699	-585.883408	-226.546369	 493.844972	   0.567368
11	   0.000000	   0.000000	   0.000000	   0.000000	   0.000000	   0.000000	   0.000000	   0.000000	   0.000000
12	  23.459984	  -4.449207	 -25.807547	   5.144199	  33.256713	 -19.936790	 -26.950881	  17.123280	   0.044314
13	  21.186874	   0.532344	 -28.039801	  -1.130695	  14.527249	   3.858850	 -13.366929	  -2.995392	  -0.003584
14	  27.270407	  -2.243882	 -35.038976	 -71.418232	 126.996494	 323.362467	-142.167523	-316.586245	 -30.350675
15	  48.709765	   1.500159	 -39.362823	  -9.131113	  20.388383	   9.079752	 -16.617759	   1.533820	  -0.118008
16	 150.978096	  30.360688	-162.813075	  -9.071591	 -32.392806	  50.896754	  50.008202	 -70.683672	   0.304340
17	 257.585836	 195.678971	 -83.552480	-1166.736206	-1250.236346	3019.188940	2193.876561	-3220.802483	 -10.232672
18	 116.854721	   8.947914	-122.033911	 -30.523103	 -43.581426	  69.047528	  54.095914	 -55.365736	   0.259017
19	 125.084277	  -7.094378	-148.020932	  46.469712	 -40.712219	-117.427525	  64.261662	  91.134953	   0.140745
20	 121.759520	   6.806046	-167.338143	  19.384816	 -49.966692	 -85.071210	  94.654642	  66.488465	   0.318856
21	  88.481470	   7.719364	-122.280376	 -16.930557	 -15.873715	  29.649851	  48.411876	 -22.145611	  -0.046329
22	 124.632154	  -5.358444	-126.740739	  34.054876	 -17.521272	 -71.833970	  26.977698	  44.128622	   0.036360
23	 102.421875	   7.502963	-110.301523	 -17.748654	  -7.860159	  79.244950	  30.258453	 -65.322017	  -0.026684
8	 -13.605701	  -1.100854	  -9.034836	  39.224683	 -36.545283	 -88.506497	  20.342538	  51.350789	-2257.317976
8	 -18.450783	 -13.836787	 -67.960497	  86.045554	 126.040530	-143.864601	 -89.250249	  75.701640	 -17.476143
8	 -12.698474	   0.043927	 -16.190352	  26.353779	 -24.972212	 -56.155559	  14.049910	  29.732050	 -26.073475
14	 -18.147499	  11.259446	 -11.705993	 -62.995754	  -8.661526	 115.056970	   2.963514	 -61.085512	  -7.338631
20	  73.378935	  14.584507	-101.899736	  41.072589	 -60.391247	 -79.533177	  59.055019	  38.410212	  -3.363024
2	 117.512151	  14.560054	-169.775882	 -17.237701	 -36.759456	 -22.431473	  61.292129	  27.420574	 -21.046891
3	  82.410333	   7.559430	-170.736590	 -23.313449	  20.371618	  41.343722	  25.086474	 -25.733801	  -6.027364
9	 224.621603	  -2.518243	-340.646414	 126.427127	  16.250118	-295.092527	  74.626646	 174.647911	 708.302949
15	   9.970598	 -23.342695	 -48.988417	 154.266254	  30.208863	-278.910658	 -15.466484	 145.259915	 -21.596300
15	  12.601944	   5.037829	 -37.364233	  -7.442334	   8.800981	   7.474177	  -4.415807	  -5.561573	 -24.737972
21	  39.605036	   8.727536	 -91.471733	   4.681724	 -11.086676	 -21.667172	  19.222096	   9.659781	   6.822663
21	  47.012076	  11.704280	-112.476708	 -24.152568	  35.009305	  35.305959	  -5.289556	 -21.038926	 -24.326862
8	 -19.482705	  -6.267033	 -37.343953	  40.900606	  24.280264	 -83.598242	 -16.637895	  53.926385	 -20.267916
8	 -20.004360	  -1.559075	 -30.933726	 -15.552664	   7.563815	  64.973028	  -5.505956	 -53.227323	 -16.508183
0	  75.202722	  -4.553981	-143.533507	   0.000000	   0.000000	   0.000000	   0.000000	   0.000000	   0.000000
0	  76.551257	  -5.494729	-149.527703	  21.228444	 -54.498464	 -59.306839	  84.257742	  48.268278	  -2.796897
0	  82.632478	  -8.781339	-162.116332	  47.176024	 -33.583207	-110.510433	  69.254877	  75.383709	  -6.761475
1	  75.092664	  -4.730113	-142.559514	  25.202964	 -37.777633	 -36.090966	  73.060936	  10.529026	 -28.240485
2	 116.722913	  19.622820	-149.540133	 -97.431073	-105.043199	 228.388196	 126.499882	-170.460019	 243.804841
3	  75.701989	  -7.482748	-165.668195	 101.846614	  12.804925	-233.731418	  26.182146	 163.954297	  -2.420156
4	  79.632590	  14.490198	-156.638162	 -35.615430	  -0.387308	  37.133592	  49.332238	 -22.987124	  -0.793279
4	  87.509495	  10.926983	-204.018271	 -53.336307	 125.243711	 116.239226	 -36.854467	 -80.179598	-124.035767
4	  88.079876	   0.895450	-130.411454	  80.226348	 -59.408190	-210.626723	  77.221486	 136.581088	 -33.041218
5	 145.888792	  27.830220	-207.042276	 -54.408308	  99.550058	  87.882914	 -28.665320	 -48.288942	-285.688011
5	 144.485698	  16.742884	-206.448369	  -1.785785	  69.487572	 -40.430672	   9.478678	  38.535684	 -21.896077
6	 -15.573032	   2.378020	 -13.449969	   1.378063	  -8.982029	 -17.103846	   1.498968	  18.245263	 -25.986575
6	 -15.474030	   1.788220	 -13.710207	   1.457179	 -14.009281	 -18.216873	   7.595270	  19.805515	 -25.714540
6	 -15.405255	   3.771895	 -21.177840	 -15.882246	   6.736210	  16.811575	  -6.779872	  -0.718527	 -25.376054
7	  41.556736	   3.136512	 -64.947996	 -17.950681	   4.490270	  53.767478	  15.335074	 -34.847202	   0.460922
8	 -14.854178	   3.337197	 -25.688208	 -45.662554	   8.691691	 135.126035	  -6.815800	-104.895029	  -0.567909
9	 223.397676	  12.056051	-308.875485	 -46.538577	-121.055186	 113.868170	 190.522882	 -79.997508	   3.134325
10	 148.562189	   8.843475	-175.536149	 -32.782711	-105.155129	  71.254351	 126.060939	 -58.871666	   0.934444
12	 -19.295404	   2.566812	 -43.161507	 -30.557971	  38.928631	  82.666335	 -17.721942	 -58.334204	   5.128000
13	 -15.728261	  -5.036343	 -18.451962	  28.165457	  -7.735469	 -52.388166	   5.435448	  26.220269	   0.497369
14	 -21.227221	  -0.667102	  -5.238507	   6.642612	 -40.561273	  -8.861507	  31.359354	   3.858283	  46.414587
15	  13.768104	   8.355958	 -35.202579	 -68.587009	   6.585960	 161.334610	   0.277348	-114.491964	-114.491964
16	 108.586953	  11.964342	-198.708986	 -55.654505	  30.746228	  98.675840	  19.742707	 -59.988602	 -59.988602
16	 109.740666	  16.150389	-184.860786	 -29.959737	 -54.611494	 -51.031453	  98.538910	  66.080516	   0.000000
17	 159.180539	  12.011549	 -97.282594	  89.732665	-304.632616	-223.879313	 248.976159	 141.991273	   0.000000
17	 220.412549	  19.875439	-299.062826	   1.137752	 -20.302877	 -35.322316	  91.562014	  10.979533	   0.000000
19	  80.055644	  -4.396249	-201.227167	  19.971997	  91.528654	 -77.327041	 -21.862923	  70.470231	   0.000000
20	  82.390237	  12.788923	-178.750171	 -56.117339	  79.540442	 146.453219	 -21.949301	-116.417128	   0.000000
21	  48.506898	   6.678032	-108.068374	  -7.027750	  10.729712	  11.685470	  21.898392	 -13.054790	   0.000000
22	 151.576507	  40.119325	-213.011069	-129.626099	 175.658879	 192.743075	-129.765054	 -86.103164	   0.000000
23	  62.416830	  -3.599009	-107.905269	  30.594928	 -63.720556	 -56.935193	  84.374840	  40.763091	   0.000000
