z,e
-367.082,2.55993
-376.546,3.41054
-377.423,3.77315
-351.944,2.84755
-386.83,4.42945
-396.836,3.77766
-395.844,1.89669
-358.061,2.85204
-357.024,4.87667
-381.555,2.39845
-391.149,2.32458
-362.318,2.70188
-394.135,4.31037
-362.054,7.13125
-383.045,4.40259
-370.115,2.68793
-374.62,2.46573
-368.874,8.01956
-368.172,5.67701
-356.231,4.55836
-395.929,4.77239
-378.423,3.03714
-384.28,3.06858
-392.318,4.19741
-380.763,2.31913
-366.561,4.73102
-365.271,4.77223
-386.887,3.95639
-369.874,5.38251
-358.762,1.67578
-361.253,4.863
-355.709,6.21395
-399.37,2.90312
-388.112,4.47763
-396.538,3.94771
-397.71,2.02886
-357.782,8.008
-373.544,2.53995
-377.602,2.28775
-396.047,2.00854
-369.155,2.30641
-357.787,3.1243
-371.921,2.34535
-385.219,2.04583
-385.29,2.21728
-369.529,3.99802
-392.078,3.91246
-368.478,5.59031
-352.71,1.70649
-353.124,5.06073
-353.568,4.59705
-368.804,2.43585
-368.711,4.30524
-393.658,4.22893
-374.565,4.22393
-380.81,6.72078
-397.557,4.62761
-393.49,1.88495
-366.504,4.36279
-354.547,2.35223
-356.516,7.90626
-385.296,4.35191
-351.035,4.21641
-375.424,2.56054
-357.123,4.55969
-388.792,3.09768
-380.194,4.51522
-372.802,5.4762
-389.499,4.32995
-386.356,4.75211
-353.119,7.20538
-394.222,6.49948
-394.787,4.14878
-388.079,2.01957
-361.437,3.86255
-375.915,2.13847
-373.72,2.46561
-356.654,2.15874
-382.345,2.35043
-367.08,5.04613
-374.916,4.16856
-362.056,2.67656
-363.027,2.62518
-373.927,4.53213
-371.981,4.64436
-397.285,4.17942
-377.447,4.51782
-383.054,6.68049
-386.756,2.10905
-389.06,4.45282
-370.628,4.47411
-386.719,4.03513
-396.657,4.2286
-397.753,3.75822
-392.545,5.02022
-384.17,2.10395
-396.327,3.95386
-367.785,1.66583
-356.6,3.87882
-357.462,4.91278
-364.689,2.56306
-386.973,2.09696
-357.112,2.6834
-378.197,4.46152
-372.384,8.08264
-394.3,2.08864
-390.574,1.85105
-385.787,2.03467
-359.14,4.85409
-384.088,6.67812
-377.2,4.59783
-377.818,4.6007
-379.374,2.38929
-395.39,4.11493
-388.848,3.07561
-390.376,1.93087
-388.71,5.02629
-358.769,4.94098
-364.517,4.71105
-369.71,7.00355
-360.631,4.42294
-372.357,2.88674
-388.425,2.19795
-393.669,4.05267
-367.644,4.81504
-383.693,3.28493
-364.143,4.82987
-389.823,2.6484
-380.336,4.8638
-395.67,3.74011
-373.921,2.99561
-395.509,4.19778
-374.137,4.46391
-361.356,4.84391
-381.259,2.28942
-389.111,5.35474
-366.049,3.53347
-393.552,1.93029
-390.939,2.0641
-394.549,7.22982
-383.167,2.25013
-352.583,2.78441
-381.888,2.27697
-356.517,4.9331
-355.066,6.03099
-384.979,4.35515
-384.466,4.44377
-365.94,1.74966
-359.94,7.97082
-362.323,2.08651
-361.689,4.72797
-383.34,3.7778
-395.767,3.57871
-390.901,2.06939
-355.25,4.93421
-368.962,6.98794
-382.951,4.45278
-358.084,2.84356
-369.917,3.64124
-367.073,1.84547
-357.772,4.87129
-352.651,4.93475
-352.525,6.961
-391.13,6.59907
-357.365,2.73353
-367.229,4.34463
-391.217,3.92587
-377.299,2.23429
-395.006,3.86726
-361.415,7.14674
-376.776,4.52788
-376.538,4.59165
-356.177,4.79327
-373.659,4.10973
-359.029,5.72725
-350.801,2.87795
-362.076,2.15922
-397.932,4.25713
-373.759,7.46681
-375.281,1.80533
-382.135,2.26293
-370.493,2.48556
-374.33,5.32097
-359.724,4.46471
-374.681,2.44836
-392.623,3.885
-395.087,2.05552
-365.802,4.77138
-360.459,2.51569
-368.053,7.72273
-361.787,2.03676
-359.247,2.74976
-390.24,2.13954
-388.134,2.16324
-372.807,2.47407
-363.093,4.3229
-387.541,2.18754
-395.56,2.69344
-385.012,4.28987
-363.673,2.76264
-382.813,2.26007
-389.258,3.88433
-384.749,8.38217
-379.738,2.35491
-387.59,2.0247
-395.698,3.83664
-393.428,8.28849
-382.4,4.05368
-392.167,3.01027
-378.543,4.52218
-370.706,4.67709
-386.539,3.1479
-361.668,4.7941
-360.695,2.7686
-370.152,6.95427
-369.54,2.5063
-364.849,2.21236
-390.567,4.56573
-397.253,3.27895
-396.369,6.48271
-382.318,4.39336
-387.097,2.17854
-368.857,5.32113
-362.891,4.60864
-381.368,1.95266
-382.017,3.41162
-382.904,8.48085
-382.134,3.43811
-360.155,4.40178
-398.192,4.09717
-398.494,4.11201
-359.709,4.75336
-382.836,4.50205
-391.941,1.93428
-362.315,4.77007
-359.615,2.78537
-390.154,4.29484
-363.314,4.83733
-392.249,3.16088
-384.965,4.28719
-396.387,3.08282
-374.752,4.19998
-389.675,4.30384
-374.366,1.79062
-372.071,6.06086
-396.955,4.15556
-374.343,2.08651
-376.639,5.36697
-381.484,4.3476
-393.983,1.9757
-390.953,7.50323
-392.874,4.71082
-371.588,2.46465
-379.38,2.81162
-390.047,2.04617
-388.334,2.1278
-367.682,4.13922
-365.436,2.50954
-383.124,4.0918
-372.505,8.30636
-367.056,4.78459
-353.417,4.99704
-369.37,3.39001
-368.51,4.61218
-392.915,4.31947
-388.455,4.28759
-372.584,2.84234
-395.63,2.59915
-353.467,3.25847
-365.754,3.569
-389.47,3.85724
-390.859,6.40283
-388.805,2.13722
-361.673,3.54314
-371.937,3.45306
-355.305,2.84926
-360.279,3.97723
-396.266,3.77658
-366.148,2.02742
-394.799,3.74963
-365.386,3.54305
-396.885,3.93343
-386.074,5.96338
-390.461,3.15478
-391.42,1.88739
-385.1,4.0713
-379.2,4.5156
-393.733,4.19431
-362.183,2.61723
-354.428,6.97103
-394.124,4.23244
-371.628,7.70807
-396.593,2.07585
-355.624,2.16769
-366.906,3.16945
-383.603,2.3147
-391.092,6.6354
-370.111,4.58181
-375.879,1.80028
-372.252,2.39188
-397.874,7.20805
-390.361,4.55038
-376.229,4.57047
-376.401,4.73212
-397.454,4.16858
-377.729,4.52297
-392.329,3.88777
-395.712,4.29427
-381.99,4.40892
-367.528,4.62989
-365.432,3.54237
-397.668,3.82742
-393.265,4.2451
-375.829,4.28447
-382.008,2.56206
-387.603,2.16853
-354.67,2.74016
-375.15,2.96794
-394.677,3.82853
-381.335,4.51754
-365.437,4.72732
-353.602,2.78736
-388.128,4.34968
-353.419,4.99083
-378.558,2.2344
-389.884,4.24035
-366.564,6.95802
-393.463,6.53577
-397.283,1.90385
-382.959,3.83762
-373.486,3.73485
-358.539,4.84862
-367.687,7.00959
-362.626,4.4158
-386.878,2.27896
-395.801,2.99044
-377.324,3.28097
-395.341,3.78811
-354.051,7.91408
-367.988,4.74432
-395.873,2.0386
-374.35,2.49154
-384.421,4.31829
-383.858,4.0333
-356.392,2.85723
-397.272,3.76827
-355.998,1.58097
-364.438,4.76297
-360.523,4.87224
-373.985,4.60164
-397.899,2.73159
-393.398,2.09652
-367.346,2.67443
-377.299,3.33583
-386.096,5.03742
-367.477,4.61281
-382.432,3.36507
-364.51,5.56581
-356.703,5.76524
-364.656,4.80098
-361.875,4.88313
-379.851,2.88665
-373.678,3.98363
-352.839,6.79321
-396.719,2.60904
-388.014,2.23895
-371.146,4.68059
-361.521,2.59302
-380.611,2.87642
-366.987,4.67161
-356.816,3.84525
-352.42,4.18831
-370.34,4.73154
-352.848,1.63202
-389.305,2.09993
-381.037,4.44987
-360.4,4.76859
-395.708,2.0109
-383.487,3.34536
-390.966,7.04877
-354.383,2.64693
-396.868,2.92199
-388.748,6.53979
-373.186,2.48833
-362.978,4.44348
-374.443,4.59635
-363.298,3.27166
-391.771,2.14607
-365.17,4.42188
-397.452,3.78807
-354.696,6.18092
-361.825,2.75747
-381.667,2.27921
-373.871,3.47515
-372.666,4.75272
-359.705,4.44559
-369.785,6.33941
-381.708,2.89669
-364.68,2.95395
-366.324,7.04335
-385.024,3.19329
-364.511,4.79132
-386.82,3.96359
-382.804,2.90782
-371.652,4.70368
-378.965,6.78016
-397.742,3.83274
-365.029,2.03576
-398.269,4.11811
-354.429,4.91311
-384.46,2.33143
-360.603,2.63555
-370.578,2.51542
-363.435,1.79495
-377.75,4.59929
-389.265,4.2191
-381.253,4.03759
-387.205,2.19544
-395.328,1.98654
-381.987,4.04874
-368.83,4.23981
-363.846,6.46456
-356.251,2.83895
-377.614,1.73209
-380.431,4.04956
-362.266,1.83521
-392.571,4.29202
-397.326,4.16778
-365.315,4.76541
-371.645,3.38563
-386.848,3.19566
-375.374,2.5323
-357.995,7.22421
-358.07,4.94961
-362.964,2.41642
-356.455,2.77195
-367.961,7.02777
-367.684,2.95364
-375.468,3.41038
-376.596,4.54563
-395.478,4.93935
-369.488,4.68742
-377.817,2.37158
-388.83,2.21588
-376.364,4.24653
-370.71,7.66618
-389.898,3.93887
-378.05,2.42771
-351.668,3.20382
-354.182,4.47514
-379.709,4.45973
-369.862,2.65232
-381.764,2.28516
-353.576,7.72723
-378.663,3.89766
-354.306,3.79755
-366.328,2.71829
-385.445,2.2943
-373.883,4.58771
-368.77,4.25305
-371.057,4.69833
-357.712,4.87431
-373.372,4.58048
-376.093,3.42238
-377.046,4.19049
-377.472,4.18809
-355.48,2.75327
-379.44,4.20322
-382.546,2.33134
-370.931,4.02141
-383.084,2.35845
-389.105,4.35439
-373.516,3.42934
-381.407,2.35217
-377.922,4.52776
-392.695,7.29397
-375.869,4.62592
-362.99,3.0922
-387.755,4.97424
-391.588,3.08865
-356.236,2.61955
-370.18,3.28509
-379.662,4.11004
-364.492,2.7156
-383.554,2.66244
-389.13,4.35467
-388.413,2.12894
-380.333,7.49639
-371.912,6.79583
-370.631,2.53545
-383.385,2.64743
-382.321,4.40589
-370.45,2.29824
-389.813,3.44724
-396.118,3.76025
-353.174,4.52451
-364.723,2.44642
-362.726,4.72029
-368.439,4.75158
-387.959,4.31262
-385.01,2.17626
-374.766,4.58587
-374.694,2.24267
-391.516,2.01734
-373.932,4.60034
-392.536,3.83054
-387.572,6.66461
-363.424,2.64746
-352.537,2.91645
-369.875,2.11034
-354.033,5.04651
-384.678,3.22606
-385.413,2.23797
-380.272,2.2296
-355.623,4.48449
-371.979,4.99533
-363.668,2.9762
-378.418,3.29746
-373.773,2.52236
-386.836,3.17175
-355.653,4.99004
-392.598,4.17239
-392.863,3.00796
-355.706,4.55798
-371.927,3.61392
-360.361,3.54898
-360.207,7.06352
-385.487,4.30661
-372.077,2.60444
-389.33,4.34265
-364.646,3.09096
-352.409,3.3127
-377.477,4.58021
-375.671,3.87624
-378.695,2.36255
-378.119,4.53753
-381.809,2.15537
-363.083,6.37964
-369.948,2.59527
-371.486,4.3286
-355.171,4.25885
-353.645,2.93255
-358.062,4.87916
-361.369,4.42227
-368.809,4.65813
-364.054,2.73921
-380.729,3.29277
-391.952,8.31887
-373.929,3.35938
-390.428,4.30693
-373.137,4.23072
-371.59,6.86124
-376.052,4.55531
-384.372,2.03396
-369.487,2.24749
-370.908,3.86776
-363.67,3.55796
-378.687,7.10363
-387.641,3.96504
-382.187,2.06478
-355.329,4.56549
-394.559,2.60355
-354.956,2.81054
-380.045,4.08469
-385.85,2.04879
-361.723,2.78879
-388.913,2.12475
-388.543,2.05717
-356.312,4.98628
-381.316,4.46231
-392.096,3.89729
-390.824,3.02248
-385.06,3.91808
-359.564,4.95746
-379.835,7.94377
-393.163,3.42358
-396.961,2.91165
-355.213,2.17436
-366.752,3.63064
-378.712,4.25263
-367.128,4.78403
-370.451,3.09967
-371.521,2.576
