z,e
-384.596,4.36903
-370.668,4.68312
-389.717,4.35021
-377.408,4.5055
-369.969,2.66329
-393.099,4.23419
-357.014,4.97622
-393.077,1.97521
-370.797,1.93223
-397.816,4.97268
-364.961,4.73774
-391.247,2.10138
-368.778,4.73763
-391.198,3.92728
-394.879,2.8993
-378.148,4.47415
-386.291,1.96714
-393.05,2.13304
-378.102,4.14698
-353.824,5.33136
-358.171,3.68801
-394.725,4.79312
-382.844,4.16664
-368.04,2.60758
-388.731,6.66449
-370.61,4.62573
-380.721,2.27042
-377.071,2.30007
-383.743,4.34634
-368.736,4.62714
-390.246,4.56701
-351.86,3.51062
-356.599,2.84762
-373.847,2.44899
-374.206,4.63546
-398.703,3.76248
-397.219,4.15616
-365.629,8.02859
-384.59,4.35579
-377.421,3.27401
-389.615,5.28913
-390.658,4.30393
-353.952,2.81535
-356.761,4.94471
-383.977,8.45054
-390.712,3.88279
-389.614,6.14472
-370.951,1.74932
-378.428,2.26427
-374.624,4.98962
-371.119,2.3687
-383.397,3.23108
-388.956,3.13391
-366.43,4.75623
-366.166,2.60165
-356.562,2.23527
-351.543,2.31014
-380.572,5.53518
-364.053,1.71174
-397.974,3.6002
-380.823,4.23422
-363.76,2.71325
-377.421,5.18589
-382.366,4.27883
-367.57,4.75929
-397.839,2.97036
-364.728,4.51759
-388.969,3.08009
-387.08,4.01244
-372.924,4.60586
-361.463,2.75702
-387.911,4.32824
-384.39,2.33845
-382.548,4.43059
-393.374,7.25218
-385.586,4.67154
-378.399,4.18002
-354.418,2.92221
-355.05,5.00485
-370.809,4.66425
-372.184,1.83052
-383.384,2.26241
-387.168,4.29561
-389.106,2.12035
-364.79,6.11252
-380.588,4.14051
-383.695,4.43082
-367.734,4.65651
-395.837,3.75541
-367.32,4.69098
-371.446,3.31268
-380.794,2.38913
-384.357,4.41534
-367.568,4.31332
-390.498,2.01618
-394.209,2.11528
-378.045,4.5026
-364.056,2.32911
-355.593,4.56094
-374.236,2.74481
-398.587,2.17742
-355.324,5.01437
-369.943,2.29474
-367.514,8.02016
-377.342,4.46718
-391.547,2.65753
-386.017,4.38023
-383.65,1.95086
-359.224,7.72289
-365.675,3.58448
-382.755,2.08328
-385.155,6.35051
-353.178,4.9946
-391.128,4.25885
-389.885,6.76595
-364.056,4.28719
-366.643,3.61355
-361.598,2.65512
-361.576,5.90655
-397.518,3.78795
-396.776,4.22716
-397.338,1.91353
-367.342,5.00414
-353.127,2.71055
-383.283,3.85121
-383.724,6.31956
-364.461,4.40922
-366.214,3.37009
-383.293,5.93952
-362.618,4.85905
-362.546,4.70171
-394.369,4.20317
-376.708,4.61691
-365.225,4.99106
-390.222,4.28906
-388.31,3.92795
-362.549,7.55343
-375.825,2.44948
-365.442,3.95015
-373.54,1.87561
-377.475,7.52709
-360.462,3.18687
-381.007,2.3207
-391.151,3.93783
-388.585,4.34291
-365.355,1.72536
-354.339,1.94856
-394.333,2.01352
-373.033,1.77028
-386.527,3.98511
-366.27,7.78313
-382.66,4.06215
-399.179,2.33837
-366.23,3.56113
-385.578,4.41464
-388.951,4.33125
-364.299,3.23487
-368.918,6.94211
-392.451,2.03961
-394.518,3.80519
-379.85,2.40974
-367.469,2.64255
-366.551,4.01854
-385.793,4.06059
-372.933,4.63339
-377.299,2.47415
-358.345,4.5772
-380.553,4.43305
-398.083,3.79981
-398.298,3.68229
-393.343,4.15452
-372.612,4.24581
-355.808,2.4905
-358.928,3.8646
-372.093,4.685
-397.289,2.8223
-389.581,3.87018
-365.575,2.53433
-353.24,4.99421
-362.566,5.0884
-380.25,1.75615
-381.163,4.48604
-380.777,2.37697
-366.979,4.65993
-373.56,4.91285
-361.352,4.48079
-379.301,4.6566
-370.376,1.95047
-381.097,4.51181
-389.076,2.13346
-367.725,1.91342
-366.138,4.81227
-359.12,2.77485
-360.028,5.1742
-365.129,4.73987
-375.691,1.86436
-355.084,7.9914
-363.306,5.16631
-366.332,7.66627
-356.042,2.5414
-392.649,2.11654
-383.532,3.81507
-392.97,3.86038
-366.028,4.55138
-368.083,4.75813
-353.661,2.07534
-390.145,2.08961
-379.755,2.42917
-353.557,5.41375
-375.592,2.44762
-375.386,5.02789
-387.274,1.99528
-373.442,4.91024
-392.977,3.87657
-392.387,4.57944
-363.972,4.78768
-391.648,4.23423
-375.481,4.12717
-395.694,4.15377
-362.986,4.40425
-373.56,4.70619
-385.976,6.53949
-365.462,7.601
-385.948,3.87748
-398.406,4.11775
-380.244,4.17312
-381.202,1.82571
-382.901,4.09357
-395.826,2.96599
-372.224,4.62314
-396.255,3.76298
-362.807,4.84492
-362.243,2.66703
-395.173,6.38433
-362.244,4.80998
-354.393,2.88661
-357.815,7.13383
-363.1,4.78715
-397.361,4.36881
-389.746,3.03571
-375.205,3.49182
-385.053,4.44909
-356.342,4.93486
-365.556,2.63614
-366.368,7.05695
-377.057,4.49139
-378.174,2.24396
-387.259,3.9555
-364.566,4.82135
-397.487,4.16598
-389.942,4.31358
-350.549,4.07943
-368.077,2.89961
-372.377,2.50646
-377.564,2.9045
-376.289,2.39795
-396.978,6.80574
-350.857,2.03818
-384.897,4.0415
-353.58,2.88898
-385.855,2.29511
-385.461,4.35948
-384.249,2.53279
-389.209,4.25782
-399.026,4.17444
-389.975,2.10834
-388.45,2.01432
-390.205,2.14741
-357.776,4.93475
-366.869,1.65416
-358.551,1.98472
-371.944,4.70181
-358.304,4.9001
-373.472,2.18741
-368.018,3.60083
-363.316,7.27235
-390.314,3.66108
-361.304,2.73035
-385.548,4.3876
