z,e
-294.375,3.90059
-307.249,7.74544
-302.435,4.93478
-319.83,3.55831
-321.632,5.37838
-322.889,5.63606
-318.309,5.70084
-320.19,5.32679
-311.63,5.35114
-291.27,6.58557
-311.449,8.00515
-303.268,3.87171
-309.476,8.93052
-333.546,5.46552
-313.322,5.23192
-338.42,3.13911
-322.535,5.63321
-299.076,5.64789
-293.258,5.05558
-311,5.70497
-323.703,5.55493
-320.169,5.33116
-325.05,3.88819
-311.474,5.47558
-300.108,6.02291
-305.72,5.91521
-291.55,4.8528
-298.042,5.9591
-312.26,5.60044
-306.417,5.905
-331.163,4.44835
-337.111,5.38744
-334.175,7.6754
-295.966,5.82028
-317.095,4.33516
-316.771,5.59287
-327.647,3.39259
-298.991,5.96335
-304.644,3.83446
-328.244,5.16332
-309.369,5.03176
-306.081,5.65301
-295.394,5.01527
-298.199,4.51577
-315.918,6.3222
-303.87,5.1997
-311.926,5.78064
-327.614,4.43034
-324.167,3.37315
-293.677,6.15035
-330.117,5.54749
-336.213,5.39569
-300.547,3.97201
-295.092,6.99232
-305.201,5.44608
-323.046,4.44478
-329.031,5.5824
-320.306,5.17208
-322.503,6.20565
-322.943,3.39071
-292.473,5.96859
-308.355,6.5005
-316.668,4.61264
-321.286,5.6677
-315.359,5.61495
-297.437,5.68165
-297.136,6.08556
-294.66,4.08407
-294.653,6.18959
-337.936,3.31806
-296.503,5.69993
-307.301,4.47678
-309.535,5.84391
-307.283,4.30981
-338.731,4.01911
-327.586,5.35441
-336.206,5.31781
-305.215,3.75519
-317.425,3.72149
-297.345,8.39614
-304.184,3.83056
-333.376,4.24651
-317.761,3.50234
-311.986,3.20258
-337.118,3.8213
-314.253,3.47236
-296.227,7.95245
-319.067,5.55472
-327.565,3.35393
-329.965,5.79118
-330.177,7.74108
-320.614,5.23288
-317.978,7.73411
-294.291,5.80104
-305.451,3.30026
-339.118,3.86106
-323.875,7.32206
-299.065,5.4839
-307.112,5.86102
-300.031,7.00633
-293.724,3.54945
-300.131,3.89169
-329.25,3.15023
-307.565,5.55367
-325.613,3.56557
-329.357,4.25644
-316.691,6.9477
-307.556,6.88845
-296.382,6.13598
-330.99,5.46075
-326.089,5.55608
-313.348,5.795
-321.618,5.6612
-330.233,5.58692
-306.258,5.9689
-290.524,6.2043
-304.546,3.65298
-325.341,3.48601
-317.477,8.68434
-336.478,8.43191
-318.339,5.7319
-306.586,5.94068
-322.128,8.41679
-316.788,5.78614
-338.065,5.40392
-334.594,3.36614
-338.429,3.32123
-307.432,5.55495
-328.238,5.56068
-327.472,5.54051
-321.753,5.47402
-335.853,5.44204
-338.719,3.32501
-318.393,5.74235
-333.023,5.38884
-332.976,5.48871
-337.413,4.984
-294.191,5.72285
-316.184,5.69779
-296.932,7.32981
-302.163,4.82636
-320.338,3.66655
-327.42,5.24973
-303.035,3.75195
-307.613,3.63549
-326.436,3.24643
-331.884,5.45129
-338.166,5.33441
-329.18,7.73986
-326.182,5.63205
-310.631,3.77856
-338.368,5.42366
-315.022,5.79683
-291.114,5.10568
-312.612,5.81184
-299.469,6.09745
-295.609,6.06514
-296.733,3.94354
-299.979,5.71474
-291.57,6.01538
-330.31,5.49401
-300.752,5.68198
-293.414,8.20374
-319.927,5.31644
-311.606,3.58054
-298.499,5.53834
-294.625,6.37826
-320.048,5.20955
-338.424,5.36787
-304.505,5.93266
-324.048,5.17858
-304.597,4.94479
-294.61,6.0923
-332.65,3.93353
-318.389,5.74601
-334.528,5.41604
-331.159,3.21918
-322.939,4.42424
-324.368,4.54408
-315.67,5.78184
-290.793,7.36183
-303.849,4.47964
-334.662,3.28159
-304.358,3.65106
-299.776,6.11368
-336.286,3.49056
-320.215,7.23641
-315.988,7.9384
-337.775,4.06408
-312.65,5.79426
-297.925,4.23231
-320.553,5.16705
-327.886,4.41507
-328.008,5.47387
-317.816,5.75606
-327.76,5.63373
-293.028,5.36634
-310.662,3.79053
-302.89,3.99812
-332.936,5.44789
-315.92,5.83802
-292.954,6.0709
-328.745,8.4565
-319.21,5.67354
-297.265,4.01128
-337.521,4.12589
-328.676,7.82344
-317.223,6.43365
-295.553,5.81262
-304.433,3.9171
-312.548,4.754
-331.743,5.03248
-337.724,3.09773
-331.602,3.01477
-336.702,5.02085
-337.312,5.41007
-336.834,4.44091
-326.056,5.60795
-312.317,4.76304
-290.759,6.03794
-307.461,6.27847
-336.864,3.25044
-331.934,5.51269
-321.747,3.45676
-302.338,5.45557
-293.643,4.0846
-326.78,7.1266
-301.708,8.67622
-295.85,8.44151
-302.581,5.63324
-328.549,5.51614
-293.042,4.51915
-295.343,5.05491
-305.776,3.48131
-315.63,3.64891
-301.771,4.43842
-327.512,5.54478
-297.247,8.19744
-309.873,4.73321
-294.323,3.84727
-328.723,3.88803
-309.456,5.95796
-304.037,5.98017
-313.045,8.80145
-297.737,4.00264
-305.136,5.97895
-321.515,5.66898
-310.07,5.88961
-338.943,3.07518
-316.082,8.02669
-316.58,5.73696
-305.634,5.93511
-312.01,8.12785
-324.801,5.03111
-301.542,5.97788
-307.903,3.51567
-291.067,7.51244
-297.912,3.75783
-315.298,4.32482
-312.187,3.29389
-297.26,3.92118
-334.235,4.2492
-308.498,5.87169
-329.018,5.10866
-308.591,7.76498
-295.86,3.60423
-309.641,5.84637
-313.587,5.52434
-323.496,8.48362
-337.224,3.84613
-332.277,3.1832
-295.175,3.88414
-306.232,5.81335
-327.845,5.54463
-293.611,6.0075
-332.507,5.44294
-310.414,4.78165
-332.612,7.77628
-310.213,5.58381
-311.954,4.76203
-290.896,6.92395
-323.94,5.60097
-336.877,4.99366
-306.731,6.08577
-335.774,5.37999
-297.824,3.99342
-325.034,5.62817
-323.676,3.50835
-331.527,5.50273
-301.893,5.6893
-322.645,3.17409
-332.779,5.80216
-296.25,3.68943
-337.928,5.40769
-335.789,5.03925
-313.522,5.58068
-327.285,7.91791
-332.097,5.4629
-307.813,5.45904
-336.817,3.04032
-299.26,5.9918
-312.071,3.50875
-323.59,5.61943
-312.283,4.61639
-298.852,5.24958
-303.719,3.70171
-306.271,5.972
-301.05,3.76487
-326.227,3.34764
-318.665,3.64035
-297.113,7.79359
-302.086,6.66398
-330.219,3.32866
-333.681,4.22908
-323.234,5.22548
-307.789,5.98639
-295.326,5.15221
-298.622,6.05248
-332.398,8.4994
-335.312,7.56092
-303.83,8.88968
-312.154,3.77782
-294.963,8.30811
-316.409,6.00569
-327.242,5.55935
-320.382,3.44366
-306.536,7.39638
-318.139,3.39737
-331.177,3.93919
-316.202,4.19932
-325.655,5.4654
-330.307,5.1054
-297.299,3.96565
-295.332,5.28149
-306.817,4.38856
-304.69,6.82686
