z,e
-317.777,8.06233
-331.739,3.10845
-310.681,6.63494
-328.411,4.27259
-294.728,6.43645
-320.423,5.29675
-336.065,5.40126
-315.107,3.16038
-321.325,5.71562
-305.639,4.27192
-317.796,8.71152
-335.35,3.11558
-293.778,6.26932
-331.879,3.94876
-295.752,5.49219
-299.859,3.93181
-292.638,3.62605
-328.635,5.59414
-302.051,5.98934
-327.023,6.56025
-318.042,5.75037
-336.54,7.67487
-321.925,5.64755
-327.23,8.60159
-322.095,5.31972
-318.957,3.51666
-336.332,4.84799
-321.118,8.96589
-309.834,5.32924
-320.255,4.48556
-333.814,4.47946
-307.165,5.94503
-318.225,3.52474
-337.806,4.99117
-317.637,5.34481
-322.342,7.88524
-313.057,8.79026
-322.161,7.92201
-320.347,3.45039
-323.09,5.2612
-309.023,5.40002
-331.336,3.30648
-320.314,5.65297
-297.946,6.04744
-290.924,8.44003
-321.302,3.61849
-300.938,8.20798
-310.723,3.64424
-312.215,8.12994
-327.502,3.34781
-337.546,5.376
-301.87,3.88298
-301.606,4.01458
-323.463,3.63366
-337.035,3.19146
-306.542,5.55118
-319.311,5.70886
-317.723,6.067
-300.112,6.62634
-328.031,5.58062
-334.811,5.39352
-338.747,4.55057
-307.464,7.41909
-320.126,5.7103
-317.319,4.36437
-299.031,6.09623
-301.696,5.94606
-320.177,7.2813
-313.392,6.73652
-329.437,4.27058
-333.917,5.33831
-298.393,3.87017
-323.706,6.12773
-311.126,3.7331
-311.623,5.73056
-291.431,5.81015
-311.423,5.80288
-312.272,6.94173
-309.501,5.82697
-332.052,7.6824
-316.841,5.86393
-337.948,6.60995
-305.292,5.93948
-315.089,3.67487
-332.909,5.42874
-294.336,4.36574
-329.475,4.93827
-297.536,6.39041
-303.043,4.44481
-307.66,4.8925
-336.241,5.45477
-328.385,3.20367
-336.383,5.01939
-300.398,7.11752
-296.4,5.78278
-297.144,3.78007
-324.558,5.62416
-324.27,4.19725
-311.01,5.3626
-329.238,5.56349
-338.409,7.57042
-335.839,5.3987
-303.138,5.02765
-304.497,5.53569
-295.26,6.11755
-301.902,5.09376
-300.551,4.9764
-336.235,3.23443
-324.177,3.37642
-334.837,3.12457
-298.425,8.27933
-311.457,5.84181
-303.723,6.7906
-325.638,6.83668
-306.698,3.63875
-324.933,4.49094
-293.218,4.232
-297.487,4.02263
-320.959,4.51002
-324.399,3.57855
-322.351,6.29806
-291.546,4.09949
-330.154,7.88494
-318.9,3.20371
-308.603,5.83748
-331.036,3.94306
-334.135,5.51531
-317.496,5.32372
