z,e
-303.591,6.84723
-304.255,5.96653
-294.67,6.0925
-336.605,4.91234
-325.73,3.33213
-312.88,5.72707
-338.786,5.18854
-300.056,5.98609
-321.36,4.51366
-333.797,7.6685
-309.001,4.42793
-296.573,8.23656
-298.853,6.3252
-293.901,6.03883
-326.266,3.8411
-312.417,6.00979
-313.95,3.59125
-331.173,4.39228
-319.102,3.34354
-319.416,7.88759
-326.206,3.87869
-293.541,6.07437
-330.07,7.79168
-322.313,7.20724
-336.761,5.28062
-325.968,3.40578
-334.575,4.47126
-318.974,7.90646
-310.829,5.3817
-309.782,5.50739
-324.991,7.25052
-338.806,5.2435
-328.67,4.98362
-296.77,5.63845
-304.288,5.7102
-302.523,3.88256
-306.558,5.68459
-314.066,5.80557
-329.376,7.44142
-309.228,5.77229
-306.309,5.32349
-326.31,3.71883
-302.614,3.41089
-309.75,7.97035
-298.677,5.6654
-318.079,5.60039
-312.501,5.80965
-326.172,3.27379
-301.628,8.16823
-323.172,3.45427
-316.506,5.75799
-292.579,4.84894
-334.179,5.34266
-335.791,7.84221
-336.899,8.33353
-311.738,3.83047
-307.705,3.61031
-316.597,5.57635
-324.064,3.99118
-307.695,4.60041
-322.791,7.84193
-308.373,3.91481
-303.641,5.62017
-320.932,5.66865
-305.466,5.46246
-292.099,5.96669
-324.026,5.18872
-293.296,6.02306
-312.118,3.64568
-314.415,5.67392
-298.378,8.27204
-322.904,8.68966
-295.527,5.9912
-327.865,5.06837
-331.77,5.36554
-313.119,7.92782
-308.625,3.60787
-316.269,8.67448
-313.404,5.39699
-307.074,5.78102
-303.754,4.69426
-327.423,5.06323
-307.889,5.43587
-321.378,5.26034
-316.921,8.65309
-303.059,3.74842
-335.047,3.29169
-296.408,3.97544
-302.739,3.79265
-333.074,5.87898
-302.799,5.04504
-320.626,3.36468
-306.479,4.05984
-311.06,5.3547
-317.449,3.47699
-315.324,4.20144
-333.706,5.35734
-303.606,4.71427
-297.452,5.99885
-327.082,8.47385
-325.818,5.55463
-294.447,4.9463
-309.255,3.76987
-335.353,3.18961
-296.089,3.94127
-306.054,4.32547
-320.341,3.66734
-338.347,2.85665
-314.276,6.01807
-308.849,5.42252
-333.522,5.36838
-326.962,5.1465
-332.176,3.12716
-317.856,5.66643
-295.056,4.88809
-325.387,3.40822
-338.916,6.15393
-295.478,3.92537
-301.292,8.45854
-326.223,5.52673
-330.045,3.22524
-309.589,6.96484
-298.913,4.40733
-313.622,7.98752
-318.424,3.4288
-319.445,4.1296
-321.117,3.47017
-334.408,2.98199
-321.425,8.85292
-301.499,8.8606
-323.761,5.10624
-332.187,3.04255
-290.627,6.05493
-317.349,3.54761
-298.373,5.54122
-303.831,5.85363
-329.914,4.98004
-296.374,8.29542
-334.731,5.7422
-311.557,5.38025
-326.71,4.25317
-305.131,4.06321
-301.693,4.01505
-298.558,3.63911
-323.463,5.52244
-312.338,4.44478
-336.087,5.29057
-328.311,8.50582
-315.078,8.70759
-326.096,3.95777
-303.013,8.15268
-294.765,3.91197
-300.92,3.74407
-329.428,8.3413
-338.144,3.05649
-313.764,3.68862
-308.549,6.20831
-327.35,5.77403
-299.084,5.95995
-328.584,4.23549
-309.702,5.86649
-332.974,3.96824
-294.933,3.99673
-336.104,5.25767
-318.083,4.83026
-323.89,7.64516
-325.944,4.35278
-318.002,5.58907
-306.577,3.61659
-337.929,5.89214
-304.634,4.70954
-332.387,4.17053
-323.583,4.85361
-318.399,6.00968
-319.93,3.39214
-308.949,4.98935
-315.063,3.46765
-327.901,6.49889
-316.591,5.60433
-303.425,5.80648
-296.733,5.64371
-315.702,5.7275
-335.803,5.12929
-306.48,3.66437
-297.158,4.88908
-329.65,3.54084
-328.951,4.35063
-293.447,4.82518
-324.226,4.33531
-297.227,5.94778
-299.036,3.77626
-306.997,3.73071
-330.152,3.29379
-300.742,4.78664
-318.837,3.42723
-306.969,5.46887
-307.076,3.65026
-304.473,5.97095
-316.163,3.95908
-318.552,3.59219
-328.394,3.17938
-323.812,3.42826
-322.18,5.5672
-293.338,5.72823
-327.675,5.14227
-317.61,5.62534
-334.376,5.40374
-316.748,6.93475
-325.49,3.42511
-337.085,5.93689
-333.61,5.43962
-293.433,5.30134
-319.657,6.59993
-331.306,5.41071
-333.772,7.59019
-325.179,5.51386
-298.103,5.52787
-307.892,3.26144
-308.604,3.60877
-302.741,4.2676
-319.211,4.61906
-326.339,5.11308
-302.004,3.84229
