z,e
-306.601,5.81335
-313.319,4.52753
-311.593,4.65875
-331.845,4.89673
-314.347,3.52636
-317.704,6.2877
-300.638,5.98397
-330.239,5.40455
-301.375,3.87211
-317.338,3.52146
-325.526,7.80328
-309.923,6.3944
-302.162,5.90081
-323.548,8.56968
-317.424,4.52469
-336.611,5.32391
-298.374,3.6944
-290.614,4.53662
-320.565,5.57965
-318.87,3.28777
-320.385,5.21873
-319.736,5.63613
-336.966,3.84811
-301.844,4.69434
-305.459,5.85552
-311.898,5.77541
-318.113,5.64248
-308.392,5.86537
-330.424,6.75584
-331.209,7.69517
-299.127,6.08916
-318.781,3.46185
-333.357,7.58839
-326.592,8.02943
-293.9,7.55761
-329.775,5.47854
-319.956,3.96003
-295.315,6.04118
-323.38,5.57567
-291.538,7.07041
-304.774,3.67126
-335.649,5.26587
-291.31,6.13436
-326.852,4.27594
-293.13,4.40192
-333.216,3.8884
-315.127,5.75027
-308.186,5.80547
-298.796,8.12771
-326.691,5.0405
-310.28,5.76746
-314.158,5.65145
-317.864,5.55109
-316.227,5.63063
-309.646,5.83144
-293.537,7.32652
-310.711,7.3344
-321.744,3.76995
-299.027,5.80726
-322.88,3.47229
-306.364,5.92615
-311.856,4.51349
-300.117,4.98599
-321.47,7.82738
-300.279,5.56984
-294.643,7.39723
-323.962,4.2833
-307.407,8.16345
-305.416,5.88134
-316.268,5.73183
-328.754,5.38126
-337.568,4.23773
-300.355,4.87332
-292.562,6.1712
-309.402,5.76267
-324.483,5.51513
-318.327,3.49561
-296.866,6.01421
-305.866,5.90218
-294.341,5.65544
-325.028,5.55479
-296.32,4.63896
-303.797,3.45147
-304.93,5.85866
-314.086,7.96776
-338.089,5.27242
-320.22,4.86208
-315.626,4.44983
-332.162,8.18881
-309.076,4.13077
-301.056,3.6667
-317.753,4.43089
-327.202,7.75754
-313.458,4.76773
-291.06,7.39885
-305.868,8.20072
-306.021,5.91376
-318.541,6.40895
-317.696,8.00922
-310.479,5.7435
-292.687,4.91937
-325.856,5.4202
-294.101,4.24476
-307.641,6.48904
-300.191,3.36052
-317.139,3.62994
-329.638,5.45184
-301.25,6.52123
-311.343,5.27706
-306.484,5.4984
-299.521,5.89525
-330.597,5.6214
-320.783,3.5617
-309.453,5.38686
-328.82,3.24698
-326.12,5.03518
-323.856,5.56722
-293.353,7.18696
-292.531,6.13083
-297.033,6.11696
-331.826,5.36769
-294.333,5.95653
-293.753,6.0525
-325.839,5.12398
-334.149,4.15481
-305.471,5.89174
-306.51,5.47942
-337.558,5.02623
-337.656,4.96067
-325.428,5.81983
-313.589,5.71881
-301.872,3.40699
-321.757,5.88203
-323.719,4.25365
-291.767,6.12786
-334.336,7.58197
-302.375,8.23362
-292.384,6.08571
-322.425,3.3616
-329.646,3.35375
-292.214,5.53516
-310.07,8.8019
-293.537,4.05409
-302.093,6.37313
-302.187,5.974
-309.307,4.71446
-300.788,4.69811
-292.245,3.98717
-333.645,8.01903
-335.287,7.25984
-332.897,5.3922
-327.118,5.44333
-317.787,3.47282
-321.479,7.87014
-305.272,3.53215
-324.876,5.54528
-317.575,5.61222
-293.702,8.27063
-326.179,5.11689
-329.548,3.2705
-338.528,4.10587
-321.673,5.14478
-292.461,6.14877
-293.196,5.58685
-300.779,8.16806
-309.622,5.83348
-332.898,4.9653
-319.707,6.45336
-336.666,7.39127
-299.355,6.07636
-317.865,3.9477
-320.762,3.38841
-331.359,5.19482
-320.054,3.55598
-329.769,4.29013
-315.449,5.26627
-320.596,5.24347
-316.158,4.07186
-312.566,3.49742
-333.755,7.61115
-330.162,3.87441
-301.432,5.89129
-319.184,5.56735
-325.353,6.69695
-306.212,5.81647
-333.463,5.32778
-332.533,7.35492
-303.334,5.41103
-298.324,4.82826
-303.009,5.50261
-334.606,7.88539
-322.954,8.55417
-325.149,5.58868
-330.252,5.33243
-292.66,6.10328
-301.993,5.81974
-308.905,5.78022
-312.652,6.86497
-306.164,4.75733
-323.388,5.59706
-316.378,5.86425
-296.1,6.02303
-306.645,3.62621
-332.453,5.33609
-303.565,5.46008
-322.97,8.35794
-312.772,7.97404
-335.246,5.32886
-328,5.49018
-315.045,6.48993
-295.934,7.38717
-304.197,5.5317
-338.811,5.24323
-338.356,5.30651
-295.355,6.11758
-316.742,5.65981
-312.336,4.13083
-312.339,5.72617
-332.57,3.14172
-307.507,8.08677
-300.974,3.87312
-335.088,5.08036
-304.898,5.82581
-326.821,4.28085
-317.21,5.48091
-328.094,5.44924
-331.623,7.76217
-306.984,4.09842
-303.639,5.41149
-308.773,5.82735
-336.151,5.51834
-317.001,3.24333
-308.329,8.11205
-318.53,5.71083
-316.764,5.68132
-321.824,5.58646
-295.049,8.86737
-300.167,8.38123
-294.211,6.10067
-320.201,5.24918
-307.435,4.69026
-322.361,3.4025
-336.85,4.68934
-312.549,5.00739
-338.685,3.87673
-307.334,3.62567
-302.851,5.90666
-319.399,4.33682
-327.623,5.46015
-333.43,5.00682
-305.707,5.54989
-329.094,3.26127
-292.408,7.71926
-310.252,5.72558
-296.618,5.94864
-327.463,4.08262
-299.283,5.94261
-318.06,5.70013
-325.771,5.49967
-308.273,3.81382
-330.402,8.42721
-325.944,4.96577
-317.902,3.6255
-325.059,3.05364
-297.092,5.76771
-327.084,3.2106
-298.173,6.05641
-324.776,5.53512
-334.382,5.00116
-292.024,6.06376
-303.991,3.31453
-302.879,5.25867
-297.168,7.03038
-332.572,5.42719
-332.718,5.39968
-335.484,7.9765
-315.824,3.43529
-336.899,5.48793
-297.711,5.92929
-331.008,7.66165
-293.541,6.04829
-330.832,5.71932
-308.509,8.32719
-294.319,7.44731
-336.822,4.8946
-308.59,5.87882
-328.46,3.42165
-312.234,4.53711
-312.194,5.71894
-315.025,3.60074
-335.551,4.90538
-316.874,5.59097
-318.533,5.59854
-325.961,5.48989
-301.534,5.92495
-331.807,5.46715
-309.171,3.97069
-329.546,6.47834
-337.635,7.9452
-297.033,6.0107
-299.242,6.0159
-302.975,6.06456
-323.128,5.82856
-338.053,3.00775
-293.314,6.06199
-291.863,7.66358
-292.33,4.0996
-302.206,5.78537
-305.824,5.42717
-327.579,5.49931
-339.412,2.82718
-301.285,6.18413
-319.616,5.57839
-293.546,3.90314
-321.467,6.24152
-304.223,5.9752
-329.836,8.3389
-330.037,7.66906
-322.364,5.43694
-301.121,3.83787
-319.753,4.19019
-320.994,5.54999
-328.741,5.04576
-329.271,8.31169
-310.767,8.65557
-304.227,4.68087
-312.708,5.78185
-303.995,3.69235
-324.683,3.16007
-321.572,3.49427
-306.202,6.96762
-333.829,5.30148
-291.578,5.08715
-331.414,5.37856
-293.568,4.81235
-300.453,6.64902
-331.663,5.45106
