detID,e,z,Ex,rdtID,de,e,rdte,tde,te,trdte,coinTime,thetaCM,target
11,2.82532,-355.565,7.43952,3,852.828,3365.49,3871.84,528.656,3322.36,3827.11,-3.11147,18.7866,0
11,4.3117,-393.162,5.28327,5,2612.1,nan,nan,2957.76,nan,nan,14.7992,23.383,0
13,5.83309,-232.786,6.45458,3,932.46,3263.16,3854.48,583.884,3286.8,3846.34,-9.0232,32.7375,2
14,3.02827,-182.644,10.2112,3,2111.34,nan,nan,1313.9,nan,nan,-4.32655,25.5808,0
21,5.70127,-376.991,4.13288,7,2219.72,1221.21,3003.35,2219.28,1218.13,3000.4,5.87895,28.0363,0
20,3.19753,-437.244,5.6417,7,3265.26,nan,nan,3267.26,nan,nan,4.62913,17.1285,0
20,2.58715,-455.195,5.89803,5,2234.4,1035.4,3110.77,2528.97,1027.17,3113.55,-8.17195,12.6025,0
24,7.06633,-198.289,5.76126,7,1729.18,2801.36,3916.55,1729.73,2797.78,3914,39.4397,36.4285,0
9,4.87293,-215.192,7.74899,3,1178.16,1901.69,3000.67,736.641,1921.41,2660.66,-14.0876,30.7688,3
23,6.78695,-236.628,5.39992,7,1773.8,2698.06,3867.37,1774.92,2694.18,3865.05,12.76,34.7695,0
21,3.83846,-398.816,5.66787,7,2800.95,nan,nan,2795.03,nan,nan,26.3519,21.4718,0
9,5.06327,-218.738,7.49145,3,1796.8,nan,nan,1126.07,nan,nan,-31.3728,31.1872,0
7,2.04187,-296.014,9.25771,3,904.656,3231.93,3809.3,564.197,3239.01,3780.36,2.59492,16.944,2
6,4.38074,-352.183,5.91622,1,1694.25,1856.46,3121.85,1695.62,1846.97,3124.34,23.9638,25.027,0
24,0.679461,-181.512,12.5761,1,2412.04,475.96,2614.74,2413.29,475.73,2624.22,9.99874,10.3291,0
12,3.46041,-296.752,7.81081,7,2173.72,nan,nan,2165.26,nan,nan,24.0747,23.6553,0
12,4.50668,-326.075,6.23402,3,1000.79,3206.27,3863.23,630.319,3233.52,3839.65,-14.8998,26.2887,2
23,2.08888,-261.614,9.81031,5,2148.46,690.16,2794.57,2432.56,688.085,2765.15,-5.87389,18.5559,0
7,5.14299,-336.17,5.40593,3,949.464,3248.2,3856.04,594.441,3277.44,3847.5,-13.844,27.8356,2
21,4.35664,-362.428,5.76521,7,2464.58,541.49,2638.89,2469.15,542.175,2643.3,31.9614,24.6017,0
7,2.36384,-293.644,8.97825,5,2165.06,572.45,2720.42,2444.78,565.357,2676.75,-12.4202,18.8615,0
11,2.49396,-380.94,7.32226,3,1037.08,nan,nan,640.931,nan,nan,-12.2157,15.9314,0
7,8.15629,-293.144,3.01864,3,979.596,3192.02,3836.11,618.169,3203.27,3798.19,19.3892,35.8263,0
7,5.83184,-339.487,4.63822,3,927.984,3410.27,3963.62,582.45,3401.75,3957.33,-11.6088,29.5458,1
11,4.35624,-391.795,5.26126,3,852.816,3463.75,3947.03,532.453,3436.68,3942.59,-4.28079,23.582,1
21,8.92449,-368.657,0.938915,5,2820.86,nan,nan,3181.7,nan,nan,-3.23442,35.021,0
6,5.29232,-398.017,4.19447,3,966.084,3269.74,3885.24,603.197,3291.58,3869.89,-2.39648,26.246,2
14,7.08634,-214.759,5.46074,3,914.376,3415.59,3957.28,565.519,3420.89,3959.49,-9.82229,36.0057,1
13,3.44127,-232.161,8.93801,5,2881.21,nan,nan,3257.21,nan,nan,32.0285,25.6698,0
24,4.40205,-205.485,8.40189,3,1605.58,nan,nan,1001.94,nan,nan,-18.342,29.6871,0
12,4.98768,-316.445,5.90307,5,1504.2,2925.54,3961.39,1702.69,2913.89,3961.9,12.365,28.0222,0
7,2.57414,-322.764,8.26148,1,1480.07,1211.2,2464.2,1479.09,1205.87,2468.07,16.7515,18.8327,0
7,3.17538,-333.757,7.46434,3,910.02,3378.11,3925.27,562.697,3360.56,3897.74,-12.9453,21.2122,1
13,3.76285,-252.625,8.25663,5,2537.75,nan,nan,2865.05,nan,nan,-29.7926,26.1882,0
14,1.10903,-194.894,11.9442,5,1593.82,2508.24,3721.09,1806.56,2492.17,3707.62,26.1705,14.278,0
7,2.85993,-298.409,8.39476,3,874.596,2286.56,3062.89,545.738,2292.65,2836.98,18.8461,21.1072,0
14,1.37183,-205.637,11.4994,3,905.52,3080.64,3694.19,562.631,3104.88,3647.67,21.1894,15.9884,0
6,5.87048,-376.043,3.97452,1,1775.07,nan,nan,1771.26,nan,nan,-34.0734,28.4997,0
13,8.01759,-278.717,3.40764,7,1722.9,nan,nan,1723.64,nan,nan,32.9744,35.9832,0
13,1.19361,-258.896,10.7246,3,877.356,3163.71,3736.21,552.825,3184.18,3715.62,-36.7502,12.2241,0
7,7.82206,-317.553,2.95074,1,1671.02,2082.36,3276.94,1669.24,2072.88,3277.01,27.8875,34.5105,0
23,4.03703,-250.862,8.00424,7,3289.53,nan,nan,3288.01,nan,nan,29.793,27.1714,0
11,2.58302,-398.699,6.92168,3,891.18,3161.26,3744.91,557.634,3165.85,3702.41,-9.40343,15.6162,0
13,1.27073,-255.345,10.7185,3,896.184,nan,nan,556.05,nan,nan,-31.9453,13.1088,0
14,3.37891,-179.825,9.89772,5,1556.04,2506.98,3692.46,1752.46,2497.66,3668.73,-9.71828,27.0214,0
12,3.79167,-335.042,6.81403,5,2708.54,nan,nan,3066.03,nan,nan,-7.80945,23.5884,0
9,2.37256,-205.532,10.4917,3,883.44,2988.16,3606.53,550.969,3003.51,3537.16,17.3464,21.9666,0
6,2.69616,-356.747,7.54785,3,998.22,2945,3661.34,624.103,2958.73,3564.88,-23.688,18.0925,0
7,6.09285,-296.69,5.09762,3,1026.64,2757.35,3539.49,638.728,2776.66,3401.16,-10.6311,31.476,0
14,2.43154,-187.098,10.7483,3,841.38,2463.8,3173.1,523.378,2462.6,2981.29,24.1796,22.8302,0
9,5.25176,-219.918,7.2761,3,1192.62,1932.11,3035.02,741.178,1962.43,2705.19,-21.0775,31.654,0
28,2.42817,-274.973,9.23712,1,1094.82,3472.32,3899.64,1080.94,3457.06,3886.03,31.1534,19.8858,0
3,6.57225,-243.815,5.5005,1,1178.08,3325.96,3851.36,1181.06,3311.71,3851.43,-14.9073,34.1051,2
9,1.74947,-208.665,11.0701,3,954.024,3201.26,3823.61,593.297,3228.08,3798.12,15.1508,18.4428,2
24,3.29443,-212.008,9.43426,3,1029.37,1279.47,2410.69,641.25,1292.46,1952.41,14.9779,25.7384,0
19,2.13456,-175.782,11.247,3,1705.49,nan,nan,1061.4,nan,nan,34.5472,21.6963,0
17,1.91141,-295.673,9.39189,5,1997.41,1006.92,2916.09,2263.58,1002.04,2881.13,-2.35994,16.1402,3
9,8.06174,-184.988,4.9528,3,1392.28,817.3,2334.73,871.509,832.712,1728.02,15.4616,38.6812,0
13,2.86511,-240.145,9.39269,3,1881.89,nan,nan,1178.2,nan,nan,11.7387,23.1127,0
19,4.06213,-206.578,8.73481,5,1608.88,2688.41,3864.27,1814.39,2679.48,3863.73,-1.19832,28.593,1
7,3.86876,-320.75,6.9805,3,821.76,2348.26,3069.67,515.887,2371.66,2885.05,-9.72975,24.3509,0
14,2.19775,-175.757,11.1828,3,891.432,3060.68,3668.14,558.628,3086.99,3626.27,-24.3943,22.024,0
13,6.18238,-266.536,5.51823,3,925.008,3280.32,3861.9,581.241,3303.12,3859.71,-7.45115,32.5752,2
23,7.5503,-236.352,4.61225,7,1686.18,2697.31,3793.3,1689.4,2695.84,3794.77,35.2788,36.307,0
28,8.04275,-271.771,3.49946,7,1866.9,2551.28,3822.38,1864.17,2549.94,3818.96,34.118,36.2254,0
19,1.42188,-211.567,11.3463,5,2017.8,1031.35,2948.96,2279.45,1024.58,2911.86,-9.29832,16.1379,3
9,8.24835,-206.733,4.38988,1,1874.05,865.6,2501.22,1868.04,861.472,2502.16,35.0471,38.4092,0
24,2.04568,-202.958,10.8692,1,1660.48,nan,nan,1655.77,nan,nan,11.9667,20.3577,0
14,1.81021,-206.388,11.0484,3,1111.69,1823.13,2889.7,691.603,1837.91,2534.97,13.8657,18.8918,3
9,1.9742,-184.125,11.2669,7,1841.1,nan,nan,1841.35,nan,nan,13.9868,20.5709,0
16,5.01334,-361.569,5.10526,5,2594,nan,nan,2929.88,nan,nan,-2.6346,26.651,0
29,1.89606,-213.267,10.8426,1,1113.29,2411.4,3101.94,1103.46,2429.59,3117.04,20.7305,19.1669,0
3,2.81171,-266.679,8.99084,1,1115.43,3330.29,3806.73,1113.26,3317.09,3803.66,19.2196,21.9966,0
29,7.4925,-203.126,5.23645,7,1794.44,2787.61,3959.72,1791.48,2784.94,3955,9.36168,37.1285,1
7,5.30443,-298.208,5.8873,3,1470.73,1439.43,2870.83,918.169,1469.04,2395.83,12.0757,29.4568,3
29,7.02347,-173.79,6.22186,7,1644.62,2869.22,3902.55,1648.87,2867.04,3904.29,37.3198,37.027,0
4,1.94767,-179.402,11.3754,7,3539.08,nan,nan,3538.16,nan,nan,-28.5904,20.5722,0
14,2.29639,-187.647,10.8773,3,1677.34,1150.73,2808.01,1044.85,1168.97,2226.3,17.45,22.1545,0
6,3.71721,-379.768,6.11986,3,913.176,3365.73,3918.21,573.478,3358.27,3906.05,-9.61626,21.7158,1
13,3.72016,-268.22,8.03358,5,2079.29,nan,nan,2354.64,nan,nan,-29.4708,25.5452,0
19,7.21356,-182.904,5.86959,5,1527.9,2875.41,3942.01,1732.02,2861.82,3943.71,4.61571,37.1517,1
12,3.81599,-309.116,7.23422,5,2310.2,nan,nan,2607.36,nan,nan,3.4627,24.5527,0
29,6.90339,-203.174,5.8475,7,1737.92,2815.47,3935.7,1735.61,2812.86,3931.58,11.7242,35.9597,1
12,7.32438,-318.292,3.45421,5,1534.94,2897.78,3963.58,1737.3,2889.05,3969.72,6.9289,33.5179,1
13,2.18337,-261.267,9.7214,3,709.188,nan,nan,438.338,nan,nan,-2.60912,19.0948,0
26,7.10117,-355.603,3.05066,7,1750.11,2829.5,3957.67,1752.35,2826.29,3956.86,9.30364,31.958,1
14,3.16229,-214.681,9.5245,5,2195.55,nan,nan,2478.51,nan,nan,36.8968,25.1434,0
9,0.969234,-182.398,12.2987,3,919.5,3304.85,3876.46,572.681,3328.89,3876.53,2.41956,13.4927,0
16,3.45714,-370.013,6.55228,5,1520.02,2666.02,3782.68,1713.68,2654.73,3763.36,0.679238,21.0454,2
4,7.67521,-199.885,5.10166,1,1105.16,3386.66,3842,1108.99,3367.63,3839.07,29.6534,37.5639,0
12,5.8755,-301.801,5.23552,3,892.728,3456.76,3972.22,562.35,3446.47,3981.41,0.940547,30.8021,1
16,4.15204,-394.16,5.42908,5,1591.81,2713.39,3870.06,1803.28,2698.41,3869.98,2.57708,22.7944,1
23,1.37123,-260.044,10.541,1,1339.64,nan,nan,1334.4,nan,nan,-23.911,13.7548,0
4,6.73419,-177.991,6.45103,1,937.575,3680.03,3938.25,941.044,3665.21,3938.26,14.6351,36.3154,1
4,3.2854,-178.187,10.0223,1,1112.95,3219.25,3719.86,1108.46,3206.26,3715.18,5.3654,26.7188,0
13,4.04534,-264.374,7.76464,3,1064.29,2085.58,3054.26,665.306,2109.15,2774.47,-4.74024,26.7788,3
19,6.58627,-205.03,6.14522,5,2038.59,nan,nan,2309.92,nan,nan,16.3552,35.2411,0
16,4.48614,-366.041,5.57043,5,1536.96,2876.31,3949.32,1739.35,2862.55,3950.16,7.99218,24.8989,1
13,6.59148,-240.28,5.54065,3,909.084,3425.34,3960.69,568.481,3415.86,3957.47,-15.8453,34.2482,1
23,1.89408,-239.817,10.3842,7,1951.39,nan,nan,1949.89,nan,nan,3.40258,18.2194,0
29,2.48206,-201.689,10.4458,7,1349.52,2875.01,3660.08,1348.8,2871.64,3656.65,30.6637,22.6155,0
3,8.0154,-272.465,3.51608,1,1850.67,nan,nan,1859.76,nan,nan,9.09107,36.156,0
24,2.74824,-181.181,10.5246,7,2759.82,nan,nan,2764.32,nan,nan,23.6933,24.4518,0
19,3.59212,-202.658,9.28727,3,1409.88,982.14,2474.34,881.344,1000.65,1901.84,-4.94939,27.1179,0
14,6.86426,-210.312,5.76686,7,1769.14,2711.69,3874.89,1771.46,2712.9,3877.84,-7.955,35.6777,0
9,1.47002,-185.381,11.7549,3,1149.08,1855.77,2943.29,716.512,1874.18,2594.79,-39.2831,17.4134,0
7,1.7512,-295.942,9.54258,1,1109.19,3186.04,3691.57,1112.48,3172.07,3692.09,6.85805,15.0455,0
17,1.63699,-317.281,9.2694,7,2975.23,nan,nan,2973.36,nan,nan,-1.68103,13.1638,0
14,5.64987,-211.285,7.01042,5,1708.74,1912.84,3368.74,1938.54,1907.09,3345.14,26.2825,32.9137,0
19,2.87013,-214.307,9.83118,5,1513.48,2684.21,3791.22,1708.09,2670.9,3771.82,-4.39213,23.9585,2
3,4.59593,-264.21,7.19941,1,1344.24,2099.92,3040.32,1349.29,2091.88,3046.73,-0.385864,28.5069,3
6,5.89406,-359.658,4.22984,3,997.452,3207.58,3861.68,625.041,3234.51,3835.45,-12.0858,29.0743,2
19,1.6991,-207.606,11.1391,7,2379.39,825.17,2805.24,2379.93,825.75,2806.18,22.8948,18.1639,0
13,4.28969,-260.3,7.58231,3,906.684,3417.93,3953.18,565.434,3425.35,3963.77,-12.4993,27.692,1
26,2.72735,-357.511,7.50346,3,2461.9,nan,nan,1538.14,nan,nan,-23.1497,18.2201,0
7,1.75342,-302.586,9.42281,3,1068.35,nan,nan,667.537,nan,nan,-18.5942,14.7613,0
19,3.38802,-187.253,9.76131,7,3091.95,nan,nan,3084.61,nan,nan,1.26139,26.8357,0
27,5.2983,-325.694,5.4246,7,1021.57,2601.61,3156.09,1015.8,2598.66,3148.79,-24.2603,28.5908,0
19,4.97215,-219.149,7.57882,3,1017.53,2658.55,3456.92,636.469,2693.96,3318.09,19.2142,30.9271,0
16,4.00693,-383.738,5.75652,5,1517.84,2898.16,3951.32,1714.86,2885.96,3949.29,-3.60589,22.6525,1
14,6.57659,-213.549,6.01049,1,1955.67,1175.12,2800.53,1957.76,1165.83,2803.71,18.7474,34.9788,0
4,2.89268,-211.865,9.84994,1,1935.31,709.66,2428.77,1933.05,708.583,2434.91,-2.11867,24.1304,0
9,3.30209,-178.673,9.99674,5,1562.85,nan,nan,1768.18,nan,nan,8.8659,26.7677,0
20,2.67614,-419.11,6.46933,7,2201.82,nan,nan,2204.3,nan,nan,-1.16361,15.1686,0
17,6.11554,-292.358,5.14791,5,1646.83,2287.2,3597.87,1865.27,2277.31,3582.7,7.01907,31.6583,2
0,3.52795,-438.103,5.29897,5,1587.18,nan,nan,1787.68,nan,nan,-16.2721,18.6351,0
13,1.99907,-255.384,10.0086,3,613.836,2622.82,3120.66,386.4,2624.46,3005.62,-22.8019,18.2695,0
29,3.87815,-191.308,9.18571,7,2557.07,nan,nan,2558.5,nan,nan,36.38,28.44,0
6,2.60865,-375.361,7.30857,3,1116.26,nan,nan,697.312,nan,nan,-18.1032,16.8344,0
29,3.4758,-189.511,9.63208,7,1878.82,2436.52,3736.19,1878.81,2436.63,3736.27,1.00193,27.0912,0
14,4.39247,-215.768,8.23639,3,1062.77,3093.54,3824.39,667.762,3123.71,3768.89,-6.98757,29.3547,2
29,2.41767,-189.744,10.7171,7,1799.23,2521.01,3740.29,1803.72,2519.66,3742.92,1.90132,22.6821,0
29,4.08728,-204.861,8.73812,7,1845.52,2502.31,3763.42,1849.87,2500.3,3765.38,30.2241,28.7248,0
7,4.01099,-326.217,6.74086,1,1111.62,3392.19,3851.18,1124.48,3374.22,3855.96,-3.62898,24.6637,2
13,4.52597,-246.418,7.57539,3,875.724,3250.22,3801.16,547.406,3265.15,3789.5,-5.45596,28.8395,2
29,1.53346,-178.511,11.8105,7,1936.95,1287.4,2821.83,1942.13,1285.85,2824.88,11.7738,18.0749,0
17,2.91238,-306.12,8.2084,1,2347.38,513.09,2593.67,2348.68,509.595,2600.69,-12.2281,21.0665,0
15,5.76541,-426.47,3.22084,5,1529.29,2931.72,3984.33,1727.83,2915.03,3982.92,20.1784,26.5937,0
27,1.71963,-298.288,9.5313,7,1730.59,nan,nan,1731.88,nan,nan,19.4805,14.7137,0
17,4.32092,-295.841,6.94254,5,1572.97,2713.26,3856.15,1776.25,2701.23,3850.63,-3.30903,26.6773,1
7,3.31156,-336.5,7.27866,3,922.8,3416.77,3964.63,574.884,3418.91,3966.71,-2.9001,21.6822,1
4,6.7344,-206.707,5.96294,1,1162.86,3349.27,3857.54,1167.26,3335.41,3859,-9.79396,35.5085,2
3,6.4979,-250.371,5.46613,1,1089.27,3566.72,3967.63,1089.07,3549.78,3963.21,-1.60317,33.7542,1
29,2.71855,-174.943,10.6621,3,1370.46,616.97,2164.74,856.031,625.837,1510.61,-19.8041,24.5092,0
4,4.08574,-200.728,8.81025,1,1974.1,1330.43,2933.48,1968.66,1326.78,2935.21,27.7083,28.842,0
26,3.40268,-363.378,6.72214,7,2960.97,nan,nan,2962.16,nan,nan,-8.95605,21.0701,0
21,3.09276,-353.369,7.2088,7,2312.22,1041.78,2930.49,2306.92,1039.97,2924.53,4.82498,20.1197,3
14,8.22518,-185.332,4.77708,3,952.824,3339.61,3928.56,598.903,3349.93,3922.74,-7.84715,38.9598,1
3,1.7177,-238.636,10.5808,1,1087.08,3389.39,3830.26,1084.54,3378.13,3828.39,39.0463,17.1617,0
7,1.53564,-296.424,9.73766,3,944.376,2748.61,3469.85,593.156,2758.54,3338.88,7.04471,13.3873,0
7,1.67683,-300.304,9.53619,3,1683.54,536.15,2342.47,1051.43,541.412,1619.12,-23.6058,14.3054,0
14,3.93884,-196.762,9.02983,3,962.232,3200.08,3828.99,601.688,3215.46,3793.99,26.3325,28.4809,0
13,6.00763,-233.412,6.26297,1,1962.54,811.88,2527.83,1955.98,803.525,2525.11,24.9949,33.1331,0
9,6.80353,-174.719,6.43458,1,1117.05,3523.04,3955.46,1110.64,3507.5,3947.36,-0.716336,36.5514,1
3,3.43889,-244.742,8.725,1,1057.44,3467.98,3867.71,1060.63,3455.95,3869.64,2.18367,25.2669,2
3,5.98215,-268.211,5.69717,1,1164.73,3466.43,3948.63,1158.92,3451.31,3941.31,-8.73341,32.0581,1
16,2.39511,-386.462,7.31956,5,1953.07,1173.38,3005.64,2207.07,1169.2,2969.66,-2.16726,15.0705,3
0,5.68348,-426.274,3.30847,5,2471.49,611.71,2973.92,2790.63,607.862,2987.43,7.38979,26.3813,0
23,1.54472,-257.571,10.419,1,1899.9,nan,nan,1904.85,nan,nan,14.4351,15.2176,0
6,5.28151,-368.22,4.7154,3,1133.81,2002.73,3044.05,706.322,2029.33,2736.52,-5.09407,27.1933,3
22,1.27742,-290.554,10.0739,7,1788.79,2465.81,3685.28,1779.36,2462.15,3674.31,34.6945,11.3575,0
4,7.92185,-213.506,4.6142,7,2116.05,nan,nan,2118.38,nan,nan,-5.63162,37.639,0
14,2.63645,-181.888,10.6274,3,934.092,3088.09,3721.76,582.366,3120.17,3681.93,-26.5475,23.937,0
19,1.34186,-214.344,11.3762,5,1595.97,2355.35,3610.55,1807.54,2349.6,3594.35,4.97204,15.4317,0
6,4.30047,-365.622,5.76795,3,917.808,3430.87,3971.6,574.641,3423.99,3971.44,1.83679,24.3068,1
28,1.72187,-274.155,9.95506,1,1059.95,nan,nan,1065.43,nan,nan,3.24545,15.782,0
21,2.20568,-366.005,7.86453,7,1974.7,1964.43,3420.89,1967.58,1963.71,3414.32,11.8415,14.8587,0
7,5.80683,-298.604,5.36104,3,893.52,3441.85,3961.41,564.713,3441.3,3978.66,-11.223,30.7301,1
19,1.04604,-216.22,11.6255,7,1791.8,2492.05,3709.8,1787.14,2490.08,3704.25,-4.8777,12.8177,0
17,8.51814,-336.205,1.91176,5,3052.94,nan,nan,3451.01,nan,nan,13.5676,35.2455,0
9,4.85151,-207.068,7.9096,3,1219.07,1828.6,2976.05,762.234,1840.39,2606.46,6.73214,30.9464,3
12,3.58032,-298.74,7.65386,1,945.78,2293.7,2883.7,946.181,2287.56,2888,8.029,24.0415,0
4,3.77967,-193.288,9.25368,3,2191.31,nan,nan,1370.25,nan,nan,1.47526,28.0494,0
23,5.47179,-235.098,6.78963,7,1893.31,2550.67,3844,1887.15,2547.72,3836.36,33.9816,31.7781,0
17,4.62147,-300.955,6.54541,5,2316.11,nan,nan,2621.11,nan,nan,-4.80882,27.4424,0
12,4.26034,-312.213,6.72472,3,891.732,3277.58,3834.34,558.431,3294.44,3828.92,0.558753,25.9572,2
0,3.06123,-443.894,5.65767,5,2282.52,nan,nan,2581.3,nan,nan,-6.49099,16.1191,0
9,4.76602,-172.477,8.5875,3,967.152,2137.55,3019.69,603.891,2164.51,2768.55,-20.4931,31.7045,0
11,2.14541,-393.503,7.42568,3,871.524,2710.31,3384.8,548.569,2721.7,3259.26,5.19503,13,0
22,2.91937,-291.101,8.46039,7,2312.84,1081.25,2964.09,2312.52,1078.23,2961.29,-10.6314,21.6303,3
6,2.66384,-371.471,7.32244,3,1093.06,2025.45,3030.25,683.625,2052.54,2737.03,-6.00608,17.3028,3
20,2.62662,-454.076,5.88358,5,2721.72,626.95,3168.6,3078.5,623.402,3230.16,-12.2709,12.9513,0
14,1.95048,-201.505,10.991,1,2333.42,nan,nan,2339.31,nan,nan,0.710392,19.8751,0
22,5.10765,-329.606,5.55451,3,1472.96,nan,nan,925.172,nan,nan,-21.9748,27.9448,0
22,5.05222,-295.542,6.19334,5,2771.71,nan,nan,3134.93,nan,nan,-13.5037,28.8534,0
9,3.65709,-183.105,9.5543,3,883.452,3215.51,3780.51,550.903,3245.36,3773.57,10.5109,27.9262,2
24,1.96032,-171.965,11.4907,7,2257.81,1024.6,2870.49,2260.55,1023.64,2871.99,33.3549,20.8752,0
12,5.43008,-307.31,5.6022,3,1377.01,2520.29,3626.2,860.7,2544.52,3391.22,19.9426,29.5097,0
21,4.44938,-361.68,5.68294,5,1592.2,2747.63,3895.46,1797.56,2736,3895.49,2.15673,24.9285,1
14,1.14534,-181.119,12.1511,3,700.812,3317.86,3719.07,438.262,3381.19,3796.24,-28.1465,15.106,0
24,2.02755,-201.072,10.9202,3,1505.04,654.93,2296.77,939.206,668.425,1633.58,21.179,20.3199,0
13,1.85758,-266.023,9.96413,5,2569.16,835.79,3209.87,2905.42,836.61,3262.26,31.605,17.0044,0
24,1.17144,-209.948,11.6186,3,945.72,1245.61,2320.77,591.084,1266.25,1877.73,22.6439,14.2208,0
4,5.59938,-204.474,7.17868,1,1135.43,3358.01,3843.24,1135.48,3342.24,3839.91,15.4195,32.9851,2
14,3.05174,-182.42,10.1909,3,855.264,2526.35,3231.59,532.641,2533.65,3059.82,-33.0776,25.682,0
11,7.25863,-361.776,2.78254,5,2748.2,500.29,3095.14,3111.89,494.943,3154.1,-12.6284,32.1016,0
12,2.60337,-314.556,8.37467,5,1864.24,1178.28,2944.09,2109.92,1173.39,2895.28,-27.2623,19.2966,0
29,2.22839,-214.715,10.4805,7,2258.91,490.05,2423.4,2256.93,488.66,2420.58,19.7282,20.9435,0
0,6.82254,-420.328,2.23589,1,931.29,3759.98,3994.62,931.256,3747.65,3993.86,4.06126,29.3729,0
9,7.52791,-205.567,5.15823,3,937.8,3378.22,3946.61,586.369,3368.25,3928.41,-10.9032,37.1278,1
23,1.28477,-262.661,10.5744,5,1523.18,2741.67,3840.47,1726.66,2728.48,3832.75,31.9521,12.8859,0
19,1.02876,-199.784,11.9342,3,1130.99,1378.67,2564.36,708.459,1402.54,2125.76,-12.9867,13.3555,0
28,3.67575,-232.706,8.68716,1,1169.66,2965.32,3568.94,1160.7,2954.48,3562.49,2.61559,26.5014,0
11,2.85719,-369.433,7.16613,3,859.644,3215.16,3762.03,536.391,3225.45,3739.91,-14.9013,18.3794,0
14,1.39614,-210.032,11.3985,3,951.852,3176.77,3803.21,596.241,3213,3786.26,-12.7942,16.0056,2
15,3.47991,-437.701,5.3539,5,1494.22,2911.67,3943.9,1685.82,2895.34,3933.57,12.1348,18.4383,0
14,4.55421,-176.892,8.73181,5,1624.51,2629.73,3832.69,1835.06,2614.33,3828.15,-6.1007,30.97,1
9,2.37106,-179.559,10.9399,3,2132.05,nan,nan,1333.73,nan,nan,0.389141,22.7708,0
22,2.88061,-317.238,8.04851,7,1969.63,nan,nan,1970.04,nan,nan,-0.789832,20.5186,0
6,5.65444,-380.481,4.12152,1,1133.97,3547.66,3987.25,1129.76,3529.83,3979.08,7.48013,27.8024,1
16,4.75439,-352.67,5.524,5,1595.1,2734.11,3887.67,1798.31,2721.67,3884.62,0.180219,26.1783,1
27,6.2183,-319.417,4.5807,1,2544.12,nan,nan,2541.73,nan,nan,-7.77279,31.0895,0
4,2.86514,-217.444,9.78248,1,1370.23,2034.67,3010.28,1369.03,2026,3011.42,12.8952,23.8388,3
12,7.19214,-294.597,3.9942,3,663.36,3505.04,3833.65,416.466,3459.24,3851.24,28.1887,33.9394,0
28,8.78436,-256.259,2.9926,1,2781.95,nan,nan,2784.15,nan,nan,-5.32013,37.9509,0
19,5.47282,-192.898,7.50692,5,2013.8,1142.46,3027.5,2280.38,1139.27,3004.36,-1.23693,33.0013,3
1,8.46262,-370.749,1.38237,1,2549.83,nan,nan,2549.74,nan,nan,-28.3289,34.1532,0
14,2.90525,-198.519,10.0659,3,957.756,3036.64,3700.5,603.778,3056.31,3640.42,24.9886,24.5954,0
26,5.90129,-368.802,4.06633,7,2364.35,1061.19,2990.45,2352.77,1056.73,2977,11.255,28.8057,3
17,5.39631,-319.508,5.42898,5,1528.67,2927.39,3980.7,1719.64,2908.38,3971.05,-0.638869,29.045,1
13,2.23562,-235.376,10.1166,5,2975.71,nan,nan,3366.24,nan,nan,-0.928535,20.2877,0
26,2.83266,-389.431,6.84094,1,2345.23,810.59,2819.68,2346.96,805.777,2826.01,22.5759,17.4101,0
29,0.82585,-182.749,12.426,1,1660.77,906.13,2369.03,1660.03,903.885,2375.44,-8.32751,12.0187,0
3,2.15946,-258.089,9.80056,1,1332.8,1858.83,2847.08,1331.12,1844.51,2843.53,-1.94675,19.0792,3
7,2.35034,-329.737,8.36293,3,1077.76,nan,nan,673.772,nan,nan,-0.284621,17.3559,0
7,3.13336,-300.533,8.07995,5,2718.93,nan,nan,3068.84,nan,nan,-10.8418,22.2188,0
16,2.56342,-364.63,7.54143,5,1509.63,2178.55,3417.58,1699.8,2170.88,3365.18,2.37237,17.056,0
27,4.26243,-302.236,6.89334,7,1810.51,2629.5,3840.67,1812.98,2628.36,3841.79,1.84765,26.286,2
29,2.43786,-215.36,10.2558,7,1022.65,1371.06,2125.67,1020.86,1371.17,2124.26,-3.30019,21.9684,0
14,1.79964,-189.772,11.3467,5,2532.48,nan,nan,2865.05,nan,nan,-17.2136,19.3832,0
29,3.95846,-184.275,9.2227,7,1822.2,2561.74,3793.68,1820.88,2557.86,3789.32,5.8731,28.9117,2
19,5.23927,-210.627,7.44725,5,2034.82,1124.51,3029.75,2303.31,1117.56,3005.33,-6.21762,31.8913,3
24,4.56723,-170.159,8.83305,7,1826.46,2484.93,3732.88,1829.57,2480.43,3731.71,32.9967,31.2009,0
19,7.34148,-188.008,5.65003,1,2289.04,nan,nan,2288.02,nan,nan,36.5969,37.2596,0
14,2.89037,-177.979,10.4332,3,870.048,2506.66,3227.83,541.481,2486.47,3022.34,1.43947,25.1533,0
9,1.93844,-203.369,10.971,3,922.764,3317.63,3888.74,576.834,3312.38,3864.45,-14.8615,19.7449,0
1,7.24388,-389.522,2.3254,1,1127.07,3555.35,3987.85,1128.69,3541.34,3987.07,5.42504,31.237,1
13,4.92734,-246.115,7.16557,5,1585.1,2650.51,3819.03,1787.5,2637.75,3808.83,24.5857,30.0059,0
19,1.20937,-209.475,11.5905,3,1634.96,975.61,2641.58,1022.32,992.412,2031.64,6.0765,14.5604,0
