detID,e,z,Ex,rdtID,de,e,rdte,tde,te,trdte,coinTime,thetaCM,target
7,3.72299,-300.762,7.47291,3,897.36,3417.47,3948.37,561.609,3418.39,3944.58,-5.12554,24.4972,1
22,4.71556,-302.185,6.42737,7,1876.59,2538.21,3800.2,1879.25,2534.45,3799.19,31.8893,27.6837,0
9,1.59709,-174.974,11.8077,1,2179.12,nan,nan,2179.8,nan,nan,36.9434,18.6082,0
3,5.99449,-275.048,5.56798,1,1058.31,3541.56,3923.96,1053.06,3530.29,3924.09,-0.0673542,31.8857,1
9,3.69296,-182.608,9.52572,3,935.76,3305.87,3883.3,585.872,3322.96,3873.42,28.0115,28.0656,0
21,4.62361,-366.077,5.42873,7,1841.79,2628.02,3850.98,1843.04,2624.26,3848.66,9.47499,25.3322,2
9,1.61924,-177.012,11.75,3,930.42,3081.08,3678.74,578.991,3105.04,3648.61,38.911,18.6844,0
13,1.14937,-233.745,11.2169,3,934.68,3103.12,3702.12,586.622,3141.9,3693.1,17.7983,13.0073,0
29,2.71402,-174.858,10.6682,1,1146.69,3190.98,3690.89,1143.82,3176.04,3689.88,-1.79877,24.492,0
14,3.93399,-182.573,9.27707,3,865.62,3293,3809.51,541.341,3311.19,3817.11,-10.2517,28.8809,2
23,3.90411,-268.282,7.84324,7,2328.92,1027.9,2823.61,2328.35,1025.91,2821.24,26.3089,26.1823,0
14,2.94591,-215.66,9.73016,3,871.032,3199.79,3731.47,540.806,3222.9,3728.29,-5.86599,24.2354,0
3,4.06585,-277.668,7.5161,1,1071.69,3554.15,3947.04,1064.16,3538.47,3941.22,-9.45535,26.4282,1
14,1.173,-206.766,11.6733,5,2198.56,nan,nan,2485.86,nan,nan,0.352025,14.3617,0
23,1.42815,-240.841,10.8266,5,1535.04,2679.87,3786.48,1738.9,2670.75,3776.21,-4.13654,15.038,2
27,4.37816,-326.535,6.35833,7,2755.54,nan,nan,2763.31,nan,nan,22.3825,25.869,0
7,5.17669,-291.363,6.13607,3,977.508,3192.06,3819.25,610.903,3221.74,3797.22,34.1493,29.323,0
7,5.22659,-335.777,5.32642,3,945.9,3399.46,3975.5,588.797,3428.89,3982.27,-10.8946,28.0791,1
9,5.39939,-208.72,7.31376,3,955.32,3343.98,3934.56,594.394,3363.6,3922.58,-4.92924,32.3605,1
1,1.73441,-360.199,8.3985,3,1533.23,nan,nan,956.025,nan,nan,29.0165,11.5876,0
28,2.39672,-245.968,9.77021,7,3186.89,nan,nan,3190.62,nan,nan,21.7429,20.7482,0
29,1.95396,-187.518,11.229,1,1083.68,3403.61,3823.88,1084.48,3385.82,3823.6,2.65402,20.3496,2
12,7.4028,-319.609,3.35052,7,2488.29,nan,nan,2487.35,nan,nan,15.7086,33.6365,0
6,2.31637,-380.371,7.50317,3,930.66,2992.31,3600.05,581.522,3013.52,3559.63,-14.4061,14.8714,0
9,3.16681,-203.196,9.71658,1,2517.2,nan,nan,2521.37,nan,nan,2.69771,25.5132,0
9,7.18642,-206.268,5.50103,1,2366.15,nan,nan,2365.89,nan,nan,-7.53472,36.4446,0
3,5.83738,-236.078,6.39411,3,1943.76,nan,nan,1215.19,nan,nan,-13.009,32.6522,0
26,5.60001,-385.757,4.08746,5,1819.68,1819.4,3309.93,2055.85,1809.98,3274.23,30.5124,27.4889,0
28,1.33438,-253.747,10.6877,1,1751.74,1090.38,2361.52,1744.24,1079.93,2360.37,-7.4007,13.7319,0
14,6.25562,-210.35,6.39797,3,957.072,3205.25,3812.8,599.887,3244.23,3808.7,10.4768,34.3638,2
13,1.38158,-265.452,10.4349,7,2656.9,nan,nan,2659.7,nan,nan,-5.949,13.5928,0
13,5.26064,-256.035,6.65161,3,1073.6,2016.83,2860.02,667.322,2041.49,2673.39,16.4833,30.6136,3
24,1.71823,-180.105,11.5964,3,1150.01,1735.67,2678.01,721.322,1753.64,2439.54,-3.19724,19.2047,0
28,4.4487,-237.77,7.80282,7,2375.69,1003.68,2844.42,2372.39,1004.74,2842.35,23.2294,28.868,0
13,3.33139,-275.513,8.30768,3,868.428,nan,nan,545.231,nan,nan,17.3758,23.8643,0
11,2.77594,-380.7,7.04997,3,1090.73,2009.21,2868.46,681.066,2039.31,2684.96,-6.26951,17.4944,3
1,5.30467,-389.338,4.33032,1,967.395,3573.76,3871.77,973.819,3556.75,3877.17,0.405252,26.568,2
14,1.39067,-189.499,11.7625,3,1466.36,1906.75,3111.29,919.116,1937.46,2821.16,-7.70489,16.7092,0
24,4.73033,-195.775,8.22757,3,1451.16,nan,nan,908.625,nan,nan,-24.5525,30.9331,0
22,6.09968,-299.958,5.03489,7,1748.79,2786.99,3911.87,1748.68,2784.98,3909.92,33.6699,31.3946,0
7,3.09414,-306.684,8.01393,3,1935.53,nan,nan,1207.06,nan,nan,-17.2424,21.8383,0
22,4.52346,-310.986,6.4749,7,2111.64,2373.23,3864.88,2113.93,2370.75,3864.71,9.41144,26.8264,0
14,2.70749,-215.762,9.97303,5,1152.16,2646.99,3442.4,1300.62,2638.57,3341.94,24.5657,23.205,0
7,5.62041,-328.64,5.04169,3,957.168,3250.69,3853.28,598.5,3278.38,3841.46,-3.27783,29.3463,2
14,8.44557,-201.06,4.28117,5,1972.19,1169.42,2898.23,2225.24,1162.16,2832.6,5.83696,38.9067,3
14,3.94501,-202.882,8.91896,7,2710.31,nan,nan,2704.52,nan,nan,-1.90676,28.3203,0
3,1.98111,-233.279,10.4102,1,1923.42,1549.93,2922.61,1923.77,1542.79,2931.39,2.11367,18.9651,3
28,2.69266,-236.812,9.62639,7,1559.73,1813.72,2838.95,1555.14,1813.3,2834.33,10.0089,22.4599,0
28,2.62306,-264.512,9.22026,7,2311.43,nan,nan,2310.6,nan,nan,2.32632,21.207,0
6,4.48593,-381.241,5.30984,1,1034.98,2347.29,2841.65,1030.89,2347.79,2853.28,-2.39496,24.3786,0
24,8.20758,-209.429,4.38651,7,2910.83,nan,nan,2912.06,nan,nan,23.9804,38.2631,0
11,3.73077,-384.923,6.01711,1,2296.53,nan,nan,2308.33,nan,nan,23.376,21.5771,0
9,1.93649,-204.676,10.9503,3,971.46,3084,3717.82,609.15,3121.59,3695.32,27.134,19.6903,0
3,4.9751,-260.805,6.86568,1,1561.74,1285.88,2366.41,1560.04,1282.06,2376.32,8.66707,29.698,0
20,3.94013,-412.326,5.3313,7,1883.28,2641.28,3901.52,1885.83,2643.02,3905.47,13.09,21.3484,0
4,1.50372,-207.843,11.3303,3,918.588,3217.66,3789.63,575.372,3245.56,3785.52,-27.9791,16.8588,0
27,3.22879,-307.958,7.85479,7,1805.32,2653.3,3840.65,1801.25,2650.74,3834.52,-2.69623,22.3551,2
29,2.58562,-216.052,10.0929,1,886.485,3422.2,3665.13,879.488,3411.5,3664.21,2.55719,22.6433,0
11,4.81161,-359.595,5.34659,3,895.74,3431.99,3959.83,561.328,3458.06,3983.97,-6.48792,26.1223,1
14,4.43232,-210.474,8.28549,3,770.664,nan,nan,483.478,nan,nan,-15.6829,29.6316,0
3,3.15067,-247.465,8.97435,1,1426.84,1983.2,2866.34,1428.92,1973.66,2874.52,0.564989,24.064,3
14,3.09729,-212.351,9.6313,5,2490.44,nan,nan,2817.7,nan,nan,11.7887,24.9569,0
6,3.34136,-373.854,6.60299,3,981.072,3179.52,3811.27,609.188,3211.01,3784.78,-5.78275,20.417,2
7,3.82694,-317.76,7.07468,3,1143.6,1979.69,2889.22,713.794,2010.55,2688.93,-15.2517,24.3028,3
24,7.46051,-186.054,5.55952,7,1883.63,2562.54,3829.16,1884.06,2563.71,3830.63,18.9477,37.5432,0
14,1.6935,-215.825,11.002,5,1644.78,2252.9,3523.94,1861.5,2247,3498.23,-19.3078,17.8395,0
4,7.93515,-195.807,4.90077,1,1352.01,3144.28,3831.89,1347.77,3126.98,3827.56,-3.23255,38.1548,0
0,5.65324,-428.074,3.30874,1,1330.27,2960.07,3648.83,1333.2,2947.01,3654.63,30.989,26.2396,0
26,3.62389,-351.456,6.70296,1,2257.6,1068.41,2791.64,2265.54,1060.61,2806.59,20.4828,22.3857,0
11,4.89217,-366.808,5.14027,5,2705.56,nan,nan,3059.92,nan,nan,15.141,26.1243,0
4,4.61657,-172.081,8.74915,1,2072.56,1444.44,2961.41,2070.04,1442.45,2972.21,-29.8105,31.2893,0
14,7.48942,-177.758,5.6703,3,911.784,3390.69,3937.38,566.794,3406.74,3938.11,-4.52175,37.8288,1
6,2.46474,-366.702,7.60188,3,1040.75,2087.55,2893.67,649.566,2109.21,2723.36,-27.9067,16.4111,0
14,2.51253,-212.394,10.2305,5,951.682,2344.77,3026.37,1074.92,2340.61,2858.57,12.4993,22.4197,0
28,3.15704,-264.721,8.67159,1,1297.62,2985,3641.96,1296.75,2975.79,3647.81,-11.4098,23.5277,0
28,3.46168,-267.279,8.31531,1,1139.73,3231.48,3720.71,1145.83,3217.27,3728.31,26.6015,24.632,0
22,2.96219,-310.03,8.09035,1,1641.51,2262.59,3305.5,1634.57,2252.83,3305.46,0.112829,21.1474,0
24,7.65043,-180.113,5.46301,7,1790.83,2760.87,3926.57,1785.21,2761.27,3921.75,12.4269,38.0668,1
13,1.83707,-253.937,10.1954,3,922.836,3275.03,3844.4,578.878,3301.35,3844.81,-39.9856,17.3436,0
14,1.96615,-214.222,10.7552,3,974.892,3215.18,3837.47,609.478,3246.38,3820.44,-33.8905,19.5386,0
23,1.16896,-243.01,11.033,7,2510.94,nan,nan,2515.04,nan,nan,29.8738,12.7616,0
13,4.62202,-253.869,7.34898,3,1119.54,2003.73,2889.2,704.25,2045.42,2714.26,-9.92397,28.8988,3
11,5.60602,-352.505,4.64928,5,2402.81,nan,nan,2716.4,nan,nan,-12.7632,28.565,0
7,2.08072,-324.042,8.72773,5,1882.96,833.73,2546.57,2122.54,831.63,2432.7,9.6589,15.9974,0
28,6.93993,-276.979,4.55528,7,1875.81,nan,nan,1879.9,nan,nan,29.2159,33.9307,0
22,6.45041,-302.914,4.62141,7,1181.28,2971.84,3558.65,1180.92,2969.96,3556.58,25.5093,32.1134,0
6,3.20207,-377.549,6.67937,3,907.992,3446.44,3983.57,565.547,3463.05,3993.18,-8.5671,19.6677,1
7,1.71952,-297.13,9.55193,3,1875.78,771.86,2466.42,1171.6,777.325,1913.51,-32.637,14.7655,0
9,2.38778,-195.809,10.6434,3,1035.06,2525.64,3278.03,646.191,2551.75,3162.52,-23.4583,22.3487,0
3,3.64934,-240.732,8.57705,1,1363.32,2041.21,2861.44,1362.06,2034.75,2869.39,2.50079,26.1596,3
1,3.97812,-386.061,5.74587,1,817.635,3649.8,3806.24,814.856,3633.4,3804,3.77872,22.4639,0
27,1.68584,-292.703,9.66258,7,2787.55,nan,nan,2789.33,nan,nan,24.259,14.7213,0
7,1.87636,-329.88,8.82071,3,961.284,nan,nan,603.009,nan,nan,-38.8742,14.3598,0
1,5.1386,-391.293,4.46765,3,1657.55,nan,nan,1035.7,nan,nan,-24.1486,26.0319,0
12,2.64773,-326.276,8.12666,3,924.528,2897.57,3510.38,577.05,2919.51,3461.15,-13.5391,19.0667,0
13,3.43343,-259.231,8.4823,3,1612.42,1654.21,3016.63,1010.87,1682.16,2657.61,16.0428,24.7852,0
12,1.55815,-294.956,9.74307,3,900.768,3193.35,3752.18,558.938,3229.25,3752.77,8.8167,13.6409,0
4,1.64148,-197.66,11.3696,3,2126.93,nan,nan,1334.25,nan,nan,6.44707,18.1387,0
26,4.48164,-364.441,5.6025,7,1909.99,2582.78,3872.17,1907.28,2580.27,3867.36,0.575267,24.9387,2
23,2.77637,-233.916,9.59057,5,1608.37,2595.74,3777.54,1821.48,2584.51,3772.83,18.3567,22.9281,0
12,5.67763,-302.459,5.42899,3,936.72,3355.16,3927.97,587.175,3373.82,3925.58,1.69716,30.2925,1
22,2.74746,-293.464,8.59426,7,1989.12,1906.37,3320.84,1986.33,1906.68,3318.55,28.4821,20.7693,0
4,3.43489,-196.469,9.55535,1,1073.1,3456.03,3861.08,1076.12,3442.88,3866.89,3.68851,26.7344,2
11,2.28175,-360.219,7.89419,3,846.132,3350.55,3843.35,526.8,3342.84,3834.22,1.23511,15.6167,0
4,6.69652,-191.21,6.26558,7,3604.41,nan,nan,3605.58,nan,nan,-1.44416,35.8654,0
28,4.34692,-271.846,7.32599,7,2407.94,1007.45,2877.67,2407.78,1008.07,2878.1,-3.89811,27.5137,3
6,5.10626,-390.513,4.51424,1,2069.73,1304.22,2834.25,2072.29,1296.66,2844.62,-0.0513532,25.9644,0
27,5.92312,-294.553,5.30971,7,1583.37,2938.75,3899.27,1584.49,2938.26,3899.85,13.1465,31.1351,1
9,6.85016,-205.13,5.86955,3,967.044,3303.31,3908.83,606.572,3333.86,3905.02,-10.3445,35.7947,1
3,1.56234,-245.583,10.6126,1,1070.3,3304.31,3723.72,1063.89,3291.24,3721.23,-24.6071,15.836,0
28,6.91392,-234.515,5.30406,7,1767.4,2783.87,3926.17,1762.78,2781.79,3919.99,11.965,35.0945,1
29,4.62825,-216.491,7.98013,1,2083.74,nan,nan,2089.63,nan,nan,17.8308,30.034,0
13,7.1878,-267.917,4.45222,3,1551.55,1644.68,2954.06,967.547,1667.16,2599.29,-23.0596,34.6994,0
23,3.26287,-243.808,8.9219,7,1852.92,2617.49,3851.53,1852.3,2614.72,3848.41,-9.13867,24.6248,2
14,3.375,-198.139,9.58856,3,918.312,3288.68,3852.51,574.134,3310.18,3848.89,26.2116,26.4626,0
3,4.16646,-276.016,7.44074,1,1717.56,678.26,1964.81,1717.22,675.705,1977.05,6.46653,26.8097,0
6,2.31479,-366.039,7.75927,3,899.664,3337.54,3879.37,567.338,3329.79,3861.71,10.1072,15.5494,0
26,1.88755,-395.384,7.60945,7,2931.69,nan,nan,2935.98,nan,nan,-15.2093,10.7035,0
24,7.1054,-216.808,5.40613,7,1875.43,2561.95,3821.05,1873.2,2562.29,3819.3,10.2256,35.9863,2
12,1.33328,-303.693,9.78406,5,2033.89,nan,nan,2298.56,nan,nan,-0.762014,11.1608,0
14,8.53199,-213.827,3.97475,3,918.684,3328.82,3888.52,572.016,3362.49,3899.09,10.1295,38.7015,0
12,5.58037,-312.008,5.36675,3,880.248,3434.18,3948.01,548.503,3446.19,3959.27,5.04666,29.755,1
13,4.4678,-248.598,7.59828,5,1883.22,1450.93,3057.57,2130.6,1444.19,3005.58,-15.5613,28.5986,0
24,2.82518,-218.294,9.80889,5,1513.33,1740.58,2991.17,1715.01,1734.08,2889.55,24.0129,23.6406,0
4,1.99616,-178.025,11.3497,1,1092.36,3433.06,3857.78,1095.19,3419.49,3863.04,6.66799,20.8846,2
14,5.63087,-201.901,7.1898,3,760.704,1826.11,2412.36,472.716,1854.3,2291.6,19.3421,33.1366,0
14,1.87716,-187.07,11.3148,5,2076.04,936.39,2791.32,2346.97,928.265,2729.07,12.6331,19.9266,0
26,6.10069,-387.809,3.53607,1,2020.77,1531.65,2992.89,2020.97,1521.02,2998.44,26.6262,28.7006,0
11,3.78171,-396.994,5.75692,3,901.848,3411.42,3950.65,564.947,3432.34,3961.47,-12.5703,21.322,1
14,0.885316,-218.746,11.723,5,2090.69,827.71,2691.82,2369.1,819.197,2697.94,35.558,11.0088,0
1,5.4501,-370.131,4.50902,1,2322.04,1030.02,2815.73,2317.63,1030.36,2885.16,7.33368,27.5919,3
14,3.7979,-171.377,9.60898,1,2014.98,1078,2585.43,2007.41,1069.83,2657.16,-2.51895,28.7517,0
3,4.67979,-279.884,6.8452,1,874.08,3739.82,3937.36,878.156,3726.18,3943.12,-2.22954,28.2729,0
11,2.90742,-355.591,7.35678,3,1007.21,2115.39,2947.98,625.772,2142.04,2868.61,-15.9693,19.1807,0
14,3.74583,-194.617,9.26594,3,1520.54,nan,nan,951.141,nan,nan,-5.34872,27.8944,0
3,7.70647,-264.396,3.97381,1,2488.73,nan,nan,2499.71,nan,nan,9.48678,35.811,0
13,2.21575,-234.815,10.1464,3,974.172,2980.07,3648.31,605.672,3015.28,3626.95,13.138,20.2025,0
14,6.41396,-184.098,6.67984,3,973.032,3187.92,3822.38,609.506,3228.86,3820.22,-2.33884,35.4583,2
22,1.54449,-321.089,9.28325,1,2430.2,nan,nan,2444.27,nan,nan,23.353,12.1736,0
11,6.91167,-365.758,3.07388,5,1533.9,2913.54,3979.43,1738.96,2904.03,3990.99,-4.01463,31.2489,1
9,8.2239,-179.799,4.87227,3,957.084,3198.01,3817.45,600.131,3233.03,3815.58,28.8693,39.1099,0
13,6.27948,-262.887,5.47967,3,898.656,3405.92,3939.25,560.194,3434.1,3956.52,-13.125,32.9038,1
22,2.88499,-294.68,8.43363,3,1653.13,nan,nan,1036.12,nan,nan,15.6241,21.3521,0
0,3.33155,-417.186,5.85998,1,1082.16,3851.23,4205.22,1077.79,3833.94,4208.26,-26.0392,18.6377,0
11,1.82683,-394.103,7.67972,3,841.884,nan,nan,522.694,nan,nan,-8.97084,10.1866,0
27,1.51729,-294.001,9.79808,3,1638.97,nan,nan,1026.53,nan,nan,21.4179,13.3559,0
29,5.97815,-209.455,6.70108,1,1073.15,3397.4,3822.17,1079.06,3379.9,3820.19,-0.523823,33.7531,2
9,1.41439,-206.637,11.4399,1,1049.67,3364.26,3775.32,1047.09,3350.78,3767.83,14.2866,16.2658,0
24,6.24173,-176.898,6.98105,7,2700.92,nan,nan,2700.42,nan,nan,-0.454759,35.2795,0
24,2.3322,-207.102,10.5059,5,1589.68,2565.55,3749.18,1795.23,2547.71,3728.92,2.28646,21.7171,2
29,7.92827,-171.052,5.328,7,1710.14,2833.88,3926.16,1703.1,2832.57,3921.64,9.28148,38.8268,1
22,7.67725,-323.583,2.99841,7,1262.47,nan,nan,1259.5,nan,nan,-3.45993,34.0594,0
3,4.32269,-250.305,7.71898,1,2502.48,779.38,2838.43,2507.17,773.973,2810.63,19.113,28.1018,0
3,2.82647,-236.339,9.49764,1,1131.52,3142.95,3659.91,1130.79,3130.05,3650.37,-8.65684,23.0688,0
9,1.97383,-185.943,11.2359,7,829.556,1556.06,2007.59,837.866,1553.2,2083.43,-36.9644,20.511,0
6,3.73862,-367.88,6.30312,3,929.832,3382.51,3946.16,581.728,3400.91,3945.34,-0.545142,22.2327,1
23,2.87327,-247.785,9.25303,5,1548.23,2674.81,3803.43,1745.96,2657.77,3782.95,25.4323,22.8983,0
29,8.45913,-199.491,4.29369,7,2261.71,1128.44,2900.51,2260.86,1129.73,2940.16,4.64003,38.9731,3
14,2.88434,-209.17,9.90473,3,1988.65,nan,nan,1246.3,nan,nan,20.1907,24.179,0
3,8.12599,-235.983,4.02061,1,844.125,3658.33,3848.58,837.544,3638.73,3835.02,1.68326,37.3801,0
3,7.7724,-265.127,3.89295,5,2411.18,619.46,2849.51,2731.1,622.19,2849.23,-9.77978,35.9143,3
13,3.69192,-259.204,8.21702,3,890.616,3261.61,3803.83,556.566,3288.86,3813.61,-8.02341,25.7315,2
11,4.6639,-368.15,5.35183,1,1795.19,nan,nan,1804.11,nan,nan,-7.15346,25.3879,0
23,4.8454,-266.316,6.90575,1,2556.33,641.05,2768.52,2559.49,637.06,2738.12,8.07433,29.1672,0
7,5.74225,-323.694,5.00014,3,989.796,nan,nan,621.356,nan,nan,-21.6338,29.8076,0
3,2.87028,-245.927,9.28804,1,1142.79,3322.71,3818,1146.19,3307.86,3815.97,-2.06396,22.9463,2
7,4.9368,-331.478,5.69867,3,912.012,3406.64,3951.76,567.825,3435.97,3965.65,-9.33969,27.4011,1
9,2.55796,-192.94,10.5183,3,950.172,3084.32,3699.18,593.784,3108.84,3676.52,-18.8761,23.2425,0
11,4.61268,-375.629,5.27619,3,879.324,3452.07,3963.09,545.831,3458.61,3966.27,-9.93272,24.9755,1
9,2.56085,-217.282,10.097,3,983.448,3031.38,3681.7,616.031,3053.42,3644.68,32.7098,22.4892,0
9,3.00126,-179.455,10.2937,5,1687.95,2033.43,3402.1,1907.78,2020.62,3360.43,16.117,25.5663,0
13,3.82613,-256.998,8.11663,1,1809.09,nan,nan,1813.09,nan,nan,-30.4674,26.2705,0
6,2.70485,-377.125,7.18286,3,914.472,3402.15,3949.96,572.334,3412.94,3947.86,-4.0069,17.2762,1
14,1.46924,-176.803,11.9048,3,1250.48,1835.66,2856.2,782.625,1851.94,2651.18,3.98768,17.6969,3
20,6.22572,-436.02,2.58358,7,1712.03,2863.92,3954.55,1716.93,2860.17,3957.15,12.9187,27.4604,0
29,7.80107,-180.105,5.3066,7,1796.46,2727.76,3908.56,1794.39,2726.89,3909.31,15.0467,38.3456,1
9,5.52343,-200.719,7.32135,3,976.164,2982,3631.33,608.175,3014.94,3600.19,11.2973,32.9041,0
28,5.98591,-276.045,5.55991,7,1765.75,2652.1,3814.02,1775.62,2649.51,3826.9,9.34995,31.8359,2
9,2.89942,-215.608,9.77881,1,1079.77,3418.48,3845.11,1077.17,3405.12,3840.17,-11.182,24.0419,2
7,6.34059,-298.611,4.80839,3,1168.15,1904.21,2843.95,728.794,1919.82,2664.67,18.3076,31.9926,0
0,8.05548,-439.954,0.626763,1,1935.54,845.02,2423.56,1942.82,843.948,2386.88,16.842,31.3451,0
14,1.37554,-210.916,11.4033,3,2103.71,1095.46,2956.67,1318.07,1110.19,2453.13,-19.7435,15.8187,0
4,5.25673,-211.742,7.41018,3,1926.37,nan,nan,1202.69,nan,nan,-20.9427,31.9047,0
4,2.51048,-211.984,10.2397,1,1124.86,3256.13,3748.06,1121.93,3245.32,3741.57,29.0584,22.4231,0
21,3.70956,-394.238,5.87772,7,3505.77,nan,nan,3506.77,nan,nan,25.6251,21.1446,0
9,2.65156,-217.789,9.9955,3,993.708,3033.83,3693,620.044,3056.11,3651.11,26.6113,22.8893,0
24,1.84934,-195.718,11.1935,5,3097.7,nan,nan,3501.21,nan,nan,-9.61003,19.4822,0
24,3.47968,-179.675,9.79621,7,1986.95,2158.58,3571.95,1991.73,2157.58,3590.49,34.3565,27.3955,0
13,3.51143,-277.889,8.08228,3,906.912,3247.36,3805.65,565.556,3265.99,3800.28,-27.0753,24.4734,0
12,4.541,-313.948,6.40618,5,2562.89,nan,nan,2895.02,nan,nan,-3.10122,26.7855,0
4,7.20589,-185.562,5.83243,1,1113.52,3495.7,3936.94,1116.84,3482.08,3940.15,1.93373,37.0625,1
3,6.09834,-249.505,5.89513,1,2112.54,582.1,2352.46,2112.3,578.075,2304.26,19.6617,32.8779,0
26,4.44285,-370.584,5.5369,7,3159.82,nan,nan,3157.16,nan,nan,-11.978,24.6047,0
11,4.93221,-396.216,4.59529,3,1124.47,2143.47,3017.8,706.547,2176.24,2889.47,17.6987,25.2588,3
28,4.18286,-249.103,7.88386,3,1673.39,1242.03,2704.45,1042.51,1257.09,2329.61,-13.7728,27.6981,0
11,1.63236,-360.116,8.48258,3,868.992,nan,nan,540.225,nan,nan,-9.76864,10.6132,0
7,6.12411,-321.951,4.63498,3,732.216,3043.82,3469.44,457.838,3061.82,3500.88,30.5078,30.7916,0
1,5.60536,-355.101,4.60564,1,2491.46,nan,nan,2501.08,nan,nan,-11.6146,28.4816,0
0,3.38557,-411.62,5.90294,1,1028.76,3503.27,3873.06,1028.64,3487.12,3868.87,7.09816,19.1108,0
26,2.82845,-394.663,6.75333,5,2346.66,nan,nan,2656.81,nan,nan,8.96878,17.159,0
12,2.22981,-314.946,8.74083,3,1170.68,1321.64,2328.36,730.828,1341.93,2111.84,1.90789,17.2809,0
13,3.3902,-254.186,8.61319,3,1053.44,2182.04,2988.95,659.325,2210.99,2877.5,-16.6017,24.7834,3
29,0.983013,-176.004,12.3985,7,2333.14,924.67,2782.87,2332.36,922.693,2823.98,18.8642,13.8691,0
3,6.15874,-254.619,5.7455,1,1366.44,2048.45,2948.53,1365.36,2038.7,2915.98,26.5716,32.8687,0
7,2.21221,-333.37,8.43523,3,1586.39,1035.96,2443.94,993.6,1048.79,2082.69,21.2947,16.3986,0
13,2.92162,-276.966,8.70163,3,971.544,3140.99,3768.55,602.044,3169.22,3742.42,-1.62368,22.1295,0
13,4.06307,-261.443,7.79649,3,1051.76,2089.04,2904.79,654.637,2123.91,2789.41,-8.40246,26.9287,3
9,8.15889,-180.965,4.92008,3,2083.62,1034.67,2884.78,1300.8,1037.71,2366.97,7.58688,38.964,0
13,1.86966,-272.076,9.84641,5,2355.83,868.09,3004.14,2653.41,860.89,2992.35,15.749,16.8413,3
24,4.82826,-178.177,8.4259,7,2343.43,1008.3,2866.36,2344.45,1007.26,2906.83,24.4261,31.716,0
13,6.92192,-254.383,4.9581,5,1252.87,1970.89,3004.01,1421,1960.24,2874.06,-24.2857,34.5437,0
24,5.44406,-211.328,7.22308,5,2556.19,nan,nan,2895.75,nan,nan,22.1251,32.3988,0
11,8.85917,-396.835,0.52786,7,1787.25,nan,nan,1791.59,nan,nan,-5.07253,34.0971,0
13,3.17141,-236.436,9.14226,3,1168.32,1762.58,2718.21,732.722,1787.38,2541.29,2.38137,24.4991,0
14,3.02854,-200.581,9.90372,5,1585.23,nan,nan,1796.11,nan,nan,-3.1088,25.0408,0
14,2.29507,-201.997,10.6317,5,1711.82,2315.02,3646.47,1941.89,2309.11,3647.19,0.563336,21.6953,0
4,2.0995,-191.198,11.0173,7,2683.27,nan,nan,2683.05,nan,nan,-1.89557,21.0283,0
9,4.89309,-211.618,7.78901,3,2137.87,933.91,2843.44,1336.98,938.362,2306.33,-16.6175,30.9293,0
27,3.92166,-296.431,7.34318,7,1793.35,2491.89,3696.14,1795.74,2489.37,3706.88,18.4755,25.3395,0
9,1.37901,-173.914,12.0454,3,956.796,3095.83,3715.3,599.981,3128.29,3701.14,15.9476,17.1596,0
7,3.5177,-313.661,7.46167,3,1159.45,1948.69,2875.76,727.566,1964.06,2705.96,-5.42831,23.3009,3
13,4.50439,-267.707,7.23421,3,1892.6,1331.79,2979.09,1186.68,1345.41,2552.81,9.49851,28.1253,3
9,4.46551,-210.19,8.256,3,955.548,3029.15,3654.92,598.856,3060.73,3635.2,24.759,29.7395,0
26,8.0947,-391.863,1.40467,3,1647.74,nan,nan,1032.09,nan,nan,15.9871,32.8585,0
0,5.42101,-444.925,3.25844,3,1852.03,nan,nan,1158.13,nan,nan,-15.2598,25.0205,0
1,2.62392,-350.52,7.72839,1,866.73,3663.63,3871.68,862.275,3646.67,3863.02,7.72372,17.9758,0
9,2.76346,-180.951,10.5129,3,1193.41,1690.86,2676.76,746.541,1719.65,2489.54,35.0924,24.5246,0
6,1.73999,-383.805,7.94396,1,966.81,nan,nan,967.369,nan,nan,-38.6604,10.0416,0
3,6.64205,-251.26,5.3015,1,1080.03,3568.58,3969.54,1085.42,3557.3,3977.69,3.68133,34.0418,1
23,2.47659,-236.504,9.85217,7,2186.83,nan,nan,2188.4,nan,nan,15.5053,21.4606,0
11,4.46664,-388.134,5.21123,5,2208.41,nan,nan,2496.86,nan,nan,10.189,24.0768,0
24,1.2286,-179.989,12.0891,7,1991,2156.51,3573.72,1992.22,2154.88,3588.58,13.2809,15.8204,0
11,5.37726,-366.31,4.6494,3,1054.33,2125.79,2939.74,659.438,2156.59,2825.38,-5.1369,27.5176,3
14,2.27496,-178.695,11.0532,5,2049.83,960.88,2833.57,2318.16,949.745,2773.32,-0.566195,22.3243,0
11,1.93883,-383.828,7.78556,5,1955.54,1252.96,2991.8,2209.77,1239.83,2934.84,-2.15618,11.9255,0
14,6.58505,-201.496,6.20656,5,1966.76,nan,nan,2223.28,nan,nan,0.0806617,35.3384,0
9,5.22147,-177.247,8.03399,3,971.436,3196.81,3818.07,607.969,3229.27,3805.75,-3.86065,32.8036,2
0,3.20906,-445.37,5.4873,1,1101.95,3306.63,3770.89,1102.18,3286.83,3760.23,-10.0218,16.8134,0
28,2.43155,-230.349,10.0041,1,2098.23,nan,nan,2095.05,nan,nan,-5.04022,21.4468,0
