z,e
-216.145,7.49054
-186.202,7.96778
-188.086,7.87538
-211.961,7.38616
-197.453,8.51103
-207.709,6.06701
-172.648,8.28758
-191.766,7.26002
-198.625,7.57841
-185.607,7.55572
-201.89,6.46252
-204.927,8.69078
-202.379,6.46702
-210.771,6.32113
-184.045,6.77197
-212.033,7.12082
-211.304,6.05375
-179.461,8.0206
-204.416,7.65787
-179.326,6.88407
-200.393,7.34411
-173.811,7.98308
-184.335,7.43506
-198.707,8.94447
-184.237,6.90334
-191.522,7.12327
-201.267,7.2158
-201.841,7.51181
-193.034,7.86384
-183.685,7.89809
-195.978,7.42863
-195.9,7.25034
-204.567,6.09144
-177.341,8.1313
-209.834,7.17952
-186.989,7.48288
-178.32,7.79526
-177.443,8.51855
-173.364,8.13837
-201.784,7.42032
-174.027,7.65734
-204.662,7.62987
-201.445,7.65619
-196.601,7.84061
-194.416,7.78302
-201.851,7.66392
-193.148,7.36554
-180.783,7.94994
-184.925,7.49669
-190.678,6.73489
-209.248,6.57034
-192.615,8.12211
-198.279,6.22319
-199.596,6.32121
-171.872,7.91355
-174.155,6.67646
-182.643,8.09655
-187.376,7.78703
-185.476,7.29557
-183.702,6.54046
-183.08,7.54079
-173.906,7.64009
-198.622,8.62994
-184.916,7.99837
-184.981,7.36093
-217.142,6.87808
-179.576,7.15911
-187.968,7.37479
-210.932,7.15359
-191.76,7.84071
-176.468,7.6699
-207.902,7.08085
-209.806,6.76598
-183.172,8.24809
-202.895,7.15178
-175.098,8.15452
-198.619,8.54075
-215.312,7.91331
-216.184,6.46174
-199.294,7.68968
-207.973,8.68543
-201.538,7.3612
-172.902,8.6541
-214.389,6.89073
-193.879,7.89497
-172.808,8.17389
-181.315,7.19027
-199.51,7.72225
-216.195,6.98735
-189.488,6.26723
-188.002,7.98068
-219.492,5.91221
-207.384,6.44022
-205.196,6.45211
-209.44,7.84138
-217.482,6.87373
-195.481,6.81315
-192.968,6.74333
-204.529,6.99695
-191.501,7.91344
-193.124,7.7579
-180.893,7.66771
-205.683,7.22798
-206.661,7.18924
-175.536,8.05482
-217.335,6.97383
-192.6,7.38631
-203.774,6.48013
-178.56,8.08017
-172.48,7.85039
-197.111,7.63035
-190.997,6.5391
-182.303,7.5101
-202.241,8.60112
-209.921,6.93846
-179.34,8.30686
-185.655,6.74975
-188.11,7.45753
-201.246,7.56171
-175.066,7.72794
-208.608,7.18222
-219.243,7.19717
-183.48,7.43203
-176.692,7.76748
-192.3,8.25109
-216.41,7.07293
-200.205,8.09495
-191.392,7.39437
-193.448,8.17332
-178.96,8.09692
-207.17,7.62193
-210.604,7.31027
-174.373,8.14255
-211.517,6.2615
-182.854,8.27557
-200.763,7.72539
-208.951,7.09256
-195.428,7.85676
-202.184,6.73264
-185.157,6.84889
-197.966,6.26073
-188.832,7.43523
-189.678,7.92344
-193.892,7.32626
-202.629,6.32303
-216.688,7.81879
