z,e
-210.243,7.527
-182.536,8.03073
-205.675,6.71183
-189.633,7.71498
-207.134,7.63779
-192.04,6.51494
-184.147,8.14263
-179.694,7.73719
-192.123,7.80216
-212.211,6.78408
-218.388,6.0437
-198.062,7.97272
-209.982,7.17953
-192.132,7.83879
-175.654,8.23281
-175.014,7.91043
-192.257,7.23024
-171.075,6.92715
-208.026,6.22622
-210.389,6.48434
-218.554,7.44097
-217.518,7.21875
-203.89,6.07746
-198.466,7.64459
-217.788,7.92536
-190.425,7.93038
-206.699,7.62298
-200.693,7.65117
-206.314,8.69484
-209.591,7.46151
-211.966,7.4473
-213.92,7.18551
-197.158,7.79443
-217.318,6.95751
-212.102,7.5951
-214.204,6.41803
-216.142,6.91271
-213.566,6.1946
-196.442,7.73089
-217.936,7.05781
-204.321,7.20726
-196.62,7.67285
-173.331,8.16299
-209.537,7.41538
-195.82,7.27537
-203.029,7.67052
-201.324,7.32423
-218.986,6.05384
-200.839,7.5031
-189.023,6.78977
-189.077,6.42957
-197.644,7.31151
-218.127,7.2992
-217.473,6.16733
-171.431,8.29955
-181.311,8.22674
-211.517,8.10442
-198.112,7.35467
-186.988,7.54786
-180.636,7.20556
-214.709,8.8454
-215.869,7.05001
-209.005,7.38967
-206.009,6.14908
-216.302,7.34254
-213.825,7.4241
-179.929,7.44906
-215.272,7.99005
-214.54,7.04454
-197.941,6.91675
-211.254,7.04892
-207.149,7.50906
-204.752,7.6801
-212.309,7.16739
-206.45,6.35841
-213.563,6.66428
-218.753,6.54187
-211.522,7.45987
-210.974,8.98759
-211.717,6.22283
-202.73,6.48841
-197.764,7.20518
-201.001,7.79274
-198.204,7.37527
-200.402,6.83426
-172.482,8.12196
-182.317,7.55276
-184.068,7.17243
-181.759,8.02707
-206.09,7.49634
-205.643,7.47556
-173.615,8.28375
-199.713,7.68265
-214.941,6.3222
-177.487,7.74845
-205.526,7.25158
-172.666,6.58487
-183.131,6.65424
-176.633,7.64577
-210.851,7.01481
-187.146,7.9633
-177.108,8.33145
-217.964,7.05199
-208.9,6.05331
-184.182,7.94279
-212.14,7.52479
-212.707,8.78686
-196.114,8.08968
-208.751,7.63236
-182.599,7.45739
-174.196,8.10131
-209.851,7.43688
-176.822,7.65676
-191.344,6.96068
-207.596,6.24171
-192.475,7.90173
-185.179,7.90359
-197.631,7.105
-183.762,7.89689
-178.648,7.71455
-203.168,7.34893
-216.814,6.23402
-196.788,8.76071
-181.206,7.92195
-176.717,6.99925
-217.798,6.28185
-174.309,8.21684
-214.052,7.52081
-186.373,7.41926
-180.977,6.73549
-199.063,7.72229
-180.135,6.72766
-193.623,8.58063
-178.598,6.72612
-207.137,7.47379
-218.115,8.9164
-210.706,7.56859
-203.17,7.73289
-184.571,7.0569
-201.526,8.97516
-205.845,7.67016
-198.344,7.58781
-205.901,7.97518
-171.974,7.5468
-194.066,6.36975
-212.161,7.0346
-204.327,7.48993
-199.002,7.00206
-217.646,6.57718
-187.981,7.88504
-192.846,6.76166
-206.21,7.58772
-193.126,6.83029
-174.661,6.9342
-186.758,7.48411
-181.901,7.13416
-174.347,7.81721
-187.711,7.93299
-174.635,8.42063
-172.637,8.27672
-189.119,6.49099
-188.643,6.72148
-213.413,6.86034
-175.306,7.34095
-194.294,7.35021
-173.264,8.28411
-211.094,7.42094
-184.754,7.74632
-180.089,6.73839
-201.456,7.67218
-188.432,8.62795
-208.438,6.74866
-176.042,8.16009
-186.144,6.54211
-175.38,8.25482
-204.882,7.66783
-198.46,6.25935
-171.614,7.96248
-190.67,8.55709
-173.598,7.70917
-209.995,7.27924
