z,e
-395.022,4.12765
-397.163,6.90342
-384.506,4.60714
-361.495,4.91318
-353.799,7.15491
-352.308,4.90995
-387.793,4.63776
-376.3,4.8347
-364.395,5.89274
-388.897,4.88265
-377.244,7.06797
-382.692,6.98832
-356.391,8.03342
-361.333,8.00285
-367.174,4.9776
-352.26,5.23225
-399.479,5.22787
-380.065,6.45005
-360.9,5.01102
-387.336,6.60107
-363.534,5.08027
-364.666,4.98966
-352.856,5.20829
-373.465,4.86461
-392.112,4.48097
-388.117,5.36761
-352.935,4.81129
-357.241,7.32188
-376.028,4.70027
-353.789,5.17282
-360.329,5.05902
-390.779,7.59126
-363.915,4.62615
-354.985,4.42635
-366.083,4.00253
-393.276,4.49816
-375.53,4.75222
-381.848,6.78565
-378.354,4.71728
-352.507,7.49688
-384.076,4.68098
-379.752,6.05861
-361.579,7.19226
-394.297,4.35076
-369.82,4.87611
-372.853,4.88843
-359.843,5.08953
-398.612,4.66265
-397.703,4.61295
-366.037,4.4218
-398.739,4.67622
-358.602,5.10317
-384.347,4.99199
-396.146,4.10064
-353.647,7.50022
-377.923,4.38745
-387.506,4.25615
-377.14,4.27457
-355.406,5.25669
-389.558,6.08572
-369.116,5.19548
-373.94,5.77693
-395.61,5.92053
-398.778,4.86674
-385.534,5.84871
-362.594,7.52291
-368.113,4.98071
-379.683,4.29823
-397.694,6.66862
-380.155,4.44042
-366.556,5.85611
-360.92,7.20078
-382.799,4.65029
-379.101,4.69845
-384.064,7.62427
-364.477,7.33205
-354.364,8.49352
-392.433,4.43209
-397.351,4.37414
-356.838,5.19056
-351.977,5.17489
-368.4,4.39329
-365.862,4.58047
-387.741,4.94963
-392.39,4.41788
-397.574,4.39605
-379.177,4.39135
-394.923,5.3537
-362.131,4.63162
-385.921,4.65217
-385.471,4.58396
-377.62,6.60229
-387.1,4.64081
-379.302,4.55697
-373.267,4.81502
-361.244,7.33775
-362.118,5.27173
-388.261,5.70734
-365.961,4.97177
-394.521,4.43777
-367.978,4.96204
-388.979,4.19581
-367.915,4.47204
-390.496,4.81139
-370.724,4.49964
-356.08,5.33141
-397.46,4.60688
-397.552,4.91927
-376.1,4.29915
-372.993,4.40521
-364.032,5.18258
-366.893,4.25494
-352.001,7.45168
-374.175,4.7431
-391.279,7.65293
-359.197,5.95675
-375.951,4.8064
-368.055,4.87118
-380.781,4.64477
-366.918,5.12113
-362.087,5.37717
-361.118,5.02258
-365.811,4.86235
-370.821,6.12414
-371.921,4.91856
-395.625,4.25088
-386.689,4.13541
-355.199,4.5796
-378.021,4.67776
-361.014,5.13358
-377.733,4.36984
-366.837,4.54158
-353.427,5.2539
-381.521,4.68573
-367.417,5.54333
-362.377,4.99625
-379.418,4.3485
-396.043,4.4056
-365,5.7045
-365.46,5.13636
-355.682,5.1417
-371.601,7.05909
-359.393,4.70805
-383.457,4.18019
-384.123,6.95513
-356.801,6.75722
-384.721,6.87128
-370.178,4.87496
-362.668,5.06801
-378.968,4.60052
-381.95,5.56438
-363.233,5.01475
-362.834,5.0233
-397.197,5.72815
-373.704,4.78408
-355.046,5.12905
-392.149,4.44126
-397.072,7.41842
-394.869,5.80345
-389.94,6.87806
-376.992,4.81358
-373.194,4.86315
-392.449,4.41058
-361.194,7.22866
-381.943,4.28056
-354.421,5.45656
-361.563,7.31727
-354.443,7.38286
-359.991,4.74616
-393.294,4.50028
-355.03,5.0973
-353.509,4.20924
-383.479,4.68211
-350.636,4.24425
-381.703,5.46245
-360.37,5.11626
-375.461,4.37202
-365.136,4.99361
-374.029,5.64659
-384.753,4.1964
-351.603,4.06239
-391.189,4.51588
-376.933,4.39619
-373.405,4.76176
-392.874,6.65432
-365.002,7.95213
-389.033,4.17862
-358.176,5.09897
-373.33,4.36893
-391.06,4.08589
-371.087,4.85717
-382.404,4.5868
-394.331,4.08468
-364.534,4.27967
-379.601,4.69257
-355.21,5.19203
-358.466,4.77768
-384.661,4.51289
-399.087,7.33345
-353.785,4.92955
-370.59,4.45073
-368.825,4.56678
-355.773,4.69627
-365.196,5.0454
-367.889,7.97951
-369.719,5.21588
