 0.033010,       868
 0.044097,       836
 0.055185,       809
 0.066273,       710
 0.077361,       699
 0.088449,       512
 0.099537,       525
 0.110626,       397
 0.121715,       332
 0.132805,       320
 0.143894,       245
 0.154984,       186
 0.166074,       148
 0.177164,       116
 0.188255,        83
 0.199346,        74
 0.210437,        35
 0.221528,        33
 0.232620,        22
 0.243712,        15
 0.254804,         8
 0.265897,        11
 0.276989,         2
 0.288082,         3
 0.299176,         2
 0.310269,         0
 0.321363,         0
 0.332457,         1
 0.343551,         0
 0.354646,         1
 0.365741,         0
 0.376836,         0
 0.387931,         0
 0.399027,         0
 0.410122,         0
 0.421219,         0
 0.432315,         0
 0.443412,         0
 0.454508,         0
 0.465606,         0
 0.476703,         0
 0.487801,         0
 0.498899,         0
 0.509997,         0
 0.521095,         0
 0.532194,         0
 0.543293,         0
 0.554392,         0
 0.565492,         0
 0.576592,         0
 0.587692,         0
 0.598792,         0
 0.609893,         0
 0.620993,         0
 0.632095,         0
 0.643196,         0
 0.654297,         0
 0.665399,         0
 0.676501,         0
 0.687604,         0
 0.698707,         0
 0.709809,         0
 0.720913,         0
 0.732016,         0
 0.743120,         0
 0.754224,         0
 0.765328,         0
 0.776432,         0
 0.787537,         0
 0.798642,         0
 0.809747,         0
 0.820853,         0
 0.831959,         0
 0.843065,         0
 0.854171,         0
 0.865278,         0
 0.876385,         0
 0.887492,         0
 0.898599,         0
 0.909707,         0
 0.920815,         0
 0.931923,         0
 0.943031,         0
 0.954140,         1
 0.965249,         0
 0.976358,         0
 0.987467,         0
 0.998577,         0
 1.009687,         0
 1.020797,         0
 1.031908,         0
 1.043019,         0
 1.054130,         0
 1.065241,         0
 1.076353,         0
 1.087464,         0
 1.098576,         0
 1.109689,         0
 1.120801,         0
 1.131914,         0
 1.143027,         0
 1.154141,         0
 1.165254,         0
 1.176368,         0
 1.187482,         0
 1.198597,         0
 1.209712,         0
 1.220827,         0
 1.231942,         0
 1.243057,         1
 1.254173,         0
 1.265289,         0
 1.276405,         0
 1.287522,         1
 1.298639,         0
 1.309756,         0
 1.320873,         0
 1.331990,         0
 1.343108,         1
 1.354226,         0
 1.365345,         0
 1.376463,         2
 1.387582,         1
 1.398701,         0
 1.409821,         0
 1.420940,         0
 1.432060,         0
 1.443181,         1
 1.454301,         0
 1.465422,         0
 1.476543,         0
 1.487664,         1
 1.498785,         0
 1.509907,         1
 1.521029,         1
 1.532151,         2
 1.543274,         2
 1.554397,         0
 1.565520,         0
 1.576643,         3
 1.587767,         0
 1.598891,         2
 1.610015,         1
 1.621139,         3
 1.632264,         0
 1.643389,         1
 1.654514,         1
 1.665639,         3
 1.676765,         0
 1.687891,         2
 1.699017,         0
 1.710144,         1
 1.721270,         2
 1.732397,         0
 1.743525,         0
 1.754652,         2
 1.765780,         0
 1.776908,         1
 1.788036,         3
 1.799165,         1
 1.810294,         1
 1.821423,         5
 1.832552,         2
