z,e
-274.314,5.39444
-270.468,4.42476
-263.144,8.59708
-232.083,5.1733
-267,8.89411
-266.497,4.35455
-234.706,4.9273
-265.497,6.24369
-262.586,10.0529
-248.698,5.51703
-231.803,5.16652
-239.393,4.95531
-274.721,5.29333
-272.547,3.87163
-273.654,3.94935
-240.757,7.07398
-262.317,6.34384
-260.385,9.05179
-243.972,4.68125
-244.963,4.69671
-246.126,6.26115
-231.417,7.52421
-273.514,5.89026
-255.152,4.65519
-246.12,6.95771
-243.868,5.75307
-231.84,5.07898
-255.208,4.57415
-246.86,4.51243
-260.188,4.34727
-260.85,4.2388
-261.4,5.41542
-252.994,6.84323
-264.624,4.37115
-237.062,6.77622
-236.728,7.04932
-261.934,6.04538
-266.084,6.03407
-265.116,6.57072
-274.564,4.34063
-241.179,9.38318
-237.146,5.81167
-256.236,5.14149
-265.786,4.49782
-277.324,7.38444
-252.372,4.80804
-254.078,9.50974
-244.541,6.46431
-277.988,4.17507
-246.145,5.12031
-265.627,5.43599
-239.081,5.84811
-267.084,8.98772
-274.206,4.39674
-239.819,4.96116
-232.331,5.13908
-244.94,5.73097
-272.045,6.12219
-264.746,4.54574
-231.469,4.98472
-271.573,6.04025
-241.634,6.63609
-246.101,5.90742
-275.315,3.78748
-257.75,5.22065
-257.658,6.29493
-233.799,4.48874
-269.327,6.65684
-263.072,7.8259
-272.586,5.28337
-261.694,4.06183
-244.854,5.88222
-245.145,9.97737
-233.442,6.71306
-249.848,10.0619
-266.723,10.1142
-265.793,4.71192
-241.016,5.89832
-277.111,6.23017
-275.941,10.2059
-248.377,6.64232
-243.868,7.19239
-269.084,6.51269
-263.403,6.71381
-233.082,4.98982
-240.57,4.96372
-241.876,5.93611
-252.495,6.44265
-247.756,4.7976
-277.981,8.53582
-267.129,6.59735
-240.064,4.83819
-243.928,6.84063
-249.23,7.15707
-276.049,6.00781
-260.061,7.2121
-271.079,4.47515
-257.144,8.52958
-264.28,5.20441
-278.062,9.5181
-276.446,8.25522
-271.79,3.80608
-235.423,6.97154
-256.35,6.42299
-241.43,7.03087
-248.963,5.23813
-244.396,6.82245
-264.207,6.63504
-255.682,6.84785
-275.939,5.10824
-261.255,8.93854
-236.465,4.23211
-231.314,7.24009
-262.988,5.59132
-258.285,6.31603
-273.941,4.45279
-241.021,10.2437
-246.679,10.097
-268.085,5.2632
-251.911,5.33385
-253.822,6.77621
-260.426,10.1844
-255.125,9.85765
-266.849,5.34746
-262.766,7.87384
-264.119,4.35212
-246.231,4.81183
-245.286,6.16524
-233.351,4.96098
-270.363,6.53198
-251.174,4.76937
-255.738,6.34784
-242.762,4.76672
-242.585,4.34666
-262.116,6.68406
-256.29,4.54896
-248.891,5.97119
-238.668,9.3545
-259.937,9.68503
-239.683,7.11926
-243.494,6.37084
-243.245,9.99788
-233.357,5.80034
-277.505,8.34945
-234.342,7.53573
-247.868,6.55768
-246.135,4.29496
