z,e
-336.465,4.86716
-291.769,6.05708
-336.979,5.33459
-308.308,5.77859
-328.242,3.19124
-315.834,3.80189
-322.331,3.17747
-299.249,3.28055
-292.465,3.12443
-304.818,7.17495
-291.91,5.82765
-337.165,3.20188
-291.574,5.8428
-327.712,5.02308
-337.702,3.14121
-314.147,5.64471
-311.206,5.70647
-334.963,7.56543
-333.48,5.36546
-317.749,3.63397
-293.537,5.59842
-321.263,3.4472
-291.762,4.76266
-298.686,4.60632
-304.377,4.28121
-326.463,4.27746
-307.005,5.79109
-300.48,6.23462
-318.769,3.46413
-292.777,6.89059
-318.253,3.35044
-291.171,4.87511
-292.53,3.34323
-317.212,5.37723
-291.754,4.51027
-334.137,8.25698
-323.82,7.76997
-325.458,5.58212
-295.257,3.0203
-328.205,5.44207
-317.084,3.27781
-315.018,5.65212
-320.117,8.63301
-326.111,5.51461
-295.752,3.9878
-330.845,7.69388
-299.521,5.56578
-293.198,3.38192
-336.095,5.27358
-291.571,6.12446
-323.77,5.52008
-329.501,3.38865
-315.022,4.55492
-331.651,3.30891
-306.838,5.7963
-290.795,6.02321
-290.512,5.99854
-330.533,4.23551
-336.448,7.52066
-317.541,3.68262
-318.229,5.62005
-315.159,8.57743
-316.476,6.03906
-302.25,4.9488
-328.647,3.26921
-334.694,5.27212
-325.768,7.68836
-303.996,6.15146
-310.957,6.13535
-328.984,5.44544
-294.867,4.23118
-304.863,3.76221
-337.744,5.29653
-297.906,5.93057
-312.212,5.75765
-306.174,8.0905
-332.22,5.4853
-325.486,5.51613
-331.841,4.91943
-337.155,5.28914
-303.94,3.66856
-290.877,5.73982
-338.254,5.23288
-307.15,5.74219
-333.48,5.33483
-312.17,3.61496
-301.264,3.41082
-317.84,6.64542
-300.9,6.44548
-313.764,3.64654
-319.934,4.5024
-328.997,7.66939
-304.185,5.85196
-308.606,5.84237
-338.735,3.04151
-307.307,3.06865
-331.398,5.32553
-322.256,7.82049
-321.05,5.46697
-292.373,8.27135
-326.333,5.4499
-324.419,5.44181
-310.294,3.1294
-291.688,4.11169
-306.691,3.71362
-324.013,5.48072
-301.244,5.29223
-305.217,5.36159
-308.42,5.75327
-329.493,3.41824
-316.79,4.44392
-331.82,5.32439
-334.772,5.33883
-335.401,5.27057
-322.16,5.53087
-301.875,8.24134
-312.076,3.61421
-317.494,5.64948
-299.136,5.58372
-333.457,3.14658
-319.367,7.39501
-292.819,4.00646
-306.424,4.13573
-299.365,8.18704
-303.625,8.15181
-291.956,4.80385
-333.66,5.01377
-316.373,5.62925
-319.406,5.44901
-297.589,4.52311
-305.085,6.96863
-324.316,3.42366
-293.931,4.44339
-315.562,7.88132
-297.095,5.54455
-293.479,3.36166
-304.941,8.99426
-317.992,3.39099
-310.18,5.7324
-293.437,3.36004
-302.509,3.92233
-311.22,3.67773
-325.636,5.47267
-300.653,6.34469
-301.032,4.72455
-292.173,3.14481
-317.821,3.00117
-319.35,4.40982
-323.78,5.16453
-332.597,5.33316
-308.506,5.73209
-308.524,5.8414
-303.534,3.58292
-335.671,3.09617
-322.716,5.65839
-291.932,3.73276
-301.414,3.24645
-328.083,5.37531
-334.259,3.50794
-302.788,5.81332
-302.985,5.27388
-308.58,4.31652
-319.971,8.77074
-319.699,5.03731
-308.558,4.13508
-303.283,6.72749
-291.15,5.65078
-299.978,4.76946
-299.397,5.88632
-317.549,5.65524
-336.477,8.28473
-321.813,3.53925
-324.632,3.44062
-323.308,5.50762
-293.82,6.05218
-305.219,8.77339
-295.388,6.36922
-295.159,8.76098
-300.22,3.8621
-320.615,5.22472
-338.33,7.55314
-328.951,5.35455
-296.417,6.04341
-331.375,5.31268
-339.089,5.20081
-313.135,5.76462
-330.346,3.38112
-297.802,5.98149
-292.677,5.77442
-308.488,4.7215
-331.319,6.63081
-317.269,5.36994
-295.19,4.81023
-316.502,4.08814
-317.673,5.91012
-328.758,5.39226
-337.5,5.55341
-333.633,5.28131
-297.645,3.85253
-313.558,5.68708
-291.23,4.6858
-308.308,3.57815
-337.296,4.77354
-293.832,4.51551
-299.462,5.89592
-303.053,3.78087
-322.62,3.46486
-330.832,3.16884
-296.945,6.03263
-296.781,8.25234
-294.873,4.53491
-292.202,3.76317
-297.469,5.92937
-301.253,8.13404
-298.144,3.91916
-332.058,5.69983
-307.093,5.82756
-321.079,5.56832
-319.894,5.64901
-303.984,5.93194
-301.098,4.62702
-323.718,5.50314
-309.266,5.63115
-311.41,3.51583
-320.419,8.2855
-322.965,5.59667
-295.966,3.3519
-323.916,5.12069
-298.779,8.25982
-309.61,3.76424
-303.575,4.96756
-326.054,5.50425
-293.81,3.77241
-321.96,3.39448
-327.869,8.68422
-321.952,5.51193
-318.894,7.94055
-293.324,3.42353
-319.798,7.82121
-332.796,3.07125
-301.052,3.63368
-306.334,5.75991
-296.884,4.4092
-293.879,6.0409
-292.002,3.2315
-320.211,5.517
-301.474,8.78768
-336.075,3.26743
-291.032,6.00149
-328.877,3.61187
-302.529,4.46652
-313.948,3.56523
-298.754,3.75466
-316.056,4.94962
-317.384,5.56557
-317.711,4.6412
-332.24,5.39993
-330.32,3.64263
-294.362,5.98182
-326.243,3.24789
-333.626,5.30969
-295.097,3.39429
-306.399,5.88921
-311.5,8.76233
-315.545,5.71351
-301.883,4.29424
-314.479,4.03573
-293.051,3.86691
-320.464,6.3537
-321.361,5.18069
-318.856,3.77671
-336.811,3.0824
-293.146,4.58889
-322.7,4.02263
-301.012,6.21686
-318.479,6.9436
-297.086,4.26845
-329.913,5.37377
-319.882,3.99338
-334.344,5.30517
-292.853,4.55398
-317.091,5.61113
-296.641,6.02328
-291.722,3.46207
-311.465,3.67673
-320.456,5.18588
-304.711,3.2598
-303.723,3.40836
-326.75,5.86487
-293.827,5.64315
-298.595,3.09662
-300.815,3.86801
-303.661,3.66926
-315.906,6.10246
-317.315,6.654
-297.488,3.1577
-309.974,3.64052
-307.614,8.92354
-331.989,3.04104
-291.972,6.01529
-329.453,5.0187
-333.05,8.17242
-321.565,4.89991
-312.623,3.69737
-328.699,5.28699
-303.406,3.50365
-311.918,7.69248
-329.907,3.2545
-315.42,3.3063
-316.305,3.49965
-298.796,3.88106
-297.733,8.15843
-335.001,3.08367
-307.371,3.43297
-329.294,7.64614
-336.703,4.55676
-296.467,4.94744
-310.935,7.92025
-291.24,3.93389
-319.179,7.34935
-301.971,5.82528
-291.676,3.45378
-308.129,8.81074
-337.125,5.59094
-318.881,4.93611
-295.141,6.02731
-315.939,5.66543
-292.106,5.99871
-327.887,8.42715
-306.995,4.28032
-327.185,5.99853
-290.884,8.21557
-295.563,5.56797
-294.076,4.72816
-310.979,6.26173
-334.338,6.73194
-330.951,5.29735
-300.071,3.89946
-292.302,6.09101
-323.595,8.02042
-291.949,6.05376
-322.578,3.73051
-306.6,5.85661
-295.804,5.67164
-326.332,3.23913
-295.123,3.81136
-307.977,6.24923
-331.316,5.39672
-301.922,3.61988
-329.937,5.35545
-327.736,7.74557
-336.945,5.31065
-291.436,5.31727
-301.491,7.88955
-302.656,5.90542
-338.144,3.1137
-338.098,7.41876
-321.19,5.58077
-298.681,5.97141
-293.151,6.06381
-316.59,5.65216
-308.109,5.10632
-329.402,3.37808
-335.72,3.2343
-301.275,5.57817
-328.972,7.63105
-303.244,5.79779
-318.158,7.81432
-303.771,5.79418
-310.414,4.03632
-307.769,3.48937
-319.874,7.79762
-301.118,4.64468
-335.648,7.24034
-317.243,3.42061
-310.204,3.39879
-327.663,3.17346
-292.79,5.59992
-320.925,6.32206
-300.479,8.20238
-297.895,5.58878
-319.133,3.49716
-331.057,5.3942
-311.094,3.18592
-290.647,6.90305
-318.836,4.88206
-307.482,4.531
-336.415,8.32549
-339.085,3.38561
-307.07,5.84033
-303.737,5.4613
-333.751,4.36443
-291.876,4.54154
-333.35,4.16051
-330.176,7.7091
-291.491,8.3014
-318.579,6.23867
-315.581,5.30631
-310.037,5.36594
-306.948,3.76196
-325.725,8.17376
-318.336,5.19084
-332.471,4.95989
-324.138,5.43206
-300.934,4.24682
-336.105,5.26819
-291.338,6.13756
-318.211,5.5657
-323.985,4.84193
-305.027,5.42545
-321.79,3.03951
-321.267,5.55874
-295.723,8.23352
-330.349,3.78963
-322.04,6.05025
-315.624,3.69202
-305.885,5.72809
-294.589,5.90283
-291.002,5.9005
-323.336,5.52582
-337.008,4.87688
-335.036,5.32238
-335.653,5.33721
-296.305,5.52155
-298.217,4.80288
-326.149,5.83513
-303.271,3.40982
-299.662,8.35047
-327.571,5.50553
-324.196,6.12047
-306.276,7.83212
-316.586,3.06743
-295.901,5.46161
-313.1,5.21336
-328.323,5.80863
-323.963,4.94146
-337.997,4.89081
-293.963,6.00055
-328.726,3.33168
-292.482,8.56297
-296.409,3.94991
-321.275,3.35258
-334.13,5.71655
-326.656,5.4398
-300.358,5.87188
-322.754,3.19384
-302.646,4.3653
-310.005,5.73635
-330.517,5.38092
-299.03,4.7521
-321.211,7.17947
-328.484,5.38474
-301.597,3.64531
-300.317,8.38548
-320.493,5.54662
-296.847,3.4534
-291.835,8.18099
-298.735,3.89394
-321.35,3.46911
-302.239,5.10408
-308.121,4.26359
-322.694,4.53748
-317.984,4.50232
-302.723,5.84015
-332.585,7.92424
-315.422,7.9967
-291.832,3.83634
-311.892,3.6605
-312.837,3.50914
-337.339,5.2541
-295.169,6.96482
-292.18,4.05187
-298.681,6.75059
-308.956,3.60875
-308.173,5.17724
-296.689,8.23471
-336.262,7.5506
-320.475,6.41149
-297.95,5.91561
-312.446,5.70003
-291.443,6.69211
-329.877,3.34945
-310.503,7.86443
-304.212,5.87965
-338.443,5.8732
-293.52,4.87386
-329.082,5.36458
-312.064,5.31586
-316.172,5.66313
-297.878,5.89711
-293.017,8.64862
-335.584,3.76641
-295.506,5.96645
-300.938,7.41618
-320.557,5.25589
-301.058,3.82365
-306.563,3.04817
-329.406,4.96899
-297.791,5.57759
-290.59,8.53736
-321.89,5.57033
-294.255,4.24633
-324.699,5.85855
-335.003,5.4919
-299.712,8.44831
-333.711,5.33085
-292.156,3.88698
