z,e
-211.333,7.39714
-186.013,7.81769
-184.931,6.65253
-186.411,7.55275
-173.364,6.90094
-204.463,7.63983
-197.515,6.55794
-198.306,7.16273
-214.708,7.31836
-193.961,6.52423
-182.374,8.41475
-200.058,7.56547
-197.089,6.38304
-183.284,7.50098
-177.536,8.0776
-202.509,8.38412
-192.699,7.52922
-191.944,7.72369
-202.319,7.16525
-196.224,7.35178
-173.336,6.81742
-175.319,8.01331
-180.895,7.37112
-190.767,7.74163
-212.436,6.96146
-181.985,7.94016
-211.953,6.92827
-174.454,7.69175
-200.128,7.17182
-196.492,7.73313
-199.039,7.60267
-202.655,7.87248
-210.632,7.07012
-195.28,8.7613
-173.168,6.88968
-187.601,7.41881
-180.469,6.64234
-182.456,8.53961
-200.431,7.22889
-178.416,7.98854
-197.015,8.61374
-198.695,7.13564
-198.597,7.22875
-216.983,7.76507
-200.246,7.08083
-201.929,8.19933
-180.659,6.93203
-210.937,8.52301
-209.588,7.43391
-192.307,8.42886
-179.491,7.95647
-186.688,7.85137
-180.835,7.65067
-198.647,8.46467
-188.592,6.32305
-207.01,6.65088
-182.082,6.87263
-196.616,6.43837
-189.833,7.72741
-178.326,7.02556
-214.874,7.68496
-179.204,8.78413
-216.912,7.01037
-185.611,6.74328
-190.809,7.11563
-197.047,7.63829
-210.353,8.14422
-208.467,6.45754
-177.791,7.98198
-193.405,7.19984
-181.787,8.01022
-195.774,8.03827
-203.57,7.14358
-196.393,8.43248
-187.906,6.65517
-196.063,6.97836
-190.13,7.39243
-216.823,7.36994
-195.811,8.17818
-190.121,7.10831
-201.382,7.19157
-205.299,7.29639
-191.311,7.79397
-214.699,7.2701
-202.975,7.12989
-213.918,7.90675
-209.216,8.29114
-207.973,7.12945
-206.889,7.50671
-184.164,7.533
-210.445,7.13178
-207.434,6.39634
-207.119,6.05211
-186.232,6.82758
-216.268,7.29265
-209.706,8.90169
-186.955,7.83095
-197.768,7.58139
-206.487,7.53469
-206.472,7.35877
-186.441,6.32548
-198.116,8.12546
-173.235,6.90948
-209.088,7.19024
-191.359,7.78798
-197.613,7.34374
-187.122,7.87337
-172.653,6.88793
-178.537,8.18368
-206.398,7.45973
-206.179,7.45889
-174.468,8.08913
-178.757,8.02685
-183.05,7.38345
-172.565,7.78455
-186.591,7.37209
-195.159,7.1453
-217.815,7.89706
-172.178,7.30946
-190.176,6.57742
-173.129,8.13275
-197.562,8.56352
-204.047,7.15319
-202.035,7.57663
-196.299,7.28444
-195.929,6.49013
-205.877,6.50362
-183.88,7.82952
-204.867,6.35302
-214.294,8.52011
-199.766,6.54217
-194.926,7.66849
-189.639,7.38921
-177.514,6.52091
-203.471,6.55952
-216.881,6.89501
-209.739,7.03912
-187.74,6.45758
-187.184,7.05514
-179.429,8.03157
-202.694,7.4482
-200.088,7.56175
-203.428,8.22088
-211.53,6.30759
-209.941,6.729
-215.974,6.94938
-192.134,7.52645
-215.073,6.63167
-172.495,6.55896
-216.022,6.33417
-178.073,8.08321
-189.901,8.17223
-172.658,8.9641
-205.844,8.96992
-203.451,8.61693
-176.133,6.49588
-209.699,7.42749
-189.344,7.45266
-217.072,6.85401
-182.209,7.93312
-210.719,6.99538
-210.732,6.60632
-207.768,8.223
-185.229,8.28051
-214.13,7.25902
-201.691,6.46797
-184.838,7.24786
-197.909,7.3583
-204.698,6.77305
-192.837,6.41133
-180.054,6.95576
-179.435,6.6459
-202.237,7.44122
-202.932,7.44424
-199.97,7.52699
-216.671,6.01597
-209.543,6.8975
-204.906,7.59005
-193.918,7.65804
-201.462,7.9996
-179.735,7.96566
-208.624,7.02792
-206.574,7.02766
-205.806,6.46784
-189.99,7.0089
-196.954,6.61363
-209.401,7.3535
-199.917,8.44808
-177.307,7.76543
-177.123,7.98692
-207.014,8.87529
-213.188,7.32661
-179.327,7.92012
-176.414,7.89959
-199.221,7.2737
-213.15,6.91363
-184.412,7.94983
-188.433,6.7446
-211.577,7.39286
-208.803,7.50813
-187.04,7.79676
-180.56,6.43449
-216.077,6.8825
-193.122,7.36514
-203.358,8.50348
-185.07,7.85174
-195.9,7.96029
-210.774,6.12858
-183.967,7.39672
-205.155,7.5792
-212.548,7.28931
-215.588,6.89816
-183.347,7.00012
-210.369,7.1904
-184.027,8.04
-199.358,6.43361
-211.421,6.18005
-204.317,7.18507
-214.183,7.45652
-194.731,8.9574
-180.793,7.50362
-194.683,7.36568
-176.92,8.92741
-175.292,7.25567
-183.216,7.95615
-187.228,6.53333
-208.379,7.19934
-189.263,7.71431
-179.07,7.6312
-176.832,7.59428
-184.129,7.3076
-187.513,7.77176
-174.611,7.69854
-207.139,6.09602
-213.883,6.93918
-211.306,8.92846
-191.533,7.38535
-198.414,7.22564
-183.591,8.63871
-199.38,7.58779
-209.715,8.94657
-175.614,8.01272
-209.02,6.22028
-204.138,7.10026
-189.827,7.76189
-201.804,8.60059
-207.059,7.09014
-208.432,6.25319
-180.006,8.61508
-180.504,7.96777
