z,e
-372.806,3.61161
-394.1,4.29226
-355.35,7.33001
-365.211,2.21566
-372.367,2.2991
-354.345,4.71641
-394.462,3.6787
-393.759,4.51453
-362.505,3.8045
-390.462,6.6264
-373.005,1.91705
-364.837,3.69454
-376.46,4.77869
-367.088,2.50457
-391.119,4.43997
-382.133,5.74732
-394.691,4.47177
-358.386,2.76174
-376.394,4.42879
-366.531,2.28344
-355.123,4.01277
-361.805,4.9395
-398.848,2.90692
-385.148,4.59546
-353.194,4.65292
-384.408,4.66435
-397.833,4.32822
-360.95,4.97233
-352.495,7.71673
-354.5,5.07821
-376.275,4.23345
-362.251,7.5235
-366.363,4.8534
-352.849,2.67632
-361.427,7.31416
-370.143,3.86446
-391.246,2.393
-379.9,4.66642
-372.127,4.79557
-371.097,4.51742
-352.921,7.52324
-396.806,4.442
-397.902,3.94946
-372.878,4.78485
-399.027,4.0184
-365.599,6.93806
-360.764,2.70455
-377.57,2.84946
-386.389,4.26322
-392.695,3.78848
-395.633,4.71772
-371.601,4.88745
-365.687,4.96874
-389.608,6.79611
-379.579,4.61624
-395.461,6.77644
-391.226,5.01704
-357.462,4.36911
-390.945,4.47177
-396.939,6.228
-359.035,2.56298
-366.419,5.6944
-392.376,3.78538
-364.789,2.25378
-379.236,3.49119
-353.664,4.80695
-361.282,8.0936
-389.436,5.23947
-385.579,4.45759
-372.614,5.14376
-374.33,7.00132
-388.821,4.49583
-375.758,4.69929
-376.635,4.72106
-381.801,1.82808
-376.623,4.74491
-383.064,3.51683
-398.197,2.90723
-350.599,4.26558
-380.638,2.32606
-354.162,8.14329
-364.436,4.94023
-360.379,2.90721
-398.31,4.39105
-359.877,5.08584
-386.827,4.06985
-366.353,7.66941
-363.11,7.34581
-375.611,5.13923
-355.86,2.86041
-370.294,5.2008
-377.481,3.32975
-390.44,6.67998
-395.972,3.1641
-389.956,6.23769
-352.797,6.07036
-363.921,4.788
-369.305,6.69708
-385.869,6.84208
-361.032,4.93279
-359.316,5.03326
-356.859,4.79276
-361.246,5.03258
-370.819,2.15787
-357.639,6.61229
-377.924,4.79778
-386.423,4.18113
-374.451,4.16128
-369.048,5.07551
-378.125,4.31598
-398.82,5.71868
-385.152,4.92136
-354.165,2.10331
-388.028,4.21638
-386.028,4.38133
-367.536,4.14575
-389.641,4.48014
-357.288,5.13441
-380.645,3.14643
-362.681,5.00558
-388.692,5.01551
-386.505,6.89063
-397.805,5.56877
-378.955,2.76766
-380.654,3.44414
-381.936,6.91816
-388.275,2.71237
-352.631,5.25616
-367.209,4.9143
-371.842,1.76709
-355.421,2.22872
