z,e
-264.853,9.05991
-270.621,6.61225
-272.8,6.58949
-270.915,6.87404
-237.706,6.76963
-277.163,4.35595
-265.551,5.51443
-240.329,6.98796
-243.862,7.13502
-276.817,5.45935
-250.635,6.05897
-259.354,6.74929
-271.35,8.81811
-255.879,4.24175
-262.212,5.51272
-255.748,6.90596
-246.548,6.6303
-256.792,6.89804
-240.249,8.78236
-238.535,6.74082
-252.989,4.78138
-237.053,5.65701
-231.656,4.68266
-277.852,6.41585
-244.498,4.80818
-240.788,6.88785
-244.427,6.98845
-277.062,4.78764
-266.786,6.64836
-277.969,5.97505
-268.076,10.0617
-260.525,6.41716
-234.297,9.47197
-235.205,10.1394
-238.261,4.20284
-246.046,5.82786
-236.051,7.25795
-260.211,6.87517
-249.202,6.14928
-269.998,6.97175
-233.777,9.62697
-268.155,6.57735
-272.254,7.16874
-255.418,6.78791
-235.587,7.23851
-237.32,8.16848
-268.896,6.6932
-270.16,4.71581
-238.384,4.97792
-278.374,4.60039
-261.367,4.70914
-277.268,6.79465
-265.314,8.6798
-239.137,5.1425
-250.283,4.86765
-277.67,4.46505
-263.562,6.77544
-273.125,4.97896
-250.687,6.92916
-238.859,9.79809
-234.496,6.30847
-260.167,5.64343
-244.156,4.13744
-246.649,7.11972
-258.967,6.02825
-249.81,4.49275
-278.401,5.69815
-271.649,9.73155
-265.64,4.78301
-260.592,6.46367
-269.767,6.67822
-234.023,7.30975
-251.632,4.30565
-242.711,5.11556
-268.321,5.46375
-277.403,6.54027
-236.61,4.60243
-251.095,7.39784
-241.907,5.56089
-238.394,6.74128
-274.207,4.25387
-264.089,4.04573
-237.799,5.12471
-256.185,5.99557
-233.605,5.277
-259.751,4.64476
-267.702,6.62677
-239.684,6.70579
-261.056,9.40391
-232.839,7.33924
-268.394,4.23896
-258.588,4.52958
-271.588,6.44967
-239.011,5.0063
-271.378,6.2316
-256.12,6.48229
-273.737,4.86374
-243.24,7.85368
-267.744,6.30428
-266.807,3.85021
-248.124,6.59977
-276.562,6.12638
-250.814,4.86365
-242.701,7.43189
-253.447,6.58497
-247.218,7.59538
-265.357,6.62323
-256.369,6.3889
-241.982,6.71832
-266.976,6.26999
-233.905,6.87202
-234.328,7.03917
-276.366,3.56528
-270.345,6.61687
-276.998,6.43464
-260.856,4.18017
-273.292,9.38298
-257.164,4.88806
-266.671,6.26568
-253.414,5.31809
-251.388,9.90221
-273.839,6.46615
-248.567,6.51429
-242.499,9.97555
-273.11,4.03506
-237.333,4.85249
-231.72,6.92403
-274.359,6.5585
-260.331,9.08601
-268.86,7.59321
-239.338,6.58742
-248.643,7.0391
-256.161,4.65904
-231.401,7.23121
-263.775,9.89665
-232.058,4.6586
-262.983,7.55875
-248.547,4.99764
-260.148,6.72082
-243.365,4.86679
-278.395,4.9008
-243.18,8.15239
-242.596,6.80289
-241.991,7.21207
-261.315,5.379
-275.652,4.31983
-256.917,8.70118
-268.194,5.84822
-241.16,4.11338
-250.579,6.17455
-268.533,6.22264
-269.784,8.19619
-262.354,6.6606
-250.032,4.74353
-250.287,4.84584
-268.539,9.81523
-244.881,6.61855
-247.221,6.75235
-255.325,4.09515
-232.52,4.16967
-245.194,4.97677
-236.666,10.1082
-265.93,4.58391
-269.31,5.42716
-259.795,6.86348
-269.654,4.86314
-249.653,10.0052
-264.047,3.79103
-276.49,7.20287
-264.031,4.0119
-246.562,5.23206
-249.341,5.64456
-270.602,6.60979
-244.387,10.0902
-255.776,4.12203
-270.191,5.0849
-232.707,6.82462
-276.011,6.1277
-258.71,6.53314
-238.573,7.14199
-269.063,6.63874
-231.886,6.11019
-278.72,4.9312
-253.197,7.80927
-278.076,4.1206
-251.846,6.96568
-268.695,6.55392
-246.217,7.08131
-241.1,7.17931
-256.19,5.74171
-249.405,10.1111
-242.122,4.44933
-236.432,6.92516
-249.127,6.96007
-238.595,9.47673
-274.276,6.50689
-245.542,9.95376
-277.024,6.10601
-268.952,6.65797
-258.5,7.31358
-244.408,8.20024
-252.793,6.86395
-255.75,6.86963
-271.16,6.46001
-249.682,6.5366
-267.314,6.72075
-237.639,5.15641
-273.857,8.16603
-248.678,4.4787
-251.444,4.27926
-271.802,8.86729
-255.882,3.98209
-244.086,4.98492
-271.787,6.54508
-263.858,6.5609
-264.964,10.0817
-243.647,5.80144
-239.577,6.00174
-270.061,5.58697
-255.8,5.71787
-265.405,6.43095
-266.595,4.13077
-262.735,6.35739
-278.664,5.73089
-243.484,6.7415
-274.516,6.53621
-241.316,4.9734
-253.021,9.76621
-241.055,9.45312
-258.946,6.7162
-248.774,4.80578
-244.722,4.89165
-256.534,4.73892
-252.002,6.76812
-237.819,7.15085
-272.229,6.65712
-241.493,9.11281
-271.44,6.51665
-270.591,9.77095
-265.03,4.00976
-233.735,9.06151
-272.027,3.7727
-278.288,9.45957
-240.621,4.91138
-253.288,6.63052
-251.398,4.80026
-247.381,6.59396
-248.845,5.31478
-259.464,6.28194
-267.83,7.67916
-265.721,5.47433
-245.058,5.62392
-273.713,9.4718
-275.874,6.09797
-249.115,5.38312
-238.334,4.36678
-256.161,4.53843
-234.678,5.68336
-231.173,6.85418
-267.055,6.22011
-236.667,7.1856
-262.588,7.00762
-249.13,7.37465
-243.664,4.78991
-258.896,3.79963
-245.087,4.10906
-260.923,6.7428
-252.113,5.41473
-269.219,6.58552
-239.886,5.16615
-231.842,5.03472
-256.168,4.97941
-253.15,4.7939
-238.306,7.12624
-269.219,4.02511
-266.941,6.69366
-265.888,5.45399
-267.548,6.27503
-274.207,6.39491
-241.536,7.1011
-244.095,6.67867
-268.674,8.37073
-247.168,4.55467
-233.423,6.87276
-275.279,6.2885
-236.97,6.8871
-246.859,7.46782
-255.697,4.92604
-272.527,6.68341
-242.793,6.81878
-239.644,7.19014
-250.661,5.38113
-270.518,5.2539
-240.519,6.46907
-253.508,6.924
-231.645,5.19139
-231.061,6.69498
-256.173,6.45986
-258.735,6.06699
-262.115,5.52495
-264.969,9.77691
-258.807,5.45565
-246.27,5.23116
-232.291,6.89785
-277.244,6.15217
-267.699,6.65618
-256.04,6.34478
-247.806,6.59877
-246.476,4.53901
-247.066,7.08514
-258.218,6.77992
-232.638,5.7146
-269.501,6.61608
-256.132,4.43402
-256.056,4.26549
-237.637,9.48707
-255.133,5.4226
-239.465,5.03296
-267.685,5.42762
-258.668,6.18662
-247.343,4.62942
-262.549,6.42159
-258.92,6.36227
-255.695,6.23983
-258.504,7.71485
-251.826,5.69459
-264.202,4.9732
-233.753,7.53847
-245.849,4.6289
-271.286,4.28285
-266.538,6.32492
-237.569,9.20153
-238.847,9.45305
-261.766,7.34616
-249.361,7.0017
-272.494,4.98077
-272.114,6.90366
-235.201,6.22162
-269.754,8.9457
-268.331,5.18807
-236.647,6.71271
-269.569,6.62568
-261.291,4.5443
-262.402,5.52462
-269.979,5.39732
-255.067,4.34737
-256.118,6.15557
-262.1,4.75192
-249.266,6.95576
-257.648,8.67447
-276.349,5.01453
-242.431,7.4395
-242.582,7.00866
-271.559,4.39931
-242.493,6.30091
-245.819,5.56557
-232.491,4.6147
-242.663,7.18324
-235.211,6.37885
-264.488,6.59353
-262.059,5.07711
-235.564,5.02989
-278.217,6.22701
-258.84,7.09424
-273.515,4.49099
-260.559,5.59668
-258.709,4.69509
-252.521,5.42464
-250.068,6.95458
-264.43,6.35166
-256.452,6.25624
-239.175,6.70332
-235.507,5.89154
-252.702,7.98277
-274.919,6.0323
-266.283,8.13514
-241.767,7.07598
-253.414,6.50462
-275.882,6.43393
-255.246,6.33797
-273.973,5.13746
-250.515,6.9356
-262.331,5.09529
-246.294,4.90148
-277.138,3.56726
-248.949,4.82877
-246.286,4.74939
-262.19,3.89502
-270.945,3.89213
-242.408,10.1135
-252.552,4.82134
-258.666,8.99951
-252.159,5.65441
-251.112,6.13708
-248.394,5.0781
-245.144,5.4966
-236.325,6.20003
-273.259,6.56534
-250.121,9.24918
-243.94,6.69227
-258.658,4.59355
-261.14,6.79102
-231.092,4.3566
-274.044,6.19626
