257.941083   0.043832
254.725773   0.103500
251.516540   0.113653
271.442389   0.128937
249.779784   0.153538
257.120581   0.966634
256.892793   0.019422
251.548350   0.004343
253.746930  -0.064215
256.941677   0.149816
230.209638   0.048296
 1.000000   0.000000
231.298885  -0.017043
248.146517  -0.022792
231.979247   0.104250
247.572303  -0.166548
267.742705   0.140952
252.029603   0.231836
312.846046  -0.509448
252.335673   0.023731
261.924403   0.015345
253.241725   0.167469
282.413601   0.135443
245.483833   0.479289
