3.11	12.8	
2.36	49.2
2.40	50.3
1.94	36.3
2.30	68.3	
1.00	0.00		
2.62	1.13	
2.68	-14.3
2.51	7.68	
3.09	28.3	
2.56	9.25	
2.49	2.09
2.60	5.86	
2.58	1.18	
2.38	12.7	
2.84	-1.12	
2.29	-1.29	
2.12	-9.26	
2.53	18.0	
2.32	-16.8	
