z,e
-232.029,6.30445
-245.796,4.92344
-255.933,8.92171
-273.258,4.20018
-278.497,6.18233
-253.511,4.60001
-236.117,5.71318
-256.842,7.94303
-271.746,6.40258
-248.208,6.59297
-239.786,6.99221
-262.289,4.4363
-239.949,5.78752
-275.683,4.98951
-274.887,5.40169
-264.016,7.79991
-241.281,4.15566
-254.651,4.28691
-264.229,8.44415
-242.226,6.89175
-259.123,4.15504
-272.316,6.31808
-237.731,6.06868
-268.386,6.04604
-259.028,6.71309
-259.738,5.01462
-248.297,4.72258
-235.043,6.96406
-260.731,4.44638
-258.039,9.76085
-275.427,6.28594
-252.355,6.34583
-275.902,4.17295
-244.603,4.93227
-276.121,6.11616
-234.562,6.71821
-258.102,6.3325
-276.8,6.77794
-276.142,3.9484
-232.561,5.39402
-273.648,6.0304
-247.519,7.73916
-243.529,9.27816
-243.13,5.87568
-260.639,6.25983
-239.9,8.14439
-243.927,6.54932
-232.847,7.18909
-244.046,6.59812
-268.624,4.20417
-259.804,6.68455
-251.62,4.82256
-248.393,6.45571
-249.388,6.4068
-263.75,5.63232
-239.863,6.84759
-258.584,5.70446
-257.674,6.53729
-243.445,9.15234
-234.729,6.60619
-254.584,5.63233
-272.159,6.05768
-246.015,5.3669
-279.174,3.92755
-250.808,7.34537
-257.783,4.58767
-276.856,4.0172
-266.056,4.38245
-236.838,7.02549
-237.749,6.56452
-261.911,6.52214
-260.067,3.97365
-268.011,5.98719
-246.492,9.07444
-255.766,6.73597
-253.321,4.47734
-278.667,3.67297
-255.348,6.72359
-249.5,6.50051
-263.496,4.51621
-247.819,6.79729
-274.765,9.20542
-261.875,4.46609
-268.435,6.49057
-266.796,4.31564
-254.062,6.64251
-251.097,6.91303
-234.197,6.86059
-261.044,4.50563
-235.074,5.0048
-261.99,6.45674
-249.674,6.7056
-252.935,6.77468
-254.169,7.5826
-268.89,5.04264
-246.024,5.22659
-274.682,5.30595
-272.125,6.42046
-246.328,6.60314
-256.079,6.54744
-251.769,6.84837
-250.783,9.02026
-258.486,6.21096
-272.934,5.15844
-259.587,6.73108
-237.102,4.56293
-241.198,6.93226
-233.05,7.04216
-240.231,4.86664
-253.587,8.768
-262.995,4.23164
-249.937,4.36599
-252.805,4.13372
-274.074,6.23983
-262.296,5.34885
-276.015,5.12722
-259.712,5.27086
-232.72,7.09542
-270.72,6.27161
-252.196,6.72898
-258.441,6.68349
-248.841,6.73984
-234.314,6.36972
-246.266,6.96598
-237.783,5.88943
-258.987,4.18008
-274.22,4.93717
-267.109,4.25035
-253.287,6.78289
-232.764,6.5883
-242.862,4.13389
-241.939,6.57677
-269.287,9.82484
-268.133,4.23271
-245.503,5.39132
-245.616,4.87839
-246.216,4.18576
-233.043,4.89518
-239.991,7.03422
-245.483,6.83751
-242.564,6.93427
-252.812,3.88998
-250.1,3.93476
-266.334,10.2266
-247.295,8.49811
-260.661,3.97955
-259.409,6.65551
-267.334,6.5024
-258.68,5.72493
-257.564,5.75678
-234.603,4.36671
-249.689,6.83078
-254.987,4.82473
-263.017,4.15323
-242.286,9.92752
-270.916,5.90304
-267.504,6.02457
-242.298,6.83014
-248.787,6.40893
-278.152,4.90484
-239.286,7.86691
-239.55,4.94441
-274.876,6.20108
-270.182,5.65332
-251.562,5.17873
-257.675,4.53207
-251.48,8.17848
-266.125,4.37885
-254.036,4.68107
-261.762,6.63351
-233.173,6.69794
-234.709,7.04272
-277.819,5.83678
-274.146,6.24084
-262.29,6.61212
-278.675,6.19682
-278.357,4.17155
-261.572,4.31465
-267.585,6.90634
-276.443,6.00144
-272.851,5.47251
-245.454,4.88774
-243.41,5.70007
-232.674,5.4936
-246.399,6.96966
-256.169,3.98317
-266.876,5.32006
-256.896,6.35121
-260.444,6.73176
-264.871,4.45344
-273.56,4.16409
-248.679,4.68259
-275.687,5.95893
-246.881,6.945
-244.913,6.57122
-265.82,6.31339
-236.495,7.00836
-257.285,7.83046
-237.536,5.44238
-235.81,4.91303
-271.754,6.08439
-261.611,6.46937
-264.915,6.65636
-233.569,6.8011
-268.058,6.12851
-260.982,6.46931
-266.993,6.50648
-268.788,6.30819
-265.276,6.60431
-254.147,6.63913
-267.345,4.34617
-270.671,6.4817
-242.169,6.94218
-257.983,6.64105
-264.581,7.97415
-265.403,5.27298
-274.023,6.28062
-255.49,6.83535
-275.73,3.64054
-245.495,6.51642
-240.372,4.87875
-245.144,4.64295
-246.91,6.52559
-261.8,8.3246
-236.524,5.62255
-268.355,5.34935
-274.19,4.22668
-254.141,9.78251
-265.893,9.33826
-256.794,5.53815
-235.823,7.07845
-259.721,4.5493
-241.419,4.84325
-272.797,4.16772
-274.515,5.94099
-242.749,6.93599
-263.081,7.77811
-236.057,7.53109
-274.715,10.2626
-262.047,6.27467
-263.31,5.76205
-246.316,6.90704
-261.458,6.65252
-272.456,4.25773
-235.912,4.61824
-265.407,6.44454
-270.411,6.4219
-245.067,4.31002
-274.044,6.45829
-238.837,6.50246
-263.652,4.17323
-241.499,4.8497
-275.033,5.85544
-271.345,8.80583
-270.779,9.11164
-261.585,6.15929
-246.942,4.94805
-257.244,10.604
-253.197,4.73166
-258.954,4.58687
-255.998,6.4277
-257.592,5.12319
-235.742,7.04941
-249.898,7.18676
-252.814,4.5284
-270.089,4.30215
-240.971,6.89857
-264.231,4.28552
-240.45,4.92394
-238.396,7.07179
-274.892,3.87589
-253.826,9.13982
-263.897,7.41529
-234.386,7.22913
-262.244,7.00443
-244.283,4.70507
-249.649,10.3672
-246.279,6.80837
-272.215,4.14942
-257.18,4.64057
-260.061,4.61991
-253.746,6.75242
-275.903,3.71334
-238.579,5.77393
-270.994,6.39639
-243.23,6.54594
-270.06,6.48942
-254.366,6.27519
-238.696,8.57454
-259.358,5.65335
-252.37,5.716
-240.187,10.1555
-237.842,7.09741
-265.801,6.46219
-267.154,4.17733
-239.601,5.96454
-269.2,9.50386
-234.794,5.60846
-239.144,4.42058
-264.143,8.96548
-267.846,3.98365
-265.39,4.46185
-253.549,6.70064
-274.68,4.27085
-254.87,6.46392
-248.95,6.69067
-260.387,4.51075
-238.43,5.94902
-249.96,7.97489
-270.996,10.3714
-236.572,6.60684
-276.393,6.42057
-277.416,9.3596
-253.598,6.69697
-248.075,7.01165
-232.208,7.00212
-245.009,6.77715
-242.646,5.41784
-249.346,5.74857
-251.78,5.46363
-269.13,6.67791
-275.535,4.36477
-251.212,4.61153
-265.381,4.48683
-254.572,7.8592
-249.364,7.82005
-235.502,6.27823
-249.514,6.41784
-250.89,9.95125
-230.642,6.10234
-274.603,5.88453
-267.855,9.45826
-243.335,6.77894
-273.916,5.4057
-266.925,5.97488
-275.923,5.93932
-272.934,6.0463
-268.412,4.38693
-238.994,6.95775
-243.559,6.91537
-266.917,5.96653
-269.673,3.65488
-253.373,4.53845
-244.528,5.63658
-259.772,7.6051
-244.205,6.44342
-277.571,4.02151
-259.462,6.38662
-257.761,4.68785
-254.182,6.97564
-246.215,4.23819
-235.583,7.10517
-256.337,3.86849
-262.852,4.62796
-255.535,6.39921
-264.254,6.65456
-258.932,9.13592
-247.785,6.57298
-236.38,7.05542
-261.889,6.48798
-248.45,5.65214
-241.56,9.37136
-255.39,3.89878
-233.752,6.81586
-272.601,6.3203
-269.04,6.55032
-243.064,4.68574
-239.86,5.39989
-262.139,6.1179
-260.094,7.68855
-264.252,6.23515
-248.031,7.86192
-265.298,3.78981
-264.157,4.42101
-258.145,6.16553
-256.878,6.48631
-272.716,6.37808
-244.354,6.45556
-272.964,5.86997
-243.838,5.40371
-239.951,4.70233
-233.158,6.83214
-276.569,5.9759
-258.282,4.642
-279.429,6.01589
-265.567,4.27915
-258.926,5.44567
-271.429,4.06417
-251.719,6.66108
-234.023,9.94489
-248.124,6.25426
-270.584,9.98323
-268.502,4.38166
-232.257,9.52971
-233.076,5.52956
-270.713,4.03749
-243.774,7.7684
-275.361,4.07577
-260.487,6.93742
-270.959,6.43204
-268.059,7.27995
-276.546,6.38061
-244.144,8.67388
-237.087,6.53216
-265.987,6.00576
-265.648,4.33747
-232.339,5.06624
-248.853,6.62053
-259.98,10.1962
-239.385,7.7748
-272.359,5.99231
-272.062,6.39511
-255.932,6.76362
-243.703,4.71011
-278.988,4.07572
-237.413,6.89516
-268.562,6.10061
-262.113,6.60186
-273.818,3.68185
-259.223,6.63766
-255.37,6.74346
-259.497,6.32069
-264.193,6.50179
-234.059,6.61404
-270.902,7.32068
-257.615,3.8936
-255.96,5.17068
-237.891,4.92305
-252.212,8.50115
-274.154,6.24183
-266.565,6.33981
-256.519,6.61895
-252.19,5.19465
-244.987,4.61337
-258.228,5.67124
-278.816,6.01317
-235.249,7.02264
-270.762,5.09092
-252.526,6.70627
-256.273,6.33035
-237.335,6.8337
-233.583,7.15843
-252.122,6.77362
-265.403,6.23813
-272.253,4.33982
-262.864,6.16112
-242.818,6.54542
-247.1,6.74376
-241.677,6.95775
-243.658,7.37739
-276.149,9.42119
-257.474,6.29193
-272.065,7.89875
-259.928,4.32442
-247.214,4.79143
-240.978,6.99836
-232.043,6.66884
-232.524,8.07879
-274.248,4.2216
-270.541,5.94902
-232.701,7.04263
-245.625,5.72301
-238.521,6.99068
-232.681,6.70911
-253.927,4.65931
-266.672,4.35661
-259.42,4.60644
-262.793,4.51082
-242.562,6.96258
