z,e
-276.585,4.46365
-258.053,5.63499
-232.944,4.31902
-275.943,4.39439
-256.173,6.79758
-272.81,3.90176
-273.318,6.57575
-274.374,5.11277
-256.361,6.96473
-238.293,4.39485
-240.592,4.77518
-233.484,6.74114
-249.189,5.78044
-244.754,4.75496
-274.313,9.40858
-274.614,5.15175
-266.187,6.21468
-273.29,6.47277
-236.665,5.51564
-241.029,6.6094
-267.091,4.03245
-237.663,5.89132
-274.544,7.52965
-244.277,6.59424
-273.664,4.19372
-259.081,7.30183
-274.387,3.62191
-264.887,4.77305
-268.881,7.44851
-249.113,5.40561
-278.779,6.30796
-242.389,4.69837
-254.904,4.63872
-232.531,7.20042
-234.274,4.91033
-247.286,7.03428
-246.963,7.49003
-249.177,5.37032
-253.674,5.90492
-250.382,5.02858
-262.06,6.27729
-261.011,7.73065
-270.863,4.31813
-256.816,5.94293
-257.566,6.7549
-276.982,5.08996
-260.199,6.66608
-252.138,6.7823
-275.434,7.52709
-260.027,6.63628
-273.798,5.49208
-252.199,4.72553
-267.463,4.58845
-276.102,5.77274
-258.573,7.42154
-243.236,4.47629
-234.911,7.19604
-248.365,6.93016
-278.694,6.29398
-274.526,5.14018
-254.151,5.54289
-274.473,4.06264
-241.098,4.98503
-278.84,4.13737
-252.149,7.21935
-243.907,7.28426
-235.033,6.998
-254.202,6.94278
-251.454,4.75101
-254.537,4.47496
-262.196,4.98831
-233.412,4.40693
-265.866,6.65376
-241.553,7.83263
-274.182,7.92085
-250.167,4.33826
-264.233,6.27075
-246.354,4.11768
-266.208,4.57786
-253.705,6.74722
-252.637,4.71027
-249.86,6.07446
-275.484,4.15315
-272.036,4.28633
-242.504,7.74382
-231.386,4.82443
-263.247,4.78734
-259.886,6.19965
-237.923,5.08847
-249.795,6.07565
-248.784,4.77953
-273.857,4.43474
-236.224,6.82984
-277.429,4.23374
-274.846,5.80159
-258.858,5.87376
-249.633,5.44315
-256.463,6.39769
-237.853,4.92255
-248.849,8.3651
-267.183,6.6102
-253.743,3.97141
-252.915,4.76577
-271.239,6.54704
-240.516,7.0595
-247.69,4.84851
-240.394,5.98691
-263.395,6.62272
-263.281,5.37656
-251.344,7.54149
-251.354,4.06681
-244.13,5.76463
-265.125,4.35293
-239.484,5.07621
-246.617,6.98272
-233.596,5.50732
-244.246,7.82122
-258.609,6.84475
-263.286,5.34789
-245.769,6.91944
-275.59,4.04494
-277.131,6.40882
-259.886,6.8444
-267.278,6.53068
-260.049,5.09903
-234.097,6.64435
-273.813,6.6056
-268.044,6.15323
-255.592,4.09136
-269.312,7.81438
-256.016,6.03541
-262.019,6.25988
-258.387,6.77024
-273.824,6.05963
-277.779,4.46668
-238.052,7.09583
-242.531,5.51737
-258.272,6.83129
-256.042,8.2447
-244.989,6.71851
-259.589,4.67331
-256.682,4.67893
-251.94,4.68942
-248.737,6.84939
-247.512,6.5552
-266.621,4.9634
-258.2,4.06224
-277.904,4.72293
-270.868,10.7132
-263.263,4.11067
-251.288,4.30391
-238.056,7.06185
-238.456,5.53012
-238.072,5.11306
-255.857,4.95719
-260.046,4.80096
-259.878,4.08958
-262.061,4.55103
-255.819,6.06619
-246.852,4.1279
-242.787,5.78145
-264.306,7.20077
-253.299,5.27779
-254.701,5.72162
-241.001,6.52252
-257.952,6.70883
-249.303,6.96644
-265.75,5.56084
-242.481,6.63407
-269.735,4.34706
-277.858,4.61125
-263.935,6.19742
-276.463,6.34382
-275.048,4.31743
-258.471,5.18895
-252.33,6.51773
-265.624,7.49938
-245.907,5.20349
-236.231,4.22238
-257.578,7.40738
-242.812,5.94119
-255.565,8.00032
-250.907,4.78531
-270.871,6.15283
-273.359,6.51604
-236.417,5.86173
-263.788,6.15715
-276.048,6.58564
-234.939,5.05693
-250.812,5.72108
-275.737,7.04575
-270.725,6.22241
-267.186,6.83486
-232.392,5.06954
-269.343,3.71383
-242.411,5.84282
-261.642,6.30851
-236.636,4.12489
-242.918,4.86561
-247.984,4.62378
-277.071,6.36003
-269.03,4.56424
-256.975,5.64398
-256.331,4.31433
-264.965,3.96046
-258.055,7.59331
-251.548,6.94049
-266.457,5.19533
-259.221,5.02514
-265.366,3.91205
-252.136,7.55853
-265.14,4.33922
-263.534,6.66416
-275.083,7.58259
-273.196,6.48285
-271.936,3.80509
-247.625,6.98219
-269.448,4.42949
-250.46,6.90059
-241.009,4.45732
-277.137,6.39678
-245.687,7.56512
-268.539,6.55898
-237.628,4.98158
-277.373,3.663
-243.324,7.08271
-244.548,6.68746
-232.133,4.92612
-273.859,6.43439
-244.963,6.97747
-253.069,6.50573
-263.965,5.17344
-269.365,7.63526
-238.667,4.09564
-271.256,6.5257
-238.037,6.99227
-269.934,4.37661
-264.857,6.7152
-257.543,4.67323
-236.406,4.21569
-246.89,7.96901
-240.756,7.081
-254.166,4.59051
-263.413,4.51045
-271.896,6.11539
-250.493,4.9195
-265.061,5.59596
-254.33,4.28364
-258.351,6.67842
-260.762,4.07816
-235.768,4.51807
-235.417,6.19221
-262.712,6.55143
-263.335,5.99135
-265.139,4.24188
-274.578,6.32507
-279.107,8.3686
-252.353,3.95075
-241.127,5.67996
-279.142,6.3827
-276.121,6.55522
-255.654,4.83576
-231.71,6.87091
-267.432,10.9153
-251.369,6.90117
-279.057,6.39593
-265.84,4.16428
-266.109,6.6616
-255.781,5.31608
-251.629,4.92844
-239.038,4.74579
-238.243,6.52716
-273.199,6.523
-248.145,6.44588
-238.336,7.09788
-237.503,4.73549
-256.479,4.32018
-260.612,6.73106
-265.04,4.33751
-270.719,6.56943
-243.537,7.09862
-275.433,6.47108
-236.778,4.91158
-234.216,6.82425
-270.901,4.13814
-254.177,5.66503
-239.363,6.73126
-276.217,6.95515
