z,e
-262.945,6.80579
-263.912,6.73472
-273.997,6.49565
-275.533,7.13394
-264.093,7.3354
-270.377,6.00325
-242.961,4.14644
-276.255,6.419
-256.312,6.90094
-265.82,4.48749
-243.87,4.87939
-255.85,4.36479
-249.339,6.48532
-243.203,4.50855
-253.63,6.97878
-252.179,7.08849
-266.06,6.47991
-234.195,6.9059
-268.257,6.58117
-259.861,4.55474
-266.927,5.02626
-278.732,6.74741
-244.991,7.44566
-278.185,7.82748
-275.549,4.05275
-251.373,6.96403
-252.398,4.02968
-266.016,4.14303
-277.905,3.72168
-249.557,10.6894
-268.128,6.51479
-277.089,4.79491
-257.971,6.15478
-275.794,7.73675
-271.705,5.28927
-278.293,6.31628
-255.35,4.68557
-240.897,5.34715
-243.904,6.94483
-235.88,4.75134
-262.1,6.65999
-236.9,7.10991
-267.382,4.10403
-253.61,7.68998
-258.849,5.49385
-267.473,4.62931
-239.969,4.73697
-238.729,7.00175
-240.419,6.77058
-237.953,7.13242
-245.281,6.99046
-279.223,4.03836
-254.831,6.54151
-232.868,4.8462
-257.85,6.78322
-272.276,6.03286
-276.02,4.12043
-248.441,4.90105
-265.942,4.4978
-247.532,5.9869
-261.175,8.06373
-252.771,4.57019
-246.16,7.1063
-264.638,6.06765
-256.676,7.29444
-279.246,4.44304
-266.752,6.53807
-275.225,6.01402
-274.474,3.97057
-256.214,6.65053
-260.634,5.28011
-258.418,6.61488
-272.208,5.3789
-273.445,6.45036
-232.815,9.1919
-264.16,4.43588
-241.655,4.93403
-248.942,4.45629
-266.533,4.6939
-274.691,6.4325
-238.191,4.40741
-240.157,6.50252
-236.436,6.98838
-255.874,6.2866
-264.02,6.73226
-251.432,6.85045
-255.683,8.12104
-233.44,5.40701
-232.82,5.74485
-263.498,6.23084
-233.644,7.23301
-257.589,6.62554
-233.209,5.8541
-232.668,6.64407
-265.069,6.62442
-248.654,6.50932
-266.256,6.17494
-255.615,6.83216
-234.881,4.94977
-237.022,5.26775
-264.556,4.40231
-234.123,5.5423
-271.996,4.29257
-279.462,6.58333
-236.642,6.70165
-235.76,4.46328
-256.038,5.05345
-258.555,6.55141
-262.736,4.45548
-253.984,6.4765
-261.029,4.53847
-272.072,5.51211
-255.854,6.76277
-252.381,6.2628
-243.926,7.87273
-273.031,8.20165
-270.135,6.5669
-248.547,4.27116
-266.348,6.60544
-246.258,4.68765
-246.194,6.64245
-263.003,6.19571
-256.972,8.58594
-267.369,4.08846
-245.183,4.53205
-256.943,3.89075
-251.261,4.65174
-274.764,6.45105
-246.334,4.18807
-273.585,7.5463
-261.595,6.80312
-246.706,6.97694
-243.89,5.64043
-266.205,6.54823
-246.544,4.5791
-240.718,4.40269
-267.659,6.56605
-277.407,5.35744
-267.279,6.59404
-245.191,6.8284
-255.804,8.01248
-272.407,6.33195
-277.967,3.53692
-264.302,5.47173
-249.371,6.98027
-270.684,6.54994
-250.705,8.86173
-276.059,6.04046
-237.575,7.09775
-246.1,7.35399
-260.861,4.88767
-260.024,4.57194
-263.016,6.56328
-232.803,6.84966
-274.523,4.35909
-248.749,4.6823
-277.902,6.34108
-238.508,5.94787
-272.329,4.32391
-258.787,4.5907
-264.328,5.04945
-235.276,5.04412
-255.398,3.85506
-267.035,4.25737
-246.359,6.79259
-277.781,5.80154
-258.863,6.35908
-279.238,6.3426
-259.784,8.12584
-274.636,5.38576
-249.053,6.99681
-268.796,4.24762
-270.808,6.09826
-239.605,4.73569
-231.914,5.61903
-275.068,6.04557
-274.512,5.21394
-249.916,4.45232
-267.568,6.46917
-266.209,6.34659
-259.399,4.14137
-256.214,6.94204
-245.097,6.52893
-246.911,4.71661
-277.681,5.51291
-266.168,3.99118
-276.325,4.17023
-251.203,5.35045
-252.223,4.49975
-253.738,6.75957
-246.6,4.38521
-274.844,6.90286
-274.954,6.84054
-272.09,6.3223
-258.633,7.77806
-265.666,6.82403
-272.316,6.48039
-256.221,7.16518
-269.066,6.23897
-277.642,8.81373
-256.507,3.89373
-249.11,7.72404
-244.864,7.37698
-275.511,6.3797
-244.962,7.57635
-268.15,7.23313
-272.769,4.40191
-253.836,5.46632
-278.568,4.01883
-270.615,3.94246
-253.307,6.63459
-275.467,5.80821
-264.588,4.89939
-269.978,4.00928
-244.888,7.00225
-241.856,4.84344
-244.835,6.6745
-273.493,8.11439
-245.386,4.73621
-278.655,6.44006
-258.061,6.34958
-278.025,3.83239
